품목비교 Historical Data
조회기간 :,2008-07-20 ~ 2018-07-18
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[주간평균 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","알루미늄 [LME] 3개월(o)USD/ton","알루미늄 [LME] 3개월(u)USD/ton","니켈 [LME] 현물USD/ton","니켈 [LME] Dec1(2019.12)USD/ton","니켈 [LME] Dec2(2020.12)USD/ton","니켈 [LME] Dec3(2021.12)USD/ton","니켈 [LME] 3개월(o)USD/ton","니켈 [LME] 3개월(u)USD/ton","아연 [LME] 현물USD/ton","아연 [LME] Dec1(2019.12)USD/ton","아연 [LME] Dec2(2020.12)USD/ton","아연 [LME] Dec3(2021.12)USD/ton","아연 [LME] 3개월(o)USD/ton","아연 [LME] 3개월(u)USD/ton","납 [LME] 현물USD/ton","납 [LME] Dec1(2019.12)USD/ton","납 [LME] Dec2(2020.12)USD/ton","납 [LME] Dec3(2021.12)USD/ton"
20150608,64.95,1748,1750.2,13346,13601,13673,13673,13393,13354,2136,2175.8,2165.8,2155.8,2146.8,2145.6,1898.8,1941.6,1959.8,1966.2
20150601,63.89,1741.9,1749,12819,13053,13130,13134,12846,12990,2141.3,2169.8,2159.8,2149,2150.1,2159.2,1913.6,1959.6,1978,1983.4
20150525,62.25,1749,1753,12700,12966.25,13053.75,13063.75,12737.5,12787.5,2194.13,2212.5,2202.5,2189,2196.38,2197.75,1945.13,1989.25,2007.5,2012.75
20150518,58.83,1791.2,1790.4,13126,13395,13457,13467,13174,13218,2222.9,2242,2227,2213.6,2227.2,2224.6,1942,1978,1996.2,2002.2
20150511,62.42,1879.6,1877.6,13986,14251,14311,14321,14036,14118,2337.4,2332.6,2314.6,2301.2,2327.8,2321.8,2007.8,2044.2,2061.8,2068
20150504,59.78,1914.5,1912,14140,14442.5,14528.75,14551.25,14211.25,14202.5,2392.38,2377.75,2364,2351.25,2375.13,2371,2101.13,2125.75,2144.25,2148.25
20150427,58.07,1878.4,1887.8,13529,13806,13905,13930,13570,13648,2316.5,2316.4,2303.4,2290.2,2302.1,2311,2105.1,2133.2,2154.6,2158.2
20150420,53.86,1808.3,1808,12634,12955,13080,13102,12688,12816,2215.5,2244.8,2238.4,2224.8,2220.6,2220.6,2034.8,2072,2091.2,2095.6
20150413,50.13,1801.2,1810.2,12583,12917,13039,13038,12644,12664,2206.1,2237.2,2230.2,2216.6,2214.4,2218.8,2001.3,2036.6,2059,2062.4
20150406,47.81,1774.75,1773.75,12606.25,12925,12948.75,12933.75,12656.25,12723.75,2160.13,2195.25,2187.75,2175.25,2167.38,2169,1936,1972.5,1995.5,2000.25
20150330,50.16,1779.25,1789.25,12691.25,13016.25,13012.5,12990,12763.75,12787.5,2079.13,2121.25,2114.5,2101.25,2089.13,2100.25,1827.25,1864,1889.5,1893.25
20150323,55,1786.5,1786.4,13756,14011,13982,13957,13802,13810,2074,2121.8,2119.6,2106.4,2084.6,2085.6,1831.9,1870.6,1892.8,1897.2
20150316,56.2,1772.8,1779.6,13705,13966,13954,13929,13758,13841,1999.8,2055.2,2057.6,2045.2,2012.1,2018.2,1730.1,1776.2,1798.2,1802.6
20150309,57.99,1761.4,1768.4,14028,14305,14288,14263,14099,14160,2003.1,2062.4,2063.6,2052,2020.1,2020.4,1807.8,1848.8,1871.2,1875.6
20150302,61.25,1802.6,1802.2,13891,14175,14161,14126,13956,14031,2020.1,2086.8,2086.6,2074.6,2041.6,2036.4,1759.3,1810.2,1836.8,1841.2
20150223,63.06,1805.6,1807.4,14184,14441,14400,14350,14241,14274,2054.2,2103.8,2093.4,2081.6,2067.9,2067.6,1753.6,1818.6,1844.4,1847.8
20150216,63.91,1820.3,1818,14129,14384,14304,14254,14192,14222,2091.7,2134.6,2122.4,2109.6,2104.2,2103,1789.7,1850.6,1876.4,1880
20150209,62.24,1848.4,1843.4,14794,15006,14932,14882,14845,14810,2133.4,2173.4,2161.6,2149.6,2143.8,2143.8,1830.4,1881.6,1907.4,1909
20150202,62.47,1875.3,1880.8,15031,15248,15206,15166,15095,15237,2133.2,2170.8,2157.2,2144.6,2141.4,2148.4,1845,1898.2,1923.2,1923.2
20150126,63.12,1844.4,1853.8,14694,14904,14863,14863,14742,14830,2104.7,2144.2,2133.6,2121.4,2112.5,2118.6,1842.6,1900.8,1921.6,1921.6
20150119,67.45,1837.4,1851.8,14567,14828,14809,14814,14638,14702,2101.5,2142,2132,2119.6,2106.6,2116,1855.5,1915.6,1935.2,1935.2
20150112,68.92,1792.9,1806.8,14583,14848,14803,14838,14649,14750,2065.5,2111.2,2101.2,2089.4,2076.1,2089.2,1782.8,1857,1877,1877
20150105,71.17,1808.1,1807,15218,15462,15412,15462,15288,15349,2156.3,2202.8,2191.8,2179.6,2167.6,2171.8,1832.6,1906,1925.6,1925.6
20141229,70.6,1855.25,1857.67,14945,15192.5,15208.75,15245,15040,15041.67,2156.13,2192.5,2183.5,2169,2167.63,2176.67,1833.5,1879,1909.25,1924.25
20141222,67.26,1882.5,1880.5,15428.33,15665,15656.67,15700,15491.67,15622.5,2162.17,2195,2188.33,2173.33,2168.33,2173.5,1858,1894.33,1931,1946
20141215,68.66,1913.9,1912.8,15815,16030,15979,15947,15884,15865,2144.6,2181.4,2171,2157,2156.3,2153.6,1898.2,1940.6,1973.4,1986.2
20141208,69.27,1958.7,1962.8,16344,16576,16506,16406,16432,16534,2182.7,2218.6,2207.8,2187.2,2196.4,2205.4,1997.5,2031.2,2055.6,2065.6
20141201,70.81,1987.7,1990.2,16462,16679,16610,16500,16530,16661,2208.4,2232,2223,2197.2,2214.3,2230.2,2023.3,2051.2,2075.8,2085.8
20141124,69.96,2052.8,2051.8,16327,16550,16464,16329,16402,16480,2271.5,2294,2284.6,2258,2275.9,2269.6,2049,2081.6,2108.4,2118.4
20141117,71.67,2026.7,2029.4,15945,16169,16077,15973,16005,16101,2249.3,2269.8,2254.2,2229.8,2258.4,2263.4,2028.5,2062,2089,2099
20141110,75.86,2036.1,2045.4,15307,15575,15489,15410,15382,15479,2261.1,2277.4,2261.4,2236.4,2266,2268.8,2025.7,2063,2090,2100
20141103,76.86,2049.8,2061.6,15246,15512,15419,15269,15325,15448,2255.8,2271.4,2259,2234.6,2254.6,2252.6,1991.7,2028.4,2053,2063
20141027,79.45,2005,2015.6,15286,15554,15451,15257,15372,15485,2277,2292.2,2277.8,2252.8,2273.6,2285,2009,2053.4,2075.4,2085.4
20141020,81.05,1979.9,1987.2,15143,15435,15373,15189,15220,15285,2229.9,2252.2,2234.2,2209.2,2231.1,2239.4,2013.2,2056,2077.6,2087.6
20141013,82.34,1931.5,1938.2,15905,16192,16072,15832,16004,16020,2281.7,2309,2294.4,2269.4,2285.7,2282,2024.4,2060.6,2084,2094
20141006,79.93,1934.2,1939.6,16575,16851,16719,16516,16663,16670,2313.6,2345.8,2329.8,2304.8,2322.5,2325.6,2082.8,2123,2146.8,2156.8
20140929,78.82,1932.2,1935.4,16238,16525,16399,16274,16311,16400,2260.9,2290.6,2276.2,2251.2,2266.7,2273.8,2073.8,2113.4,2134.6,2147
20140922,79.4,1961.1,1966,17180,17485,17385,17290,17276,17185,2248,2285.6,2276.2,2251.2,2258.4,2266.4,2066.3,2112.8,2139.6,2159
20140915,83.84,1996,1992,17944,18235,18152,18077,18027,18050,2250.9,2285.2,2269.2,2244.2,2260,2258.6,2086.4,2136.4,2156,2167.6
20140908,82.94,2064.6,2065.8,18891,19152,18987,18752,18984,18936,2308.3,2343.6,2323.4,2300,2320,2317.2,2135.8,2180.6,2195.6,2201.6
20140901,86.06,2098.2,2099.2,18931,19255,19159,19014,19036,19085,2377.9,2404.2,2383.4,2366.8,2381.8,2383.4,2221.4,2249.4,2260.2,2263.2
20140825,88.54,2094.5,2089.5,18636.25,18967.5,18893.75,18763.75,18737.5,18812.5,2357,2376.75,2352,2339.75,2359.25,2354.5,2255.38,2283,2292.5,2295.5
20140818,92.17,2043.3,2052,18621,18863,18704,18557,18706,18770,2324.6,2344,2329,2317.2,2327.3,2331.4,2238,2264.2,2274.4,2277.6
20140811,94.2,2027.7,2025.2,18593,18810,18627,18484,18682,18699,2298,2323.4,2304.4,2292.4,2303.6,2293.6,2227.8,2267.2,2277.6,2280.6
20140804,95.49,2011.7,2021.5,18524,18762,18630,18505,18627,18716,2339.3,2361.6,2348,2335.8,2340,2350,2236.9,2271,2280.2,2282.8
20140728,95.95,1995.6,1996.6,18610,18787,18643,18518,18689,18741,2379.6,2383.8,2370.6,2358.8,2367.4,2368,2237.1,2281.8,2290,2292.8
20140721,94.75,2028.3,2026.8,18970,19157,19035,18914,19074,19058,2372.2,2387,2373,2361.6,2369.6,2370.2,2210.5,2264,2272.2,2275.4
20140714,97.79,1966.6,1972.6,19051,19252,19128,19008,19148,19140,2295.9,2319.6,2305.6,2295.6,2302.7,2305.2,2175.5,2240,2248,2251.2
20140707,96.34,1932.5,1937,19235,19370,19214,19054,19337,19460,2278.9,2293.4,2272.8,2262.8,2279.4,2279.8,2169.7,2236.4,2244.4,2247.8
20140630,95.11,1897.4,1913.6,19165,19189,19001,18831,19246,19396,2214.4,2236.8,2219.8,2213.4,2214.1,2227.4,2142.9,2217,2224.4,2227.4
20140623,94.49,1894.4,1896,18448,18500,18326,18141.25,18544,18520,2179.5,2212.6,2197.6,2197.6,2185.3,2184.6,2143.1,2213.2,2220.6,2223.2
20140616,90.82,1867.3,1868.6,18543,18572,18326,18084,18634,18635,2126.3,2174.8,2174,2174,2137,2139.4,2092.3,2159.6,2166.4,2169.6
20140609,92.79,1873.1,1879.4,18309,18375,18202,17942,18402,18470,2104,2150.2,2152.2,2152.2,2113.3,2114.8,2088.3,2158,2165,2168
20140602,93.63,1837.5,1848.8,18966,18908,18653,18328,19026,19160,2081.8,2109,2111.2,2111.2,2077.2,2083.8,2084.4,2147,2154.2,2157
20140526,96.84,1834.5,1840,19306.25,19077.5,18640,18333.75,19316.25,19243.75,2073.13,2102.75,2108.5,2108.5,2070.63,2065.5,2099.13,2165.5,2172,2175.5
20140519,98.62,1778.4,1788,19632,19285,18836,18541,19640,19637.5,2076.3,2102.2,2104,2098.4,2081.8,2081.8,2111.1,2174.6,2176.8,2179.6
20140512,102.65,1788.5,1778.8,20121,19775,19430,19190,20105,20040,2069.4,2102.8,2104,2097.6,2076.3,2075.2,2108.3,2171.6,2173.6,2176.6
20140505,105.43,1772.13,1770.75,19133.75,18900,18627.5,18452.5,19172.5,19117.5,2036.75,2069.25,2072,2067.5,2041.63,2040.5,2079.5,2142.75,2144.75,2147.75
20140428,107.43,1806.5,1803.6,18250,18094,17905,17795,18293,18260,2041.2,2080.2,2086.6,2081.8,2044,2044.6,2087.9,2157.4,2161.2,2164.2
20140421,112.69,1875.13,1876.25,18311.25,18236.25,18116.25,18078.75,18351.25,18393.75,2067.5,2104.25,2111.75,2107.5,2072.5,2075.75,2141.25,2209,2215.75,2219
20140414,117.36,1868,1872.5,17720,17766.25,17710,17710,17765,17806.25,2045.88,2094.25,2105.5,2101.75,2061.25,2059,2099.13,2169.5,2178.75,2181.75
20140407,118.44,1845,1853.4,16765,16884,16894,16894,16807,16805,2016.2,2069,2083.6,2080,2025.6,2024,2065,2131,2148.4,2151.8
20140331,116.53,1808.5,1817,16061,16235,16271,16271,16110,16143,1978.1,2041,2060.6,2056.8,1982.9,1986,2033,2110.4,2127.2,2130.6
20140324,111.99,1743.9,1745.4,15952,16045,16034,16034,16007,15966,1967.4,2027.2,2047.6,2043,1975.9,1975.4,2055,2125.4,2140.6,2143.6
20140317,109.88,1721.9,1726.6,15991,16030,15972,15972,16034,16075,1958.1,2015.6,2036,2031,1965,1962.8,2041,2111,2128.8,2131.2
20140310,107.83,1757.6,1754.2,15595,15589,15519,15504,15638,15654,2023.4,2048.2,2061.2,2056.2,2010.7,2005,2033.2,2102.6,2121,2124
20140303,115.7,1757.6,1765.8,15086,15134,15137,15208,15112,15174,2115.4,2102.2,2102.4,2097.4,2089,2095,2099.3,2164.4,2182.6,2186
20140224,118.11,1760.4,1764.4,14283,14412,14466,14568,14316,14307.5,2072.1,2064.6,2064.6,2059.6,2052.9,2052,2107.7,2162.2,2180.2,2182.8
20140217,123.49,1758.2,1767.4,14379,14565,14636,14750,14426,14476,2060.7,2073.2,2074.2,2069.2,2058.4,2058.8,2135.2,2183.6,2204.2,2207.4
20140210,121.56,1727.7,1725.2,14225,14454,14543,14673,14273,14245,2023.6,2052,2057,2052,2024.5,2018.4,2105.6,2149.6,2171.4,2174.2
20140203,122.45,1702.3,1701.2,13891,14194,14309,14457,13956,13937,1985.2,2016.8,2030,2025,1979.1,1977.8,2093.4,2148.4,2169.2,2172.6
20140127,123.6,1740.9,1738.4,13999,14313,14444,14598,14056,14040,1987.1,2054.4,2072.2,2067.2,1998.1,1997,2122.7,2172.8,2194.8,2197.8
20140120,124.85,1786.3,1786.4,14567,14932,15091,15259,14636,14629,2058,2105.8,2112,2107,2062.8,2067.8,2169.3,2246.4,2269.4,2272.4
20140113,130.32,1779.2,1786.2,14320,14705,14878,15053,14381,14470,2067.3,2110.2,2118.8,2128.8,2067.3,2074.8,2165.1,2244.4,2269.4,2272.2
20140106,132.58,1768.6,1767.2,13508,13990,14209,14428,13569,13540,2031.3,2095.8,2124.8,2134.8,2030.4,2028.8,2122,2203.6,2228.6,2231.2
20131230,134.55,1805.13,1803.33,13940,14321.25,14550,14776.25,13992.5,13941.67,2079.25,2106.25,2133.75,2150.75,2070.25,2065,2206.5,2269,2291.5,2305.75
20131223,132.69,1772.33,1787.5,14178.33,14460,14680,14900,14248.33,14367.5,2088.33,2094.33,2118.67,2141.67,2080.17,2079.5,2226,2267.67,2287.67,2314.33
20131216,133.3,1789,1795.6,14060,14329,14552,14774,14125,14166,1995.1,2032.2,2060.2,2087.2,2001,2002.8,2147.9,2194,2225,2253.6
20131209,138.65,1803.8,1805.8,13936,14220,14445,14673,14004,14012,1942.7,1993.8,2033.6,2071.6,1947.4,1955.8,2106.5,2163.4,2201,2229.8
20131202,138.33,1756.1,1758,13558,13850,14082,14314,13629,13641,1867.9,1945.2,1993.6,2038.6,1887.9,1891.2,2052.8,2117.4,2155.6,2185.2
20131125,136.73,1765.8,1763.7,13407,13714,13949,14181,13479,13479,1861.5,1948.2,1999.4,2044.4,1886.6,1887,2060.1,2126,2164,2193
20131118,136.72,1784.8,1787,13529,13844,14069,14295,13611,13605,1863.4,1958,2011,2056,1893.3,1895.8,2070.5,2134,2169,2197.2
20131111,136.72,1794.8,1797.4,13672,13961,14182,14407,13735,13732,1857,1957.4,2011,2056,1889.4,1890.8,2084.7,2147.8,2182.8,2212.6
20131104,136.41,1821.8,1821.2,14138,14457,14677,14906,14218,14184,1883.1,1991.8,2048.6,2093,1917,1915,2129.3,2195.4,2226.8,2256
20131028,132.52,1882.3,1883.2,14526,14828,15052,15282,14588,14617,1928.4,2040.2,2092,2136,1963.9,1964,2181.1,2246.8,2272.6,2302.2
20131021,133.42,1861,1861.4,14464,14774,15002,15240,14532,14585,1908.3,2017.4,2066,2110.8,1942.8,1941.2,2157.9,2231.6,2262.6,2297.6
20131014,134.43,1852.2,1853.6,13957,14312,14559,14799,14032,14102,1884.8,1999.8,2052,2097,1924.5,1930.6,2121,2197,2237.4,2272.4
20131007,132.35,1866.1,1868.8,13777,14159,14420,14662,13846,13888,1852.5,1969.4,2024.4,2069.4,1892.4,1891.8,2054.4,2136.2,2178.8,2213.8
20130930,131.41,1834.1,1839.2,13685,14079,14344,14584,13760,13774,1845.7,1959.8,2010.6,2055.6,1883.1,1888,2047.5,2133.6,2174,2209
20130923,133.88,1808.5,1816.2,13780,14186,14449,14691,13862,13896,1854.1,1973.2,2034,2070,1892,1895.4,2054.9,2138.6,2180,2215
20130916,132.23,1799.4,1800.4,13921,14340,14607,14860,14014,14015,1841.6,1964.6,2031.8,2066.8,1881.8,1877.8,2056.6,2134.6,2172.4,2207.4
20130909,136.37,1803.7,1802.4,13699,14091,14352,14593,13764,13773,1835.8,1961.6,2030.4,2065.4,1877.8,1875.4,2105.1,2174,2208.2,2243
20130902,138.38,1811.5,1811,13702,14102,14352,14568,13773,13780,1856.6,1975.4,2033.8,2068.8,1894,1891,2139.7,2196.8,2231.4,2266.2
20130826,140.89,1854.63,1853.25,14097.5,14490,14737.5,14947.5,14167.5,14156.25,1912.25,2029.5,2087.25,2116,1948.5,1944.75,2198.88,2246.5,2283.25,2319.5
20130819,139.22,1905,1900.4,14490,14914,15156,15366,14600,14619,1941.2,2064.6,2123,2133,1982.5,1979.4,2222.4,2276,2314.8,2354.2
20130812,141.96,1893.8,1899.2,14716,15126,15367,15577,14805,14773,1914,2038,2096.2,2106.2,1954.1,1955.2,2188.3,2247.6,2286.2,2325.6
20130805,133.65,1814.8,1818.8,13984,14381,14621,14831,14052,14116,1840.7,1964.2,2022.2,2032.2,1879.8,1884.8,2118.4,2182.4,2220.6,2260.2
20130729,130.81,1801.5,1803,13646,14054,14291,14499,13722,13809,1812.4,1940.4,1998.2,2008.2,1850.5,1855.4,2064,2123.6,2162.8,2202
20130722,132.83,1834.5,1835.6,14006,14407,14642,14845,14083,14106,1842.4,1964.4,2020.4,2030.4,1877.5,1882.2,2049.8,2104.8,2144.4,2182.8
20130715,130.53,1807.8,1815,13718,14141,14376,14576,13807,13876,1837.4,1957.6,2012.8,2022.8,1871.5,1871,2036.8,2101.2,2140.2,2180.2
20130708,124.51,1809.9,1817.6,13436,13874,14109,14309,13527,13570,1847.3,1969.8,2027,2037,1883.2,1886.4,2050,2111,2146.6,2186.6
20130701,121.46,1809.2,1810.4,13754,14173,14408,14608,13824,13856,1837.3,1954.2,2012.6,2022.6,1867.3,1871.4,2061.6,2119.4,2155.2,2195.2
20130624,115.71,1777.2,1780,13675,14106,14343,14539,13747,13835,1804.2,1943.6,2001.4,2011.4,1839.3,1847.4,2029.4,2092.2,2128.4,2168.4
20130617,119.04,1819.9,1822,13929,14364,14601,14779,13998,14072,1814.4,1955,2012.8,2022.8,1850.5,1851,2056.7,2122.2,2160.6,2200.6
20130610,112.53,1881,1882.6,14399,14852,15092,15269,14483,14434,1829.8,1967.2,2025.2,2035.2,1866.4,1862.4,2115.4,2175.2,2215.2,2255.2
20130603,115.18,1948.7,1947.2,15079,15540,15780,15955,15172,15178,1908.5,2044.6,2102.4,2112.4,1941.4,1938.4,2213.8,2244,2284,2324
20130527,115.75,1874.13,1879,14723.75,15177.5,15410,15582.5,14810,14815,1852.25,1993.25,2051,2061,1887.13,1897.75,2139.5,2175,2215,2255
20130520,124.21,1858.1,1861.2,14912,15368,15598,15766,14994,15030,1824.9,1964.6,2022.4,2032.4,1857.9,1858.6,2035.4,2096.6,2140.6,2180.6
20130513,127.15,1848.3,1853,14959,15425,15650,15800,15047,15081,1806.7,1941,1987.6,1997.6,1839.7,1839.2,1975.1,2054.4,2104,2143.2
20130506,131.63,1890.63,1886,15266.25,15715,15941.25,16091.25,15333.75,15291.25,1848.38,1985.75,2033.25,2043.25,1883.63,1874.25,2016.13,2108.75,2158.25,2195.5
20130429,131.83,1859,1861.8,15028,15484,15706,15842,15102,15090,1833,1968.2,2015.6,2025.6,1866.7,1866.6,1991.8,2084.6,2133.4,2170.4
20130422,136.22,1900.3,1909,15177,15616,15834,15949,15244,15308,1859.2,1998,2044.8,2054.8,1896,1905.6,2015,2108.8,2155,2190
20130415,139.6,1884.8,1889.4,15431,15868,16083,16194,15497,15557,1841.8,1987.8,2032.2,2042.2,1878.7,1875.2,2007.9,2105.8,2149.6,2178.6
20130408,141,1895.2,1894,16052,16490,16699,16809,16117,16140,1865.7,2008.8,2050.6,2060.6,1899.6,1894,2056.7,2155.8,2195.8,2220.8
20130401,136.93,1877,1880.25,16137.5,16573.75,16773.75,16883.75,16203.75,16177.5,1840.38,1987.75,2030,2040,1874.75,1876.5,2049.38,2143.75,2178.75,2203.75
20130325,137.14,1917.63,1922,16772.5,17236.25,17436.25,17546.25,16866.25,16862.5,1886.63,2021.75,2059.75,2069.75,1916.25,1915.75,2128.63,2212,2239.75,2261
20130318,134.31,1940.8,1938.8,16714,17167,17364,17474,16792,16857,1903.3,2023.4,2058,2068,1935.9,1934.8,2167,2242,2267,2287
20130311,139.86,1974.3,1969,16955,17402,17596,17706,17029,17050,1954.5,2065.6,2102.2,2112.2,1980.1,1974.4,2218.8,2286.4,2310.6,2330.6
20130304,147.91,1970.4,1970.3,16539,16980,17170,17280,16612,16615,1976.1,2082.6,2116.6,2126.6,1996.8,1993.4,2201.2,2267,2289,2309
20130225,151.81,2009.7,2008.4,16606,17058,17237,17341,16673,16733,2061.3,2139,2169.6,2179.6,2072.4,2073.4,2281,2340.6,2360,2377.4
20130218,158.21,2101.5,2093.6,17248,17723,17898,17998,17334,17159,2112.6,2210.2,2240.2,2250.2,2138,2129.2,2353.9,2412.4,2424.4,2436
20130211,155.89,2134.8,2135.8,18271,18734,18909,19009,18341,18310,2174.2,2269.6,2299.6,2309.6,2199.8,2192.2,2402.5,2443.4,2453.4,2463.4
20130204,155.43,2108.3,2109.8,18419,18878,19050,19150,18485,18484,2143.4,2255.6,2290.8,2315.8,2168.6,2175.4,2426.2,2470,2480.2,2490.2
20130128,151.15,2074,2085.1,17999,18468,18640,18740,18055,18150,2103.5,2224.4,2261.2,2286.2,2124.6,2129.2,2409.5,2451.6,2459.8,2469.8
20130121,148.21,2062.9,2064.6,17361,17833,18003,18103,17414,17423,2050,2167.2,2203.8,2228.8,2068.7,2068,2350.5,2382.6,2389,2399
20130114,147.21,2054.9,2055.6,17370,17874,18041,18141,17449,17472,1979,2116,2159.4,2191,2003.4,2006.6,2281.4,2321,2326,2336
20130107,156.52,2084.7,2087.6,17333,17837,17972,18072,17416,17425,1998.9,2152.4,2197.4,2231.2,2029.1,2028.4,2312.9,2370.8,2371.8,2381.8
20121231,148.67,2108.5,2117.67,17343.75,17776.25,17933.75,18043.75,17415,17623.33,2059.25,2202.5,2251,2286,2090.75,2109,2370.13,2412.5,2418.75,2427.5
20121224,139.22,2080,2074,17115,17371.67,17596.67,17721.67,17161.67,17275,2052.67,2151,2217,2258.33,2085.33,2083,2309.33,2353.67,2372,2377
20121217,135.32,2091.6,2088.2,17540,17846,18056,18185,17627,17664,2043.6,2142.6,2210.2,2257.6,2076.5,2075.2,2292.3,2341,2352.2,2361.2
20121210,126.48,2122.9,2127.4,17566,17877,18062,18163,17653,17810,2051.3,2144.6,2214.6,2267.8,2077.4,2079.8,2279.2,2323.6,2334.8,2344.8
20121203,119.57,2097.4,2100.6,17353,17637,17822,17910,17428,17451,2009.4,2105.2,2175.2,2228,2031.2,2034.6,2221.8,2258,2270.2,2280.2
20121126,118.12,2027.3,2031.2,16914,17214,17407,17487,17006,17013,1986,2086.2,2158,2214.2,2006.4,2011,2216.2,2241.6,2257.8,2267.8
20121119,120.63,1950,1961,16424,16703,16896,16970,16488,16581,1900.7,2009.4,2081.6,2137.6,1928.9,1937.1,2168.9,2186.6,2204,2208
20121112,122.9,1958.8,1963.8,15944,16247,16442,16507,16035,16110,1897.9,2004.6,2068.8,2120,1925.9,1932.6,2179.9,2167.8,2182.4,2182.4
20121105,121.97,1916.1,1913.4,15935,16188,16383,16446,15970,16031,1855,1979.6,2048.6,2106.6,1891.7,1890.2,2170.5,2175.4,2193.2,2195.2
20121029,121.01,1924,1917.2,16113,16407,16601,16664,16176,16216.67,1827.7,1954,2029,2085.4,1868.6,1859.6,2088.2,2108.4,2133.4,2143.4
20121022,119.91,1940.1,1939.6,16344,16629,16787,16848,16393,16370,1813.5,1938.4,2010.4,2052.4,1854.1,1850.4,2033.8,2071.8,2096.8,2106.8
20121015,116.14,1979.8,1980.8,17036,17360,17485,17535,17120,17090,1876.2,1994.8,2060.6,2100.6,1916.1,1913,2136.1,2184.6,2209.6,2219.6
20121008,117.38,2037,2039.6,17695,18012,18135,18185,17769,17733,1960.7,2077.2,2142.6,2182.6,1998.3,1997.2,2217.2,2265.4,2288.4,2298.4
20121001,106.46,2111.2,2117.4,18633,18906,19031,19081,18666,18602,2055.4,2171.6,2238.2,2278.2,2088.9,2088.7,2284.1,2332,2355,2365
20120924,106.43,2094.3,2095.6,18138,18468,18593,18643,18221,18259,2069.2,2178.4,2237.8,2274,2098.9,2097.2,2273,2321.6,2344.2,2354.2
20120917,109.57,2136.3,2140.8,17828,18128,18253,18303,17887,18019,2074.8,2180,2237.8,2270.4,2105.7,2116.7,2251,2297.4,2320.4,2330.4
20120910,100.2,2089,2104.8,16836,17148,17286,17356,16891,16955,1999.3,2091.6,2134.6,2150.6,2028.5,2037.4,2139.1,2186.8,2216.8,2226.8
20120903,89.42,1951.7,1966.6,16060,16404,16544,16614,16131,16189,1865.1,1952.6,1994.4,2009.4,1890.2,1906.6,2014,2065.4,2102.6,2135.4
20120827,93.07,1892.13,1892.38,16150,16490,16647.5,16720,16225,16206.25,1830.25,1914,1953.75,1968.75,1854.88,1843.25,1960,2012.25,2050.75,2088.5
20120820,105.31,1870.1,1886,15856,16204,16360,16433,15938,16095,1805.8,1887,1925.8,1947.2,1829,1840.6,1910.5,1968.8,2010.6,2053.6
20120813,113.34,1850.3,1849.6,15346,15710,15874,15955,15429,15461,1787.9,1871.6,1911.6,1931,1809.4,1807.8,1850.2,1910.4,1952.6,1997.6
20120806,117.61,1890.1,1897.4,15454,15795,15952,16006,15513,15619,1836.5,1900,1933.8,1951,1847.2,1856,1889.2,1946,1988.8,2038.6
20120730,118.74,1872.1,1872.6,15722,16063,16234,16323,15778,15779,1824.3,1885.6,1920.6,1937.6,1834.7,1834.2,1894.5,1954.2,1995.6,2030.6
20120723,120.37,1881.2,1880.2,15752,16077,16249,16303,15795,15829,1809.6,1873.2,1903.2,1913.2,1816.1,1817.6,1863.5,1929.2,1971.8,2003.8
