품목비교 Historical Data
조회기간 :,2008-07-20 ~ 2018-07-18
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[일간 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","Baltic Dry Index (BDI)1985.01.04","Baltic Capesize Index (BCI)1999.03.01","Baltic Panamax Index (BPI)1998.05.06","Baltic Clean Tanker Index (BCTI)1998.08.03","Baltic Dirty Tanker Index (BDTI)1998.08.03","Baltic Supramax index (BSI)2005.01.01","Baltic Handysize Index (BHSI)2006.05.23","SSY/Pacific Capesize Index1997.1.6=4114","SSY/Atlantic Capesize Index1997.1.6=5000","Howe Robinson Container Index1997.1.15=1000","China Containerized Freight Index (CCFI)1998.1.1=1000","Shanghai Containerized Freight Index (SCFI)2009.10.16=1000","China Coastal Bulk Freight Index (CBFI)2000.1.1=1000","China Newbuilding Price Index (CNPI)2011.07.01=1000","China Bulker Newbuilding Price Index (CNDPI)2011.07.01=1000","China Tanker Newbuilding Price Index (CNTPI)2011.07.01=1000","China Container Newbuilding Price Index (CNCPI)2011.07.01=1000"
20130228,152.24,757,1249,990,693,697,764,436,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,858,843,904,865
20130227,152.24,745,1264,961,690,692,745,426,#N/A,#N/A,471.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130226,151.98,741,1291,939,689,686,734,419,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130225,151.91,743,1323,922,688,683,724,414,4741,5527,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130222,152.86,740,1335,909,686,677,717,412,#N/A,#N/A,#N/A,1152.47,1165,#N/A,#N/A,#N/A,#N/A,#N/A
20130221,156.5,737,1344,892,686,673,705,411,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130220,160.78,735,1355,875,688,669,695,410,#N/A,#N/A,470.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130219,160.11,738,1377,859,693,658,687,411,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130218,160.82,747,1408,845,698,659,679,411,4799,5742,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130215,155.89,753,1434,832,701,661,672,412,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,857,842,904,864
20130214,155.89,748,1429,808,704,657,667,412,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130213,155.89,751,1448,782,708,655,664,414,#N/A,#N/A,470,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130212,155.89,747,1448,749,714,647,668,417,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130211,155.89,746,1453,737,719,643,666,418,4833,6035,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130208,155.89,748,1461,723,724,640,669,421,#N/A,#N/A,#N/A,1144.55,1208,#N/A,#N/A,#N/A,#N/A,#N/A
20130207,155.89,749,1481,695,725,638,671,425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130206,155.83,740,1484,657,729,636,674,431,#N/A,#N/A,469.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130205,154.75,739,1466,651,728,632,677,438,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130204,154.79,745,1461,653,728,634,681,444,4753,6134,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130201,153.34,750,1454,664,728,635,682,449,#N/A,#N/A,#N/A,1142.4,1219,#N/A,#N/A,#N/A,#N/A,#N/A
20130131,153.25,760,1468,677,706,636,684,455,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130130,150.25,767,1477,690,700,636,688,461,#N/A,#N/A,461.1,#N/A,#N/A,#N/A,857,842,906,864
20130129,149.34,779,1491,703,703,632,695,467,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130128,149.58,792,1507,713,697,637,710,472,4841,6317,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130125,149.52,798,1520,718,694,646,711,475,#N/A,#N/A,#N/A,1132.27,1228,#N/A,#N/A,#N/A,#N/A,#N/A
20130124,149.21,808,1541,723,690,647,712,478,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130123,148.99,817,1564,727,688,636,713,478,#N/A,#N/A,458.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130122,148.07,825,1577,729,689,632,721,477,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130121,145.26,838,1604,736,689,633,728,474,4951,6497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130118,144.26,837,1605,740,690,630,730,470,#N/A,#N/A,#N/A,1125.21,1246,#N/A,#N/A,#N/A,#N/A,#N/A
20130117,145.12,820,1573,743,692,630,735,464,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130116,145.4,781,1431,754,696,631,738,457,#N/A,#N/A,458.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130115,150.42,765,1365,768,700,633,740,454,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,857,841,908,865
20130114,150.87,762,1370,774,710,637,743,451,4684,5445,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130111,150.6,760,1367,772,715,641,745,448,#N/A,#N/A,#N/A,1122.36,1232,#N/A,#N/A,#N/A,#N/A,#N/A
20130110,157.99,751,1367,754,718,646,743,443,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130109,159.04,743,1384,717,716,654,741,443,#N/A,#N/A,459.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130108,159.51,734,1386,682,719,663,740,442,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130107,155.45,712,1319,670,717,671,739,443,4588,5072,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130104,153.21,706,1285,670,721,679,739,446,#N/A,#N/A,#N/A,1109.89,1148,#N/A,#N/A,#N/A,#N/A,#N/A
20130103,149.6,700,1254,675,700,689,739,447,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130102,146.85,698,1237,685,694,696,737,446,#N/A,#N/A,459.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130101,146.85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121231,146.85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121230,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,856,840,908,866
20121228,141.43,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1113.58,1137,#N/A,#N/A,#N/A,#N/A,#N/A
20121227,141.23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121226,138.71,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121224,135.52,699,1235,699,756,764,728,447,4541,4509,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121221,135.79,700,1228,710,763,774,732,446,#N/A,#N/A,#N/A,1107.55,1147,#N/A,#N/A,#N/A,#N/A,#N/A
20121220,136.27,708,1226,734,769,778,735,445,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121219,136.46,720,1233,765,774,779,738,444,#N/A,#N/A,457.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121218,133.98,743,1315,793,766,774,738,444,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121217,134.12,766,1403,815,761,754,742,444,4741,5055,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121215,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,857,840,909,866
20121214,130.23,784,1440,839,750,746,745,443,#N/A,#N/A,#N/A,1101.46,1172,#N/A,#N/A,#N/A,#N/A,#N/A
20121213,127.2,799,1407,871,743,741,746,443,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121212,125.32,826,1446,894,734,730,748,444,#N/A,#N/A,459.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121211,125.21,900,1652,914,725,724,751,447,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121210,124.44,937,1762,928,723,711,751,447,5214,6661,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121207,121.64,966,1832,936,719,707,760,447,#N/A,#N/A,#N/A,1106.28,1053,#N/A,#N/A,#N/A,#N/A,#N/A
20121206,121.74,990,1897,940,729,706,765,446,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121205,119.43,1022,2000,949,736,702,768,446,#N/A,#N/A,465.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121204,117.87,1054,2095,962,738,701,771,447,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121203,117.16,1077,2166,973,738,703,772,448,5687,7649,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121130,116.59,1086,2199,980,741,705,766,448,#N/A,#N/A,#N/A,1129.9,1083,#N/A,858,841,910,870
20121129,117.66,1097,2241,994,738,705,760,446,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121128,117.5,1104,2275,1009,732,708,751,442,#N/A,#N/A,468.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121127,119.22,1097,2275,1023,725,719,742,438,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121126,119.64,1094,2277,1021,715,721,732,434,5912,7623,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121123,119.91,1090,2288,1013,709,723,724,431,#N/A,#N/A,#N/A,1144.98,1077,#N/A,#N/A,#N/A,#N/A,#N/A
20121122,120.18,1084,2318,991,701,723,716,424,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121121,120.44,1073,2335,963,695,725,706,416,#N/A,#N/A,468.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121120,120.82,1066,2367,933,690,723,695,409,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121119,121.8,1054,2369,902,681,723,687,407,6113,7430,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121116,122.2,1036,2347,886,679,715,674,405,#N/A,#N/A,#N/A,#N/A,1135,#N/A,#N/A,#N/A,#N/A,#N/A
20121115,122.95,1024,2350,846,681,715,664,403,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,861,842,916,874
20121114,122.85,1011,2375,774,681,713,655,402,#N/A,#N/A,466.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121113,122.91,985,2327,732,690,700,653,405,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121112,123.57,965,2283,720,696,687,652,405,5977,6852,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121109,123.27,940,2203,722,702,680,649,407,#N/A,#N/A,#N/A,1155.9,1194,#N/A,#N/A,#N/A,#N/A,#N/A
20121108,121.48,916,2119,726,708,667,644,409,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121107,121.95,916,2098,737,707,662,647,412,#N/A,#N/A,466.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121106,121.49,947,2186,747,714,655,654,416,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121105,121.66,971,2261,757,720,659,662,419,6180,7149,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121102,121.43,986,2304,766,715,667,669,422,#N/A,#N/A,#N/A,1159.62,1251,#N/A,#N/A,#N/A,#N/A,#N/A
20121101,121.56,1000,2355,770,679,672,671,426,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121031,120.61,1026,2419,782,647,674,678,429,#N/A,#N/A,463.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121030,120.8,1043,2458,792,650,672,689,430,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,861,843,916,875
20121029,120.67,1048,2460,799,651,675,693,432,6327,7508,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121026,120.76,1049,2451,804,658,678,699,434,#N/A,#N/A,#N/A,1166.05,1230,#N/A,#N/A,#N/A,#N/A,#N/A
20121025,120.48,1051,2432,811,660,681,706,437,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121024,119.84,1088,2530,825,661,683,712,440,#N/A,#N/A,469,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121023,119.75,1109,2587,843,658,681,716,442,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121022,118.71,1037,2332,861,658,680,721,445,6084,7018,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121019,117.79,1010,2217,879,655,676,732,445,#N/A,#N/A,#N/A,1177.71,1175,#N/A,#N/A,#N/A,#N/A,#N/A
20121018,117.04,989,2135,895,651,672,740,444,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121017,116.28,999,2162,904,642,670,746,443,#N/A,#N/A,476.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121016,114.7,981,2103,904,624,668,754,443,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121015,114.88,941,1960,885,621,668,768,444,5396,6541,#N/A,#N/A,#N/A,#N/A,863,844,916,880
20121012,115.38,926,1914,871,619,667,776,444,#N/A,#N/A,#N/A,1187.72,1203,#N/A,#N/A,#N/A,#N/A,#N/A
20121011,117.67,903,1833,843,617,665,783,444,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121010,119.09,875,1775,784,615,663,787,442,#N/A,#N/A,473.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121009,119.32,875,1829,712,619,662,789,442,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121008,115.42,883,1921,647,619,662,791,444,5137,6592,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121005,106.46,875,1932,598,626,664,795,444,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121004,106.46,845,1873,544,628,664,802,445,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121003,106.46,798,1738,496,629,660,810,448,#N/A,#N/A,479.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121002,106.46,778,1676,463,633,656,818,454,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121001,106.46,777,1660,439,639,652,825,467,4761,6307,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120930,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,864,845,916,882
20120928,106.46,766,1621,425,642,649,830,472,#N/A,#N/A,#N/A,1214.62,1247,#N/A,#N/A,#N/A,#N/A,#N/A
20120927,106.59,744,1548,418,643,646,836,476,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120926,106.59,752,1549,426,648,640,844,479,#N/A,#N/A,475.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120925,106.32,763,1568,441,645,638,847,483,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120924,106.2,772,1578,461,644,640,847,486,4624,6145,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120921,108.26,774,1584,467,639,642,847,484,#N/A,#N/A,#N/A,1227.03,1261,#N/A,#N/A,#N/A,#N/A,#N/A
20120920,110.96,755,1531,468,624,643,850,482,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120919,112.7,722,1421,468,610,642,845,480,#N/A,#N/A,469.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120918,110.17,697,1326,474,598,637,843,480,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120917,105.75,663,1219,483,593,635,839,479,4224,5273,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120915,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,866,847,917,887
20120914,104.54,662,1204,502,592,634,834,477,#N/A,#N/A,#N/A,1235.18,1286,#N/A,#N/A,#N/A,#N/A,#N/A
20120913,97.89,663,1198,527,593,633,828,475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120912,100.79,661,1186,545,589,634,825,471,#N/A,#N/A,476.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120911,101.64,662,1187,566,583,635,821,466,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120910,96.12,666,1188,582,582,637,827,461,4247,5185,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120907,91.38,669,1186,599,582,634,832,458,#N/A,#N/A,#N/A,1226.04,1267,#N/A,#N/A,#N/A,#N/A,#N/A
20120906,88.08,675,1186,617,581,631,837,457,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120905,88.43,684,1188,647,578,628,845,455,#N/A,#N/A,476.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120904,89.18,693,1186,686,579,626,849,456,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120903,90.01,698,1180,714,580,628,852,458,4253,5185,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120831,89.7,703,1172,735,581,627,857,459,#N/A,#N/A,#N/A,1242.09,1294,#N/A,#N/A,#N/A,#N/A,#N/A
20120830,89.24,707,1169,758,581,626,855,463,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,869,848,917,897
20120829,90.09,718,1177,788,582,622,858,466,#N/A,#N/A,474.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120828,96.79,724,1182,812,580,620,857,472,4180,5060,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120827,99.53,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120824,100.1,717,1124,828,579,618,853,474,#N/A,#N/A,#N/A,1257.05,1334,#N/A,#N/A,#N/A,#N/A,#N/A
20120823,102,715,1103,840,578,617,845,477,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120822,104.1,712,1091,843,578,617,833,481,#N/A,#N/A,472.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120821,108.8,709,1082,833,579,614,833,485,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120820,111.57,711,1087,819,583,610,838,490,4115,5004,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120817,111.66,714,1095,806,587,608,841,496,#N/A,#N/A,#N/A,1262.32,1370,#N/A,#N/A,#N/A,#N/A,#N/A
20120816,112.94,720,1105,801,588,606,847,502,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120815,113.24,728,1120,801,586,604,856,506,#N/A,#N/A,479.9,#N/A,#N/A,#N/A,871,850,917,899
20120814,114.75,750,1147,803,583,604,865,512,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120813,114.12,764,1158,804,581,608,877,523,4195,5251,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120810,114.07,774,1169,814,581,612,886,531,#N/A,#N/A,#N/A,1273.51,1363,#N/A,#N/A,#N/A,#N/A,#N/A
20120809,117.38,790,1192,823,582,613,906,535,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120808,118.92,812,1204,840,580,615,946,538,#N/A,#N/A,487.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120807,118.72,836,1237,868,579,619,966,539,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120806,118.97,843,1214,890,578,623,982,544,4170,5330,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120803,119.46,852,1200,910,576,626,995,552,#N/A,#N/A,#N/A,1283.64,1370,#N/A,#N/A,#N/A,#N/A,#N/A
20120802,119.19,861,1178,931,577,634,1010,558,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120801,119.13,878,1181,954,579,638,1023,570,#N/A,#N/A,486.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120731,118.36,897,1194,982,579,642,1032,580,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120730,117.55,915,1200,1010,580,645,1047,593,4155,5335,#N/A,#N/A,#N/A,#N/A,875,855,917,902
20120727,117.43,933,1209,1031,582,643,1069,602,#N/A,#N/A,#N/A,1284.31,1327,#N/A,#N/A,#N/A,#N/A,#N/A
20120726,118.64,958,1224,1058,583,640,1099,617,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120725,119.84,982,1239,1088,583,633,1133,631,#N/A,#N/A,487.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120724,122.24,1003,1261,1109,568,630,1156,640,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120723,123.71,1022,1275,1134,564,627,1173,647,4328,5400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120720,125.79,1037,1276,1156,560,624,1192,657,#N/A,#N/A,#N/A,1307.18,1327,#N/A,#N/A,#N/A,#N/A,#N/A
20120719,127.42,1053,1276,1183,559,622,1212,666,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120718,129.08,1074,1286,1206,556,621,1239,672,#N/A,#N/A,482.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120717,130.89,1093,1301,1214,558,624,1261,680,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120716,133.95,1102,1310,1209,556,626,1277,687,4376,5544,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120715,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,879,859,920,910
20120713,134.56,1110,1320,1202,556,629,1287,692,#N/A,#N/A,#N/A,1313.81,1373,#N/A,#N/A,#N/A,#N/A,#N/A
20120712,134.98,1121,1352,1187,553,628,1294,696,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120711,135.08,1146,1428,1175,554,632,1299,701,#N/A,#N/A,487.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120710,137.01,1160,1484,1160,555,640,1300,704,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120709,137.19,1162,1501,1145,557,649,1299,709,4628,5707,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120706,136.27,1157,1493,1129,559,654,1296,713,#N/A,#N/A,#N/A,1314.56,1422,#N/A,#N/A,#N/A,#N/A,#N/A
20120705,136.12,1138,1455,1090,559,659,1293,715,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120704,135.99,1103,1369,1051,559,665,1284,716,#N/A,#N/A,492.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120703,135.93,1063,1290,1019,558,669,1269,717,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120702,134.4,1013,1204,993,561,677,1264,719,4224,5074,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120630,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,887,865,930,924
20120629,135.49,1004,1190,984,565,682,1257,719,#N/A,#N/A,#N/A,1307.31,1461,#N/A,#N/A,#N/A,#N/A,#N/A
20120628,136.04,994,1184,968,565,674,1247,718,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120627,136.73,988,1182,981,568,670,1229,712,#N/A,#N/A,502.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120626,137.62,981,1168,1003,571,664,1207,709,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120625,137.77,978,1160,1026,568,660,1191,707,4146,5006,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120622,138.18,978,1155,1048,571,661,1179,705,#N/A,#N/A,#N/A,1315.03,1426,#N/A,#N/A,#N/A,#N/A,#N/A
