품목비교 Historical Data,,,,,,,,
조회기간 :,2008-09-02 ~ 2018-07-27,,,,,,,
표시기준 :,Value(Price)로 표시,,,,,,,
순서 :,최근부터(DESC),,,,,,,
병합기준 :,Union,,,,,,,
[일간 기준],,,,,,,,
Date,철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton,Bloomberg(DJ-UBS) Commodity Index1991=100,Bloomberg Commodity Total Return1991=100,Rogers International Commodities Index Metals1998.07.31=1000,전기동 [LME] 현물USD/ton,니켈 [LME] 현물USD/ton,알루미늄 [LME] 현물USD/ton,납 [LME] 현물USD/ton
20121107,121.95,140.99,283.66,2474.12,7654.5,16000,1901,2203
20121106,121.49,142.47,286.63,2486.82,7661,15975,1887,2170
20121105,121.66,140.23,282.13,2451.48,7604,15850,1884,2096.5
20121102,121.43,140.37,282.4,2451.97,7765.5,16150,1937,2148
20121101,121.56,143.08,287.87,2497.34,7811,16310,1908.5,2123
20121031,120.61,142.74,287.18,2473.12,7819,16235,1882.5,2095.5
20121030,120.8,142.22,286.13,2456.48,7760,16000,1884.5,2064.5
20121029,120.67,143.1,286.71,2438.41,7720,15870,1873.5,2010
20121026,120.76,143,287.69,2461.05,7765,16100,1899.5,2002
20121025,120.48,143.52,288.74,2472.72,7852,16405,1909.5,2029.5
20121024,119.84,143.79,289.28,2469.71,7860.5,16300,1907,2020
20121023,119.75,144.17,290.04,2478.55,7861,16185,1913.5,2024
20121022,118.71,145.13,291.97,2511.14,7983.5,16730,1932.5,2093.5
20121019,117.79,146.37,294.47,2533.47,8121,17005,1976.5,2134.5
20121018,117.04,147.64,297.03,2587.02,8210,17135,1971.5,2167
20121017,116.28,146.78,295.3,2586.61,8112.5,16805,1932.5,2112
20121016,114.7,145.65,293.01,2555.35,8141.5,17030,1931,2128
20121015,114.88,145.38,292.48,2549.36,8130,17205,1950,2139
20121012,115.38,146.92,295.56,2581.58,8179,17235,1975.5,2169
20121011,117.67,148.77,299.29,2622.29,8212,17645,1992.5,2208
20121010,119.09,147.1,295.92,2613.69,8124.5,17735,1992,2215
20121009,119.32,147.81,297.36,2636.95,8183,17930,2040.5,2251
20121008,115.42,147.01,295.75,2656.17,8133,17930,2046.5,2243
20121005,106.46,147.79,297.31,2689.15,8299,18575,2087.5,2265
20121004,106.46,148.82,299.39,2702.73,8325,18650,2088,2308.5
20121003,106.46,147.27,296.27,2687.9,8276,18620,2070,2293.5
20121002,106.46,148.98,299.7,2690.62,8340,18840,2104,2315
20121001,106.46,149.29,300.32,2696.49,8191.5,18480,2068.5,2238.5
20120928,106.46,148.51,298.75,2676.33,8267.5,18520,2094,2300
20120927,106.59,146.92,295.56,2665.47,8175,18155,2068,2265.5
20120926,106.59,145.55,292.79,2633.59,8130.5,17930,2049,2273
20120925,106.32,146.89,295.5,2676.06,8235.5,18275,2069,2285
20120924,106.2,146.33,294.36,2644.99,8155.5,17810,2059,2241.5
20120921,108.26,147.65,297.03,2677.86,8282,18005,2093.5,2276.5
20120920,110.96,146.3,294.31,2665.07,8202,17600,2096,2229
20120919,112.7,147.04,295.78,2684.45,8323,17780,2124,2271.5
20120918,110.17,147.42,296.56,2687.82,8224,17800,2153,2235
20120917,105.75,148.7,299.13,2960.26,8293,17955,2162,2243
20120914,104.54,152.01,305.79,2714.15,8400.5,17525,2177,2243.5
20120913,97.89,150.51,302.76,2629.72,8055.5,16680,2082,2112.5
20120912,100.79,149.49,300.72,2599.16,8100.5,16825,2074.5,2120.5
20120911,101.64,148.67,299.07,2594.66,8080,16625,2058,2101.5
20120910,96.12,147.84,297.38,2586.16,8032,16525,2032,2117.5
20120907,91.38,147.26,296.23,2557.64,7844,16155,1988,2061.5
20120906,88.08,145.99,293.68,2495.87,7670.5,16105,1963,2036
20120905,88.43,145.65,292.99,2486.25,7606.5,15835,1928,1991.5
20120904,89.18,146.57,294.83,2466.33,7640.5,16100,1927.5,1999
20120903,90.01,146.03,#N/A,#N/A,7649.5,16105,1880,1982
20120831,89.7,146.03,293.74,2431.73,7576.5,15875,1849,1963.5
20120830,89.24,145.04,291.75,2401.25,7611,16280,1868,1963
20120829,90.09,145.23,292.13,2423.54,7524.5,16235,1873,1959
20120828,96.79,144.41,290.48,2441.44,7606,16210,1883,1954.5
20120827,99.53,144.69,291.05,2455.95,#N/A,#N/A,#N/A,#N/A
20120824,100.1,145.36,292.38,2451.94,7600.5,16430,1871.5,1942
20120823,102,145.98,293.63,2440,7667.5,16135,1861.5,1921.5
20120822,104.1,146.12,293.91,2395.93,7571.5,15755,1829,1905
20120821,108.8,145.83,293.33,2381.81,7510,15610,1821,1913
20120820,111.57,144.09,289.82,2345.34,7433,15350,1799,1871
20120817,111.66,143.11,287.87,2345.18,7496,15435,1810.5,1871
20120816,112.94,142.72,287.07,2320.65,7386,15190,1793.5,1816.5
20120815,113.24,142.27,286.18,2301.09,7386,15230,1803.5,1835
20120814,114.75,141.84,285.3,2315.55,7407,15555,1813,1862.5
20120813,114.12,141.65,284.92,2311.77,7426.5,15320,1824,1866
20120810,114.07,143.2,288.04,2336.96,7430.5,15225,1835,1889
20120809,117.38,144.74,291.13,2353.49,7495.5,15450,1866,1893
20120808,118.92,143.99,289.63,2360.34,7525.5,15480,1873,1896.5
20120807,118.72,143.66,288.95,2361.09,7567,15660,1863.5,1899
20120806,118.97,143.02,287.66,2338.77,7400,15455,1829,1868.5
20120803,119.46,142.92,287.47,2329.92,7327,15400,1806.5,1862
20120802,119.19,140.74,283.07,2289.87,7386.5,15480,1821,1868.5
20120801,119.13,143.38,288.39,2320.73,7500,15710,1844,1886.5
20120731,118.36,144.17,289.97,2353.32,7581,16000,1862.5,1946.5
20120730,117.55,145.62,292.89,2367.12,7520,16020,1851.5,1909
20120727,117.43,143.48,288.58,2355.45,7555,15860,1860,1907.5
20120726,118.64,142.42,286.45,2332.16,7510.5,15930,1865.5,1870
20120725,119.84,142.93,287.48,2319.05,7441,15715,1847,1849
20120724,122.24,142.11,285.84,2303.85,7396,15605,1840,1840.5
20120723,123.71,143.68,288.98,2316.53,7387,15650,1835.5,1850.5
20120720,125.79,146.19,294.04,2349.68,7625,15830,1894.5,1899
20120719,127.42,145.84,293.33,2384.37,7765,16180,1909,1920.5
20120718,129.08,143.35,288.32,2356.58,7596,15985,1868.5,1872.5
20120717,130.89,141.45,284.49,2359.01,7671,16125,1888.5,1889
20120716,133.95,141.71,285.03,2370.5,7636,15960,1862,1851
20120713,134.56,140.34,282.27,2368.04,7689.5,16155,1861.5,1874.5
20120712,134.98,138.8,279.16,2331.15,7510,15840,1835.5,1830
20120711,135.08,138.38,278.31,2345.72,7525.5,16165,1872.5,1861.5
20120710,137.01,137.5,276.55,2341.64,7556,16180,1890,1863
20120709,137.19,139.64,280.85,2363.93,7520.5,16245,1876.5,1839.5
20120706,136.27,136.89,275.31,2342.91,7600,16460,1888,1858
20120705,136.12,140.09,281.76,2391.09,7761.5,16915,1914.5,1901.5
20120704,135.99,139.31,#N/A,#N/A,7695.5,17000,1930,1895.5
20120703,135.93,135.67,280.19,2436.72,7777,17105,1911,1900.5
20120702,134.4,135.67,272.87,2373.65,7647.5,16575,1867,1851.5
20120629,135.49,135.42,272.36,2377.42,7604.5,16475,1834.5,1796
20120628,136.04,130.5,262.46,2286.15,7421,16375,1832.5,1769
20120627,136.73,131.98,265.44,2304.75,7354,16180,1810.5,1744
20120626,137.62,131.24,263.94,2302.4,7347,16255,1810.5,1768
20120625,137.77,130.56,262.59,2321.23,7342.5,16330,1817,1792.5
20120622,138.18,128.27,257.98,2311.13,7320,16270,1823.5,1791.5
20120621,138.18,127.83,257.09,2320.7,7426,16780,1842,1842
20120620,138.05,130.41,262.27,2387.86,7555.5,17040,1879.5,1899
20120619,136.8,131.45,264.36,2409.1,7505.5,16675,1878.5,1885.5
20120618,136.08,130.13,261.7,2400.56,7475.5,16625,1882,1893.5
20120615,135.25,128.79,259.01,2411.99,7521,16610,1914.5,1914.5
20120614,136.17,128.83,259.09,2403.4,7376.5,16775,1924.5,1885
20120613,135.26,127.35,256.1,2402.09,7397.5,17085,1924,1883
20120612,134.49,128.19,257.81,2402.44,7384,17085,1926,1893.5
20120611,134.63,128.34,258.09,2400.96,7396,16815,1943.5,1895
20120608,134.3,128.8,259.03,2384.67,7251.5,16335,1938.5,1884
20120607,133.88,129.24,259.92,2407.16,7480.5,16450,1947,1916
20120606,131.57,129.44,260.3,2411.57,7459.5,16060,1945,1907.5
20120605,133.66,127.67,256.75,2389.76,#N/A,#N/A,#N/A,#N/A
20120604,134.72,127.55,256.51,2383.55,#N/A,#N/A,#N/A,#N/A
20120601,135.47,126.81,255.03,2390.34,7364,16025,1937,1880.5
20120531,134.94,128.38,258.18,2380.03,7517,16375,1973.5,1922.5
20120530,134.82,129.42,260.28,2389.98,7545,16390,1957.5,1912.5
20120529,133.55,131.13,263.71,2412.93,7685.5,16885,1979.5,1932
20120528,132.24,132.61,#N/A,#N/A,7740,16980,1980.5,1933.5
20120525,132.27,132.61,266.69,2420.24,7695.5,16980,1979.5,1945
20120524,131.57,132.39,266.24,2413.47,7660.5,16915,1969,1934
20120523,131.32,132.36,266.17,2389.97,7630.5,16880,1975,1922
20120522,132.06,134.45,270.37,2436.73,7775,17030,1996.5,1928.5
20120521,131.41,135.72,272.93,2440.23,7800.5,16775,2004,1942
20120518,132.64,136,273.49,2445.41,7795.5,17105,2016.5,1950
20120517,134.33,135.05,271.58,2428.08,7708,16910,1987,1930
20120516,134.87,134.32,270.11,2411.18,7710,16950,1994.5,1973
20120515,135.82,133.88,269.23,2438.61,7854,16985,1979.5,2016.5
20120514,136.79,133.12,267.7,2447.31,7980,16980,1982,2026.5
20120511,137.88,134.75,270.98,2489.43,8080,17025,1992,2053
20120510,140.72,136.01,273.51,2508.67,8195.5,17135,2003.5,2063
20120509,142.8,135.91,273.3,2502.3,8089,17030,1987,2036
20120508,143.88,136.27,274.04,2524.52,8234,17405,2026,2077.5
20120507,144.42,137.31,276.12,2555.25,#N/A,#N/A,#N/A,#N/A
20120504,145.37,137.14,275.77,2560.1,8296,17370,2048,2080
20120503,146.05,138.38,278.27,2560.19,8318,17380,2047.5,2104.5
20120502,146.33,139.21,279.93,2593.44,8401,17430,2064.5,2143.5
20120501,146.92,141.53,284.6,2626.67,8528,17525,2067,2150.5
20120430,146.92,141.29,284.12,2625.17,8529.5,17835,2058,2156
20120427,146.92,140.63,282.8,2624,8443.5,18255,2068.5,2127
20120426,146.04,139.56,280.64,2606.16,8356,17965,2040.5,2113
20120425,146.15,138.8,279.11,2565.85,8285.5,17485,2040,2083
20120424,146.87,138.14,277.78,2563.49,8194,17600,2030,2080
20120423,147.86,137.91,277.32,2546.21,8125,17595,2011.5,2087
20120420,147.99,138.2,277.9,2591.11,8120.5,17750,2034.5,2100
20120419,148.59,137.52,276.54,2568.23,8045.5,17605,2016.5,2039.5
20120418,148.44,137.17,275.82,2554.23,8085,17720,2028.5,2042
20120417,148.46,138.46,278.42,2571.81,8100.5,17755,2040.5,2066
20120416,148.55,138.24,277.98,2558.74,8054,17945,2027,2033.5
20120413,148.72,139.46,280.43,2571.27,8165.5,18400,2046,2073
20120412,149.25,141.35,284.23,2625.68,8185,18200,2070,2081
20120411,149.08,139.63,280.76,2581.03,8115,17925,2036,2019
20120410,148.45,139.38,280.27,2571.95,8256,18010,2050.5,2038
20120409,148.16,141.16,283.85,2611.87,#N/A,#N/A,#N/A,#N/A
20120406,147.71,141.66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120405,147.64,141.66,284.85,2608.96,8365.5,17865,2054,1994
20120404,147.37,140.85,283.23,2578.77,8451.5,18035,2059.5,2014
20120403,147.37,143.6,288.75,2660.79,8575.5,18325,2091,2045
20120402,147.37,143.77,289.08,2660.12,8480,17780,2081.5,2007
20120330,147.5,141.9,285.33,2631.02,8480,17430,2098.5,2020.5
20120329,147.55,139.94,281.39,2606.63,8360,17405,2107.5,1989
20120328,147.05,142.23,285.98,2615.8,8480.5,17720,2138,1987
20120327,146.98,144,289.55,2655.82,8512,18030,2133,1998
20120326,145.17,144.47,290.49,2655.4,8485,18190,2137,1982
20120323,144.96,144.06,289.66,2627.65,8400.5,18305,2131,1995
20120322,144.82,142.94,287.41,2604.01,8320,18470,2139.5,2000
20120321,143.91,144.36,290.26,2656.91,8470.5,18880,2192.5,2026
20120320,144.13,144.33,290.2,2664.59,8437,18770,2200.5,2042.5
20120319,144.93,146.48,294.52,2715.51,8575,18755,2219,2095
20120316,145.56,146.23,294.01,2699.25,8620.5,19200,2222.5,2107
20120315,145.82,145.58,292.71,2712.58,8490.5,19195,2195.5,2095.5
20120314,145.66,144.63,290.81,2689.05,8468,19350,2196.5,2108
20120313,145.22,145.98,293.52,2740.39,8530,19250,2187.5,2122
20120312,143.26,144.88,291.3,2716,8401.5,19000,2166.5,2085.5
20120309,142.78,145.4,292.34,2724.18,8390.5,18750,2170,2090.5
20120308,142.84,144.22,289.97,2687.43,8390,19000,2175,2087
20120307,143.6,143.7,288.93,2665.1,8261,18775,2173,2040
20120306,143.67,143.96,289.44,2656,8335.5,18700,2202.5,2068.5
20120305,143.64,146.39,294.33,2729.55,8502,19300,2253.5,2122.5
20120302,143.56,147.69,296.95,2771.5,8575,19390,2295.5,2135
20120301,142.72,148.56,298.69,2789.43,8570,19745,2289,2155.5
20120229,142.69,148.04,297.64,2762.45,8585,19910,2301.5,2232.5
20120228,142.54,148.72,299.01,2829.18,8658,20210,2308,2238
20120227,141.15,149.05,299.67,2805.54,8436,19835,2267,2156
20120224,139.65,149.35,300.28,2798.62,8441,19905,2253,2153.5
20120223,138.15,148.59,298.74,2774.11,8408,20000,2229,2114
20120222,137.46,148.29,298.15,2764.67,8391,20100,2212,2070
20120221,136.69,147.72,297,2745.07,8325,19990,2175.5,2057
20120220,136.32,#N/A,#N/A,2568.03,8234,19600,2130.5,2028
20120217,135.63,145.76,293.05,2655.85,8370,19735,2127.5,2029
20120216,137.2,145.21,291.95,2668.86,8209.5,19755,2117,1985
20120215,139.64,144.703,290.93,2697.45,8395.5,20350,2174,2048.5
20120214,140.25,144.919,291.36,2703.14,8405,20205,2163.5,2076
20120213,142.82,145.283,292.09,2726.8,8512,20980,2207.5,2127.5
20120210,143.35,144.887,291.29,2743.97,8591,21050,2218.5,2169
20120209,143.68,146.546,294.63,2806.47,8520.5,21350,2232.5,2141.5
20120208,144.47,145.888,293.31,2773.17,8586,21830,2236.5,2190.5
20120207,144.48,146.043,293.62,2776.48,8335.5,21300,2173,2126
20120206,144.22,145.845,293.22,2752.08,8463,21105,2175.5,2165.5
20120203,143.06,145.544,292.61,2772,8320,20780,2159,2147
20120202,142.82,144.454,290.42,2735.68,8339,20905,2201,2184
20120201,142.41,144.321,290.15,2764.82,8351.5,20870,2219.5,2210
20120131,141.96,144.156,289.82,2734.27,8485.5,21150,2257.5,2251
20120130,139.36,145.054,291.63,2765.13,8399,21370,2210.5,2238
20120127,138.93,146.623,294.78,2784.16,8610,21670,2241.5,2288
20120126,138.93,146.254,294.04,2796.25,8560,21350,2232,2277
20120125,138.93,145.601,292.72,2739.03,8271,20510,2186,2196
20120124,139.56,143.986,289.48,2698.68,8267,20295,2190.5,2216
20120123,139.56,143.529,288.56,2695.26,8333,20620,2193.5,2178
20120120,139.56,141.242,283.96,2654.89,8230.5,20155,2184,2130.5
20120119,139.71,141.585,284.65,2653.72,8350.5,19680,2181,2131.5
20120118,139.96,141.15,283.77,2627.9,8156,19460,2175,2092
20120117,140.58,141.481,284.44,2622.42,8185,19480,2171.5,2046
20120116,140.96,#N/A,#N/A,#N/A,8021,19270,2121,1989
20120113,141.43,140.505,282.48,2555.34,7965.5,19630,2110,2004
20120112,142.22,141.607,284.69,2574.36,7946,19575,2157.5,2000
20120111,141.56,143.171,287.84,2543.51,7689.5,19360,2134.5,1968.5
20120110,141.42,144.214,289.93,2531.79,7641,19425,2138,1999
20120109,140.71,143.084,287.66,2469.66,7503,18855,2061.5,1942.5
20120106,140.41,142.55,286.59,2458.32,7515,18680,2020,1975.5
20120105,139.72,142.335,286.15,2459.71,7471,18590,2003.5,2015.5
20120104,138.16,144.494,290.49,2475.09,7652,18705,2052,2043
20120103,138.57,144.159,289.82,2504.73,7661,18430,2006,1994.5
20120102,138.57,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111230,138.57,140.68,282.83,2437.59,7554,18280,1970.5,1980
20111229,138.09,139.978,281.41,2390.96,7372,17955,1976,1945
20111228,136.77,140.695,282.85,2394.81,7502,18365,1970.5,1950.5
20111227,136.04,142.13,285.74,2457.27,#N/A,#N/A,#N/A,#N/A
20111226,136.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111223,135.58,141.198,283.87,2461.49,7590,18630,1991.5,1986
20111222,135.51,141.086,283.64,2452.96,7492.5,18855,1965.5,1955.5
20111221,134.8,140.379,282.22,2440.49,7415.5,18570,1945,1933.5
20111220,133.09,139.57,280.59,2442.83,7275,18555,1971,1933
20111219,132.19,137.263,275.96,2400.36,7286.5,18350,1955.5,1937.5
20111216,133.03,137.006,275.44,2432.2,7340,18075,2003.5,1980
20111215,133.92,136.264,273.95,2401.98,7264,17850,1982.5,1980
20111214,136.49,136.531,274.48,2399.73,7350,17830,1976,2017
20111213,137.54,141.643,284.76,2510.34,7586,18390,2021,2077
20111212,139.63,140.768,283,2520.3,7611.5,18265,2026.5,2088
20111209,139.44,142.984,287.46,2590.39,7800.5,18325,2065.5,2092.5
20111208,139.75,143.479,288.45,2564.61,7800.5,18150,2059.5,2119
20111207,139.91,144.609,290.72,2601.73,7809,18135,2102,2100
20111206,139.7,145.843,293.2,2610.17,7766,18125,2103.5,2063.5
20111205,139.68,145.505,292.52,2616.94,7845,17890,2105.5,2077
20111202,138.48,146.288,294.1,2616.47,7890,17300,2140,2102.5
20111201,133.78,145.896,293.31,2604.56,7801,17175,2103.5,2062
20111130,132.61,146.16,293.84,2618.7,7405.5,16935,1977,1985.5
20111129,132.76,144.406,290.31,2519.74,7448,16980,1991,1999
20111128,135.86,143.023,287.53,2529.58,7381,17275,2006.5,2004
20111125,137.94,141.736,284.94,2478.8,7196.5,17095,1988,1975
20111124,139.38,#N/A,#N/A,#N/A,7271.5,17205,2002.5,1982.5
20111123,142.61,142.428,286.33,2497.42,7176,17150,1992.5,1957
20111122,145.18,144.338,290.18,2536.52,7398,17750,2059,1976
20111121,145.8,143.083,287.65,2503.34,7301,17650,2075,2001
20111118,145.97,144.898,291.3,2572.79,7582.5,17930,2085.5,1996
20111117,148.12,145.465,292.44,2554.09,7501.5,17870,2085,1975
20111116,145.67,148.678,299.92,2627.52,7592,17775,2097.5,1982
20111115,141.04,148.939,299.42,2607.52,7632,17615,2117.5,1983
20111114,137.61,147.887,297.31,2632.52,7731.5,18075,2144,1990.5
20111111,135.94,148.93,299.4,2625.88,7451,18150,2115.5,1949
20111110,132.98,148.149,297.84,2582.56,7456,18150,2112,1921.5
20111109,130.95,148.678,298.9,2614.55,7672,18185,2109,1966.5
20111108,129.01,150.709,302.98,2659.17,7820.5,18565,2093,1995.5
20111107,126.97,149.677,300.91,2642.87,7775.5,18610,2118,1976
20111104,126.3,149.483,300.52,2639.33,7930,18485,2130.5,2022
20111103,120.78,149.517,300.58,2649.08,7845,18700,2123.5,1993
20111102,120.14,147.561,296.65,2618.09,7912,18655,2103.5,1978
20111101,119.63,147.232,295.99,2580.27,7660,18600,2092,1997
20111031,118.53,149.478,300.51,2672.08,7900.5,19225,2187,1981
20111028,118.03,150.875,303.31,2709.93,7981.5,19700,2221.5,1986
20111027,122.74,150.856,303.28,2698.31,8040,19755,2234,1951
20111026,127.76,147.234,295.99,2597.34,7720.5,19635,2195.5,1937.5
20111025,133.51,148.719,298.98,2590.41,7590.5,19825,2195,1961.5
20111024,140.19,147.806,297.14,2584.17,7380.5,19035,2158.5,1940.5
20111021,143.83,144.947,291.4,2469,7062,18675,2110,1841
20111020,145.34,143.446,288.38,2401.11,6916.5,18160,2121.5,1791.5
20111019,147.99,144.932,291.36,2505.98,7305.5,18935,2171.5,1890
20111018,151.9,146.885,295.29,2546.5,7271,18580,2157.5,1906
20111017,155.86,147.156,295.83,2567.69,7566,18755,2210,1990.5
20111014,157.67,148.209,297.95,2587.12,7500.5,18900,2171,2008
20111013,160.7,145.565,292.64,2553.37,7328,18475,2178,1996
20111012,163.65,146.067,293.65,2608.98,7419,18925,2202.5,2009.5
20111011,165.26,145.905,293.32,2553.83,7215.5,18845,2185,1956.5
20111010,167.39,144.318,290.13,2591.23,7314,18835,2186,1976
20111007,169.48,141.812,285.09,2540.07,7250,18710,2176.5,1946
20111006,169.48,142.791,287.06,2532.46,7095.5,18730,2170,1944.5
20111005,169.01,140.401,282.25,2434.84,6860.5,18425,2132,1947
20111004,169.01,138.353,278.14,2447.07,6785,18385,2133,1961
20111003,169.01,140.298,282.05,2503.28,6795,18105,2120.5,1999.5
20110930,169.01,140.202,281.85,2472.72,7131.5,18305,2207,2060.5
20110929,170.18,143.956,289.4,2532.05,6975.5,18475,2186,2006
20110928,170.48,143.233,287.95,2528.38,7416,18610,2205.5,2035
20110927,170.51,147.077,295.67,2592.54,7528,18670,2194,2015
20110926,172.66,143.263,288.01,2489.92,7226,18400,2195.5,1994
20110923,173.05,143.086,287.65,2532.01,7290,17925,2170,2050
20110922,175.5,147.209,295.94,2671.21,7790.5,19505,2225,2167
20110921,176.43,153.996,309.58,2829.53,8221,20705,2266.5,2260
20110920,176.6,155.254,312.11,2852.76,8397.5,21100,2304,2330
20110919,176.94,154.711,311.02,2843.27,8415,21090,2310,2321
20110916,177.04,157.48,316.59,2921.17,8781.5,21705,2346,2426
20110915,177.84,158.279,318.19,2909.77,8709.5,21650,2339,2406
20110914,178.11,159.68,321.01,2911.56,8719.5,21160,2329.5,2383
20110913,178.14,160.193,322.04,2938.83,8757.5,21290,2354.5,2425.5
20110912,178.63,159.733,321.12,2909.92,8645.5,20855,2319,2430
20110909,178.63,160.601,322.86,2959.75,8904.5,21480,2343,2455
20110908,181.09,162.747,327.17,3024.9,9041,21540,2366,2423.5
20110907,181.19,162.27,326.22,2987.41,8970.5,21160,2355.5,2432
20110906,181.04,161.223,324.11,2970.25,8919.5,20625,2346,2424
20110905,180.95,#N/A,#N/A,#N/A,8935,21030,2363.5,2444
20110902,180.34,162.515,326.71,3024.76,9050.5,21570,2400,2527
20110901,179.98,162.911,327.5,3025.05,9101,21775,2401.5,2559
20110831,179.49,164.433,330.56,3052.8,9197,22050,2402.5,2555
20110830,179.28,163.434,328.55,3024.49,9128,21810,2361,2497
20110829,179.3,161.412,324.49,2971.18,#N/A,#N/A,#N/A,#N/A
20110826,179.64,161.142,323.94,2976.08,9090.5,21255,2329,2471
20110825,178.94,159.283,320.21,2941.1,8907.5,21050,2334,2399.5
20110824,178.31,158.374,318.38,2905.48,8832,20820,2322,2344
20110823,177.77,160.689,323.03,2965.7,8858.5,20965,2322,2324.5
20110822,177.33,159.881,321.41,2956.1,8811.5,21075,2325,2300
20110819,177.44,159.003,319.64,2955.45,8781.5,21575,2309,2316
20110818,177.29,157.089,315.8,2922.15,8803,21550,2371.5,2340
20110817,177.05,159.703,321.05,2958.49,8870,21605,2348,2396
20110816,176.78,158.382,318.39,2929.41,8760,21600,2338.5,2355
20110815,176.29,158.394,318.42,2923.27,8824,21380,2345.5,2355
20110812,176.23,157.031,315.68,2919.6,8851,21780,2379,2387
20110811,176.3,157.29,316.2,2918.63,8802,21225,2367.5,2300.5
20110810,176.79,154.778,311.15,2877.89,8853.5,22055,2409,2338.5
20110809,177.59,152.833,307.24,2864.26,8851,21605,2390.5,2278
20110808,177.77,153.059,307.69,2852.71,9039,22300,2405,2345
20110805,177.45,156.15,313.9,2895.03,9190,23090,2430,2419
20110804,178.57,157.292,316.2,2986,9452,23580,2473,2493
20110803,177.69,161.801,325.26,3051.77,9549.5,23880,2530,2522.5
20110802,176.71,163.449,328.57,3081.37,9630,24515,2541,2539.5
20110801,175.75,162.485,326.63,3074.44,9827,25080,2605.5,2627.5
20110729,175.69,162.815,327.29,3113.1,9731,24500,2582,2613.5
20110728,175.45,164.053,329.78,3117.32,9744,24370,2601,2680
20110727,175.26,165.029,331.74,3130.74,9736,24055,2622.5,2694
20110726,175.03,165.825,333.34,3138.03,9778,24175,2613,2705.5
20110725,174.89,164.596,330.87,3097.14,9620,23780,2573,2670
20110722,174.26,165.277,332.24,3094.33,9698,24060,2548,2707.5
20110721,173.46,163.558,328.78,3064.25,9607,23720,2474,2667
20110720,173.28,164.529,330.74,3073.59,9765.5,23905,2515,2720
20110719,173.82,165.023,331.73,3099.45,9755,23955,2482,2741.5
20110718,173.95,164.044,329.76,3064.22,9690,23770,2444.5,2730
20110715,174.06,164.545,330.77,3037.52,9606,24060,2450,2650
20110714,173.07,163.367,328.4,3031.2,9655,23840,2477,2687
20110713,172.32,164.664,331,3031.09,9658.5,23710,2450.5,2745
20110712,171.82,161.97,325.59,2993.35,9500.5,23080,2444,2660
20110711,171.71,160.001,321.63,2965.45,9556,23410,2452,2650.5
20110708,171.47,160.831,323.3,3005.09,9713,24060,2545.5,2706
20110707,169.76,161.092,323.82,3032.07,9537,23375,2529,2694
20110706,169.72,158.727,319.07,2990.2,9432,23210,2517,2661
20110705,169.43,159.433,320.49,2989.68,9405.5,23105,2485.5,2660.5
20110704,168.83,#N/A,#N/A,#N/A,9411,23100,2460.5,2655
20110701,167.36,156.867,315.33,2928.12,9405,23115,2486,2636.5
20110630,166.97,158.135,317.88,2955.19,9301,23125,2509,2622.5
20110629,167,159.026,319.67,2935.69,9176,22885,2491.5,2585.5
20110628,167.02,157.213,316.02,2885.54,8995.5,22490,2480,2553
20110627,167.57,154.662,310.9,2863.14,9000.5,21950,2466.5,2545.5
20110624,169.62,155.509,312.6,2876.91,9045,21930,2465.5,2555
20110623,169.62,155.967,313.52,2882.82,8978.5,21925,2477,2517.5
20110622,169.69,159.574,320.77,2926.5,9007,21875,2508,2455.5
20110621,171.17,160.109,321.84,2906.79,9060,21955,2520,2442
20110620,171.75,158.917,319.45,2882.04,8935,21410,2491,2380
20110617,173.14,159,319.61,2893.72,9101.5,21910,2519,2461
20110616,172.92,159.892,321.41,2897.78,9011.5,21715,2515.5,2472
20110615,173.75,161.321,324.28,2924.39,9147,22275,2578.5,2542
20110614,173.99,164.254,330.17,2952.2,9010,22225,2575.5,2550.5
20110613,173.87,163.684,329.03,2909.35,8895,22250,2560,2512.5
20110610,172.71,165.6,332.88,2946.83,9000.5,22885,2605,2577.5
20110609,171.99,166.744,335.18,2991.43,8950.5,22505,2625.5,2571
20110608,171.24,166.231,334.14,2976.56,8970.5,22455,2645.5,2520.5
20110607,171.18,165.26,332.19,2986.46,9092,22585,2664.5,2510
20110606,170.3,164.694,331.05,2974.28,9098,22610,2627,2471
20110603,170.3,165.885,333.45,2954.11,9016,22540,2609.5,2426
20110602,170.42,165.676,333.02,2926.14,9037.5,22955,2632,2485
20110601,170.62,164.985,331.64,2988.43,9171,23335,2653,2513
20110531,170.72,166.542,334.76,3008.36,9224.5,23155,2649,2533
20110530,170.84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20110527,170.97,165.346,332.36,2982.86,9151,23125,2598,2545
20110526,171.65,163.488,328.62,2939.87,8990.5,23075,2540,2503
20110525,172.49,163.814,329.28,2949.35,9019,23425,2540,2532
20110524,174.2,161.493,324.61,2898.82,8881.5,22845,2500,2491
20110523,174.55,160.756,323.13,2858.49,8831,22610,2468.5,2421
20110520,175.25,162.352,326.34,2904.5,8982.5,23475,2495,2485
20110519,175.57,160.856,323.33,2886.16,9006.5,24210,2517,2455.5
