품목비교 Historical Data,,,,,,,,
조회기간 :,2008-09-02 ~ 2018-07-27,,,,,,,
표시기준 :,Value(Price)로 표시,,,,,,,
순서 :,최근부터(DESC),,,,,,,
병합기준 :,Union,,,,,,,
[일간 기준],,,,,,,,
Date,철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton,Bloomberg(DJ-UBS) Commodity Index1991=100,Bloomberg Commodity Total Return1991=100,Rogers International Commodities Index Metals1998.07.31=1000,전기동 [LME] 현물USD/ton,니켈 [LME] 현물USD/ton,알루미늄 [LME] 현물USD/ton,납 [LME] 현물USD/ton
20180727,67.49,84.8391,174.93,2020.2,6251.5,13720,2055,2137.5
20180726,66.3,84.953,175.15,2020.76,6255,13575,2054,2141
20180725,66.03,84.9295,175.1,2022.53,6252,13535,2056.5,2132.5
20180724,65.57,84.074,173.32,2022.88,6167,13435,2082,2132.5
20180723,65.75,83.6367,172.41,2001.64,6153,13440,2130,2140
20180720,65.14,83.683,172.48,2002.7,6073,13425,2075,2100
20180719,65.25,83.0658,171.2,1978.95,5982,13220,2062,2092.5
20180718,65.24,83.1195,171.3,2003.79,6068,13315,2040,2118
20180717,64.07,82.8235,170.68,1999.27,6141.5,13460,2110,2164
20180716,64.56,82.8425,170.71,2013.5,6143,13680,2130,2183
20180713,64.04,83.8306,172.72,2024.48,6166,13870,2102,2162
20180712,64.06,84.0096,173.08,2035.74,6173,14055,2104.5,2140
20180711,63.34,83.44,171.9,2022.94,6182,13630,2120.5,2244
20180710,63.9,85.76,176.67,2063.83,6308,13960,2140.5,2283
20180709,63.92,86.13,177.41,2081.98,6383,13970,2135.5,2321
20180706,63.84,86.21,177.55,2064.68,6326,13760,2098.5,2321
20180705,63.14,85.53,176.14,2069.5,6399.5,14170,2127,2373
20180704,64.2,#N/A,#N/A,#N/A,6459,14100,2120.5,2373
20180703,64.55,85.92,176.94,2084.75,6584.5,14620,2165,2405
20180702,64.54,85.73,176.53,2077.9,6595,14575,2153,2398
20180629,65.02,87.41,179.95,#N/A,6646,14910,2183,2432
20180628,64.44,86.79,178.67,#N/A,6650,14720,2173,2407
20180627,64.6,87.14,179.38,2129.88,6688,14700,2204.5,2430
20180626,66.62,86.53,178.11,2130.24,6712,14570,2152,2408
20180625,65.49,86.17,177.37,#N/A,6783,15060,2172,2414
20180622,65.34,87.32,179.7,2153.28,6811,15255,2166,2389
20180621,64.88,86.42,177.84,2145.31,6801,14980,2167,2385
20180620,65.49,86.78,178.57,#N/A,6819,14850,2179,2397
20180619,66.45,86.58,178.15,2154.05,6820,14545,2179,2402.5
20180618,68.49,87.63,180.3,2182.21,6987,14970,2220.5,2411.5
20180615,#N/A,87.7,180.42,2184.93,7136,15265,2239.5,2431
20180614,68.49,89.22,183.53,2242.83,7197,15245,2277.5,2464
20180613,67.02,89.97,185.06,2246.35,7201.5,15180,2278,2461
20180612,67.23,89.9,184.91,2242.77,7200.5,15295,2309,2458
20180611,66.75,89.65,184.38,2248.62,7223.5,15310,2300,2480
20180608,#N/A,89.98,185.03,2246.3,7262.5,15240,2287.5,2468
20180607,66.84,90.05,185.16,2254.62,7245.5,15750,2331,2545
20180606,66.56,89.77,184.58,2251.4,7147,15640,2317.5,2510.5
20180605,66.34,89.7,184.42,2234.16,6971,15415,2314.5,2504
20180604,65.47,89.43,183.87,2218.1,6935,15280,2324.5,2428
20180601,66.16,90.45,185.94,2208.05,6814,15150,2271,2430
20180531,65.32,90.72,186.47,2204.75,6825,15200,2285.5,2445.5
20180530,65.78,90.72,186.47,2201.92,6810,14870,2265.5,2421
20180529,#N/A,90.28,185.55,2195.22,6841.5,14880,2260,2423
20180528,63.89,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20180525,63.94,90.92,186.83,2194.24,6886,14840,2282,2465
20180524,65.54,91.51,188.04,2207.88,6835,14525,2271,2502
20180523,64.11,91.57,188.15,2189.39,6800,14510,2227,2441
20180522,64.41,91.42,187.83,2203.01,6931.5,14700,2265.5,2448
20180521,65.3,90.97,186.9,2194.8,6861,14615,2278.5,2360
20180518,#N/A,90.41,185.72,2181.53,6783.5,14750,2297,2330.5
20180517,67.49,90.31,185.5,2190.74,6838,14580,2280,2325
20180516,68.03,90.18,185.23,2186.52,6773.5,14410,2319.5,2321
20180515,67.28,90.12,185.1,2183.46,6822.5,14490,2313,2346
20180514,68.93,90.37,185.59,2209.06,6828,14320,2285.5,2380
20180511,67.42,90.04,184.88,2206.73,6869,13910,2273.5,2332
20180510,66.83,90.55,185.93,2209.16,6862,13810,2327,2300
20180509,66.46,90.1,184.99,2199.85,6786,13790,2295,2291
20180508,66.8,89.58,183.92,2193,6722,13940,2384,2301.5
20180507,67.26,89.82,184.41,2200.32,#N/A,#N/A,#N/A,#N/A
20180504,#N/A,89.99,184.72,2200.06,6783,13835,2316,2274
20180503,66.87,89.67,184.06,2172.93,6837,13985,2349,2279
20180502,66.98,89.49,183.68,2178.53,6785,13915,2269,2320
20180501,#N/A,89.37,183.41,2159.83,6777.5,13610,2258,2336
20180430,65.43,89.59,183.87,2180.29,6783,13725,2224,2345
20180427,65.68,89.38,183.41,2181.05,6797,13980,2249,2336
20180426,66.258,89.4,183.44,2202.08,6885.5,13945,2204,2300.5
20180425,66.38,89.25,183.11,2196.99,6960.5,14120,2248,2325
20180424,#N/A,89.08,182.76,2207.88,6987,14250,2222,2348.5
20180423,67.67,89.19,182.99,2212.2,6923,14050,2452,2348
20180420,67.06,89.85,184.3,#N/A,6939,14640,2463,2366
20180419,68.45,89.97,184.54,2281.4,6942,15710,2602.5,2347
20180418,65.88,90.46,185.53,2300.33,6936,15105,2528.5,2378
20180417,64.51,89.02,182.56,2242.51,6784,13950,2375.5,2342
20180416,63.93,89.03,182.59,2239.74,6811.5,14150,2358.5,2341.5
20180413,64.96,89.28,183.06,1910.5,6830,14005,2325,2329
20180412,64.47,89.09,182.68,2206.45,6756,13585,2220.5,2333
20180411,64.79,89.25,182.99,2224.85,6930.5,13740,2253,2388
20180410,65.3,88.8,182.06,2204.95,6888,13700,2171.5,2401
20180409,63.95,88.01,180.44,2183.33,6767,13240,2113,2397
20180406,63.57,86.9381,178.21,2153.26,6703,12890,1967,2383.5
20180405,63.57,87.18,178.69,2146.69,6767,13285,1969,2383.5
20180404,63.57,86.62,177.54,2140.22,6625,13060,1972,2380
20180403,63.76,87.01,178.33,2152.37,6756,13560,2010,2400
20180402,65.8,86.83,177.96,2161.04,#N/A,#N/A,#N/A,#N/A
20180329,#N/A,87.47,179.24,#N/A,6685,13245,1997,2411
20180328,63.12,86.76,177.77,2149.48,6601.5,12925,2009,2403
20180327,65.17,87.26,178.78,2163.09,6641.5,13030,2035,2397
20180326,64.33,87.25,178.76,2167.51,6500,12845,2022,2366.5
20180323,64.58,87.44,179.1187,2160.05,6658,13050,2049,2359.5
20180322,67.18,87.1,178.42,#N/A,6746.5,13355,2059,2378
20180321,67.25,87.41,179.04,2169.67,6675,13330,2056.5,2377
20180320,66.94,86.72,177.62,2149.83,6784,13520,2073,2345.5
20180319,67.45,86.52,177.2,2168.05,6791.5,13430,2070.5,2360
20180316,69.84,87.36,178.9,2168.4,6923,13740,2069,2416
20180315,72.11,87.32,178.79,2176.43,6885.5,13685,2062.5,2395
20180314,71.64,87.67,179.52,2187.55,7015,13925,2096,2453.5
20180313,69.78,87.88,179.92,2194.09,6883,13830,2080,2404
20180312,69.93,87.67,179.48,#N/A,6857,13725,2097,2347
20180309,70.09,87.95,180.05,2194.45,6808,13345,2078.5,2352
20180308,73.23,87.59,179.29,2171.67,6830,13250,2082.5,2372
20180307,75.84,88.04,180.2,2183.27,6873,13370,2112.5,2419.5
20180306,76.07,89.01,182.18,2213.9,6968.5,13580,2136,2436
20180305,77.03,88.7,181.55,2192.38,6850,13335,2135,2432
20180302,78.43,88.15,180.39,2199.84,6883,13450,2144,2454.5
20180301,79.39,88.2,180.49,2192.29,6852,13510,2143,2458
20180228,78.61,88.14,180.36,2211.63,6953,13800,2158.5,2530.5
20180227,79.15,88.59,181.27,2226.82,7028,13885,2172.5,2578.5
20180226,79.36,89.04,182.18,2244.71,7111,13910,2188.5,2598.5
20180223,78.82,88.69,181.44,2235.21,7073.5,13800,2210,2533
20180222,78.2,88.67,181.39,2251.12,7032,13575,2194,2524
20180221,#N/A,88.27,180.57,2252.94,7003,13590,2190,2561
20180220,#N/A,88,180.01,2247.22,7027,13650,2239,2569
20180219,#N/A,#N/A,#N/A,#N/A,7093,13600,2266,2608
20180216,#N/A,88.2,180.39,2279.46,7159,14030,2189.5,2640
20180215,78.43,88.24,180.45,2279.46,7098,14150,2164,2610
20180214,78.41,87.99,179.94,2269.26,6962,13630,2138,2577
20180213,77.36,86.79,177.47,2269.09,6908,13215,2123.5,2522
20180212,76.24,86.33,176.52,2221.97,6786.5,12965,2129.5,2511
20180209,76.46,85.64,175.1,2180.35,6755,12970,2142,2530
20180208,77.32,87.01,177.88,2204.32,6838,13025,2168,2540
20180207,77.2,87.15,178.16,2199.41,7006,13490,2181.5,2593
20180206,75.92,88.17,180.24,2239.8,7060,13370,2196,2592
20180205,75.7,88.51,180.94,2266.46,7050,13540,2202,2646
20180202,74.39,89.12,182.16,2258.24,7066,13795,2228,2683
20180201,72.88,89.87,183.67,2283.2,7027,13545,2218,2670
20180131,72.92,89.8,183.53,2276.01,7100.5,13555,2224.5,2624
20180130,72.97,90.28,184.51,2259.83,7049,13650,2229,2620.5
20180129,74.33,90.63,185.21,2278.56,7062,13890,2251.5,2643
20180126,74.4,90.8,185.54,2288.41,7063.5,13750,2238,2604
20180125,75.04,90.46,184.83,2297.84,7112,13695,2237.5,2621
20180124,74.53,90.46,184.84,2291.49,6943,13000,2216,2612
20180123,76.75,89.16,182.16,2245.51,6905,12750,2213.5,2610
20180122,76.61,88.81,181.44,2254.28,7049,12720,2235,2607
20180119,76.75,88.54,180.87,2250.37,7079,12595,2256,2608
20180118,74.87,88.69,181.18,2246.03,7047,12455,2225,2581
20180117,74.51,88.8,181.38,2240.72,7047,12415,2187,2555
20180116,75.71,88.45,180.67,2243.56,7023,12415,2172,2542.5
20180115,76.59,#N/A,#N/A,#N/A,7180,12835,2227.5,2582
20180112,78.05,88.76,181.26,2244.23,7070.5,12670,2215,2536
20180111,79.08,88.31,180.33,2230.11,7123,12835,2179,2572
20180110,78.31,88.24,180.2025,2229.04,7140.5,12900,2159,2596
20180109,78.47,88.1,179.62,2216.23,7092,12515,2143.5,2608
20180108,77.74,87.69,179.06,2232.72,7084.5,12450,2177.5,2566
20180105,76.8,87.92,179.49,2233.81,7097,12500,2205.5,2590
20180104,76.54,88.57,180.82,2247.4,7202.5,12615,2230,2573
20180103,74.97,88.61,180.89,2235.28,7115.5,12465,2241,2580
20180102,74.71,88.41,180.48,2242.45,7181,12690,2256,2544
20171229,72.61,88.17,179.96,2232.68,7157,12260,2241.5,2495
20171228,72.62,87.75,179.1,2226.3,7216,12095,2246,2511.5
20171227,72.62,87.08,177.71,2208.88,7140,11840,2199.5,2494
20171226,76.08,86.73,177,2183.34,#N/A,#N/A,#N/A,#N/A
20171222,76.36,85.75,174.97,2176.32,7019,12050,2137,2473
20171221,72.82,85.28,174,2157.47,6977,12000,2108.5,2491
20171220,72.84,85.05,173.54,2152.25,6925,11915,2092,2542.5
20171219,73.93,84.58,172.58,2136.22,6845,11690,2061,2559
20171218,74.15,84.47,172.34,2132.24,6844,11530,2047.5,2586.5
20171215,71.5,84.05,171.47,2116.17,6735.5,11170,2036,2511
20171214,69.94,83.84,171.02,2096.88,6723,11140,2017,2473
20171213,70.85,83.47,170.26,2081.38,6685,11085,1997,2515
20171212,71.25,83.43,170.18,2073.88,6614,11070,2004,2518
20171211,68.82,84.22,171.78,2080.4,6547.5,10860,1991.5,2495
20171208,69.35,84.01,171.34,2066.07,6538.5,10990,1992,2428
20171207,65.7,83.8,170.91,2068.57,6530.5,10795,1994,2506
20171206,69.36,84.11,171.52,2081.31,6539,10830,2028.5,2500
20171205,71.77,85.03,173.4,2091.9,6645,11075,2052,2512
20171204,72.68,85.75,174.85,2129.07,6807,11330,2052.5,2552
20171201,70.11,86.48,176.33,2140.76,6734,11050,2046.5,2505
20171130,68.13,85.7,174.74,2121.68,6761,11295,2033,2474
20171129,67.92,86.44,176.23,2129.81,6756.5,11305,2062,2431
20171128,67.76,86.72,176.81,2149.69,6800,11400,2100,2445
20171127,67.27,86.9,177.17,2170.78,6892,11600,2109.5,2452
20171124,67.94,87,177.35,2176.51,6967.5,12015,2104,2480.5
20171123,67.69,#N/A,#N/A,#N/A,6895.5,11625,2090,2437
20171122,65.17,87.04,177.41,2169.89,6872.5,11730,2085,2459.5
20171121,62.5,86.47,176.25,2154.9,6828,11605,2062,2460.5
20171120,63.47,86.19,175.68,2140.57,6752,11510,2067.5,2429.5
20171117,62.61,86.77,176.82,2162.4,6728.5,11470,2077,2409
20171116,61.57,85.66,174.57,2138.2,6764,11570,2106,2424
20171115,61.84,86,175.25,2143.01,6715.5,11580,2082,2420
20171114,63.17,86.16,175.57,2144.87,6822.5,12255,2085,2477
20171113,62.19,87.2,177.69,2168.06,6768,12280,2100,2502
20171110,62.6,87.28,177.83,2152.71,6797,12285,2090,2547
20171109,62.32,87.46,178.19,2159.56,6777,12230,2078,2504
20171108,62.26,87.64,178.56,2169.78,6812,12565,2103.5,2499
20171107,62.66,87.54,178.34,2160.1,6863,12805,2131,2483
20171106,63.36,88.15,179.59,2189.45,6902.5,12830,2152,2490
20171103,59.88,86.88,176.97,2168.48,6914.5,12560,2165,2475
20171102,59.79,86.69,176.59,2179.05,6855,12630,2152,2466
20171101,59.35,86.54,176.27,2187.31,6918,12695,2188,2452
20171031,58.52,86.19,175.55,2154.05,6802,11850,2140,2421
20171030,58.75,86.15,175.46,2153.37,6823,11500,2143,2414
20171027,60.08,85.87,174.87,2147,6831.5,11370,2119,2431
20171026,61.47,85.92,174.97,2169.1,6965,11845,2175,2492
20171025,62.24,85.89,174.91,2175.36,6970.5,11860,2149.5,2485.5
20171024,62.42,86.04,175.21,2170.13,7073.5,11950,2144,2504
20171023,62,85.61,174.33,2165.81,6959,11745,2133.5,2472
20171020,62.46,85.27,173.62,2158.28,7008.5,12050,2159,2502
20171019,60.88,85.39,173.87,2170.09,6920,11680,2128.5,2491
20171018,#N/A,85.31,173.69,2162.33,6971.5,11745,2106.5,2493
20171017,62.72,85.49,174.05,2168.64,7046,11675,2111,2496
20171016,62.94,85.99,175.08,2198.3,7063,11790,2144,2566
20171013,62.53,85.89,174.86,2187.9,6858,11605,2140,2542
20171012,60.09,85.13,173.29,2184.41,6813,11195,2117.5,2568.5
20171011,59.65,84.77,172.56,2167.26,6685,10980,2124,2525
20171010,61.01,84.82,172.65,2174.68,6641,10910,2133,2509
20171009,62.67,84.07,171.12,2154.76,6607,10770,2135,2515
20171006,62.24,83.93,170.81,2141.42,6639,10500,2121.5,2539.5
20171005,61.48,84.58,172.15,2151.5,6511,10560,2124,2548
20171004,62.05,83.96,170.87,2139.37,6453,10640,2139.5,2585
20171003,62.05,83.74,170.42,2133.66,6447,10555,2114.5,2501
20171002,62.05,83.71,170.35,2119.02,6455,10375,2067,2538
20170929,62.05,84.46,171.86,2117.31,6485,10585,2110.5,2519
20170928,62.89,84.64,172.22,2127.18,6405,10175,2102.5,2467
20170927,64.15,84.84,172.62,2118.09,6426,10530,2117,2458
20170926,64.95,84.78,172.51,2125.58,6423,10450,2116,2490
20170925,63.06,85.33,173.61,2141.33,6416,10395,2128,2513
20170922,63.56,84.86,172.64,2130.25,6405,10580,2137,2477.5
20170921,66.09,84.78,172.48,2143.98,6407.5,10860,2154,2472
20170920,69.65,85.59,174.12,2161.79,6520,11375,2164,2443
20170919,68.85,84.84,172.59,2145.28,6492,10950,2107.5,2381
20170918,71.76,85.08,173.08,2136.72,6487,11090,2066.5,2369
20170915,72.13,85.19,173.29,2144.52,6457,11005,2068,2317
20170914,73.99,85.1,173.09,2145.98,6418.5,11265,2065,2266.5
20170913,76.56,84.96,172.81,2153.53,6527,11485,2083,2274
20170912,76.37,84.8,172.47,2175.76,6601.5,11535,2083,2233
20170911,74.49,84.89,172.64,2177.83,6737,11550,2100.5,2260
20170908,74.36,84.76,172.38,2177.11,6780,11845,2072,2272
20170907,75.61,85.66,174.2,2205.68,6842.5,12035,2075,2307.5
20170906,76.82,85.72,174.32,2194.19,6864,11920,2069.5,2320.5
20170905,78.39,85.37,173.59,2197.33,6904,12150,2082,2350
20170904,77.86,#N/A,#N/A,#N/A,6873,12120,2095.5,2364
20170901,#N/A,84.98,172.78,2200.57,6776,12005,2113.5,2369
20170831,78.91,84.66,172.12,2180.89,6792,11620,2113.5,2373
20170830,76.08,83.07,168.9,2163.82,6755,11555,2066.5,2362
20170829,76.36,83.5,169.77,2171.23,6797,11735,2092,2370
20170828,77.15,83.42,169.6,2148.84,#N/A,#N/A,#N/A,#N/A
20170825,78.38,83.29,169.32,#N/A,6714,11610,2096.5,2342
20170824,77.16,83.51,169.76,2146.09,6577,11640,2105,2330
20170823,77.82,83.27,169.27,2139.94,6555,11435,2082.5,2393
20170822,79.65,82.98,168.68,2135.94,6584,11430,2104.5,2346
20170821,79.93,83.04,168.78,2136.11,6514.5,11250,2084.5,2360
20170818,77.94,83.23,169.16,2122.45,6453,10730,2104.5,2389
20170817,75.41,82.68,168.04,2124.04,6460,10710,2095.5,2457
20170816,72.97,82.58,167.84,2132.64,6433,10560,2075,2395
20170815,73.68,82.52,167.7,2088.09,6382,10370,2056,2370
20170814,74.71,83.11,168.9,2093.36,6351,10510,2030,2317
20170811,75.19,83.7,170.07,2099.73,6353.5,10590,2040.5,2322.5
20170810,76.68,83.54,169.75,2105.25,6416.5,10770,2024,2358
20170809,#N/A,84.42,171.52,2092.53,6465,10710,2018,2367.5
20170808,75.46,83.94,170.56,2080.5,6364,10280,1981,2349
20170807,76.17,83.72,170.09,2057.3,6333,10310,1920,2355
20170804,74.12,83.28,169.19,2041.44,6330,10335,1890,2349
20170803,72.93,83.33,169.3,2052.18,6290,10255,1891.5,2342
20170802,72.3,83.93,170.5,2054.76,6300,10205,1904,2315
20170801,73.56,83.53,169.69,2048.54,6300.5,10155,1887,2299
20170731,73.7,84.39,171.43,2048.99,6347,10235,1904,2312
20170728,68.73,84.48,171.59,2040.75,6283,10180,1892,2281
20170727,70.2,84.23,171.08,2040.13,6325,10105,1923,2296.5
20170726,70.43,83.69,169.97,2032,6238,9915,1912,2284
20170725,69.48,83.11,168.8,2030.83,6150,9885,1896.5,2266
20170724,67.86,82.65,167.85,2006.27,6000,9560,1890,2221
20170721,67.14,82.99,168.53,2001.27,6001.5,9560,1901,2212
20170720,68.05,83.69,169.94,1989,5930,9540,1898,2200
20170719,70.24,83.63,169.82,1989.85,5956,9720,1907,2210
20170718,68.84,83.15,168.83,2001.78,5940.5,9595,1887,2245.5
20170717,66.81,82.69,167.9,1994.33,5965.5,9580,1901,2302
20170714,65.74,82.7,167.91,1985.05,5858,9380,1904,2264
20170713,65.91,81.92,166.32,1967.74,5902,9185,1911,2294
20170712,64.05,82.65,167.8,1974.33,5882.5,9210,1877,2310
20170711,65.4,83.02,168.54,1963.54,5795,8980,1879,2292
20170710,64.05,82.36,167.2,1956.13,5780,8885,1914,2267.5
20170707,62.8,81.8,166.06,1954.54,5809,8950,1920,2270
20170706,61.96,82.42,167.29,1975.64,5828.5,9090,1925.5,2266
20170705,63.28,82.32,167.09,1969.04,5818,9065,1913,2245
20170704,63.23,#N/A,#N/A,#N/A,5847,9125,1903.5,2272
20170703,64.29,83.11,168.68,1986.02,5894,9370,1917.5,2284
20170630,64.95,82.6,167.64,1998.8,5907.5,9280,1908.5,2274
20170629,64.71,81.33,165.05,2000.8,5905.5,9275,1897.5,2292
20170628,62.33,80.84,164.06,1993.08,5822,9125,1886,2265
20170627,59.7,80.42,163.19,1985.14,5789,9060,1861.5,2247.5
20170626,#N/A,79.87,162.08,1970.83,5771,9040,1855,2237
20170623,56.75,79.64,161.59,1975.47,5774,9170,1868,2186.5
20170622,56.53,79.36,161.02,1965.89,5736,8910,1872,2181
20170621,56.82,79.63,161.57,1957.23,5650,8890,1865.5,2121
20170620,56.45,80.13,162.58,1943.17,5673.5,8980,1889,2118
20170619,56.3,80.72,163.77,1951.87,5687,8895,1861.5,2113
20170616,55.75,81.27,164.87,1948.12,5655.5,8905,1861,2083.5
20170615,55.23,80.92,164.15,1944.15,5637,8830,1864,2078.5
20170614,54.43,80.89,164.09,1964.96,5684.5,8815,1886.5,2055
20170613,53.36,81.61,165.56,1950.53,5659,8720,1877,2036
20170612,54.87,81.59,165.51,1960.12,5752,8940,1888,2077
20170609,55.43,82.42,167.18,1976.31,5739,8805,1901.5,2097
20170608,55.36,82.18,166.67,1972.25,5647.5,8800,1902.5,2065.5
20170607,55.43,81.96,166.23,1972.65,5575.5,8870,1903.5,2055
20170606,56.03,82.48,167.28,1980.83,5540.5,8800,1893,2080
20170605,55.9,82,166.31,1980.03,5586.5,8820,1917.5,2068
20170602,57.79,82.33,166.95,1987.98,5559.5,8715,1916.5,2072
20170601,55.97,82.46,167.23,1980.18,5636.5,8830,1930,2083.5
20170531,57.02,82.83,167.96,1989.62,5615.5,8810,1919.5,2075
20170530,58.5,83.2,168.72,1985.58,5608,9025,1943.5,2101.5
20170529,58.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170526,57.91,84.01,170.33,1994.54,5671,9005,1950,2090
20170525,60.24,83.71,169.71,1988.15,5665,9075,1954,2059
20170524,60.52,84.47,171.25,1979.71,5662.5,9130,1944,2072
20170523,62,84.7,171.73,1988.76,5660.5,9290,1926,2088
20170522,63.19,85.26,172.85,1988.37,5677,9370,1943,2102
20170519,62.69,84.72,171.73,1975.43,5596,9180,1938,2088
20170518,61.6,83.42,169.11,1954.15,5490,9005,1905,2052
20170517,62.2,83.98,170.23,1969.5,5575,9165,1928,2102
20170516,61.17,83.5,169.25,1952.49,5584,9015,1915,2084
20170515,60.8,83.58,169.41,1950.01,5586,9310,1899.5,2131.5
20170512,61.38,83.48,169.21,1937.94,5520,9325,1880,2165.5
20170511,60.38,83.13,168.48,1936.77,5580.5,9370,1887,2196
20170510,#N/A,82.76,167.74,1927.96,5512,9195,1870,2175
20170509,60.75,82.03,166.26,1924.78,5496,9190,1874,2182
20170508,60.15,82.27,166.73,1933.02,5466,9070,1879,2159.5
20170505,61.73,82.68,167.55,1941.38,5530.5,8935,1907,2190
20170504,65.2,82.21,166.6,1940.74,5543,9010,1909.5,2177
20170503,68.68,83.73,169.68,1959.18,5636.5,9280,1916,2225
