,Ã¶±¤¼® Fines (Daily) [Áß±¹(¼öÀÔ°¡ CFR)] Çö¹°USD/ton,Baltic Dry Index (BDI)1985.01.04,Baltic Capesize Index (BCI)1999.03.01,Baltic Panamax Index (BPI)1998.05.06,Baltic Clean Tanker Index (BCTI)1998.08.03,Baltic Dirty Tanker Index (BDTI)1998.08.03,Baltic Supramax index (BSI)2005.01.01,Baltic Handysize Index (BHSI)2006.05.23,SSY/Pacific Capesize Index1997.1.6=4114,SSY/Atlantic Capesize Index1997.1.6=5000,Howe Robinson Container Index1997.1.15=1000,China Containerized Freight Index (CCFI)1998.1.1=1000,Shanghai Containerized Freight Index (SCFI)2009.10.16=1000,China Coastal Bulk Freight Index (CBFI)2000.1.1=1000,China Newbuilding Price Index (CNPI)2011.07.01=1000,China Bulker Newbuilding Price Index (CNDPI)2011.07.01=1000,China Tanker Newbuilding Price Index (CNTPI)2011.07.01=1000,China Container Newbuilding Price Index (CNCPI)2011.07.01=1000
20170724,67.86,977,1171,1248,549,649,814,500,3492,5172,547,877.33,837.42,1152.94,764,768,823,789
20170721,67.14,977,1154,1258,550,655,812,499,3194,4798,547,877.33,837.42,1152.94,764,768,823,789
20170720,68.05,964,1093,1260,548,649,807,497,3194,4798,547,859.88,861.91,1141.99,764,768,823,789
20170719,70.24,948,1028,1252,545,642,798,495,3194,4798,547,859.88,861.91,1141.99,764,768,823,789
20170718,68.84,932,984,1226,546,643,786,492,3194,4798,545,859.88,861.91,1141.99,764,768,823,789
20170717,66.81,912,933,1202,549,648,776,489,3194,4798,545,859.88,861.91,1141.99,764,768,823,789
20170714,65.74,900,933,1173,551,644,769,486,2874,4447,545,859.88,861.91,1141.99,764,768,823,789
20170713,65.91,888,928,1141,557,644,758,484,2874,4447,545,851.59,889.38,1079.09,764,768,823,789
20170712,64.05,859,846,1098,565,647,744,480,2874,4447,545,851.59,889.38,1079.09,764,768,823,789
20170711,65.4,830,755,1069,567,651,733,477,2874,4447,523,851.59,889.38,1079.09,764,768,823,789
20170710,64.05,820,730,1061,569,651,729,474,2874,4447,523,851.59,889.38,1079.09,764,768,823,789
20170707,62.8,822,753,1062,580,649,732,471,3203,4899,523,851.59,889.38,1079.09,764,768,823,789
20170706,61.96,829,818,1063,583,647,735,470,3203,4899,523,851.6,918.83,1079.65,764,768,823,789
20170705,63.28,847,901,1060,566,656,742,470,3203,4899,523,851.6,918.83,1079.65,764,768,823,789
20170704,63.23,871,997,1062,563,656,747,470,3203,4899,529,851.6,918.83,1079.65,764,768,823,789
20170703,64.29,882,1032,1068,562,659,751,468,3203,4899,529,851.6,918.83,1079.65,764,768,823,789
20170630,64.95,901,1086,1091,563,663,754,467,3057,4757,529,851.6,918.83,1079.65,764,768,823,789
20170629,64.71,920,1146,1119,569,668,758,464,3057,4757,529,851.26,827.27,1125.08,766,769,825,793
20170628,62.33,929,1170,1150,568,670,761,459,3057,4757,529,851.26,827.27,1125.08,766,769,825,793
20170627,59.7,903,1066,1151,570,671,757,458,3057,4757,538,851.26,827.27,1125.08,766,769,825,793
20170626,56.75,884,1005,1145,564,681,750,454,3057,4757,538,851.26,827.27,1125.08,766,769,825,793
20170623,56.75,870,987,1138,559,683,744,451,3474,5229,538,851.26,827.27,1125.08,766,769,825,793
20170622,56.53,855,993,1109,546,686,734,447,3474,5229,538,845.54,838.36,1107.26,766,769,825,793
20170621,56.82,844,1020,1070,537,688,724,445,3474,5229,538,845.54,838.36,1107.26,766,769,825,793
20170620,56.45,847,1110,1017,527,690,717,441,3474,5229,549,845.54,838.36,1107.26,766,769,825,793
20170619,56.3,848,1169,984,521,699,708,437,3474,5229,549,845.54,838.36,1107.26,766,769,825,793
20170616,55.75,851,1213,964,522,702,701,435,3740,5498,549,845.54,838.36,1107.26,766,769,825,793
20170615,55.23,855,1277,938,517,704,690,431,3740,5498,549,841.59,869.5,993.93,766,769,825,793
20170614,54.43,865,1362,903,522,705,679,427,3740,5498,549,841.59,869.5,993.93,766,769,825,793
20170613,53.36,870,1442,865,529,699,665,424,3740,5498,565,841.59,869.5,993.93,766,769,825,793
20170612,54.87,870,1481,833,533,700,658,424,3740,5498,565,841.59,869.5,993.93,766,769,825,793
20170609,55.43,849,1438,813,539,702,654,425,3657,5363,565,841.59,869.5,993.93,766,769,825,793
20170608,55.36,824,1381,793,540,705,649,425,3657,5363,565,840.09,894.86,983.21,766,769,825,793
20170607,55.43,821,1379,783,545,708,652,429,3657,5363,565,840.09,894.86,983.21,766,769,825,793
20170606,56.03,818,1366,783,546,718,658,434,3657,5363,588,840.09,894.86,983.21,766,769,825,793
20170605,55.9,821,1353,789,548,733,666,441,3657,5363,588,840.09,894.86,983.21,766,769,825,793
20170602,57.79,830,1374,792,554,742,674,446,3923,5752,588,840.09,894.86,983.21,766,769,825,793
20170601,55.97,850,1430,810,559,756,685,449,3923,5752,588,846.27,853.43,992.43,766,769,825,793
20170531,57.02,878,1511,829,558,768,698,455,3923,5752,588,846.27,853.43,992.43,766,769,825,793
20170530,58.5,900,1564,842,556,785,712,461,3923,5752,596,846.27,853.43,992.43,766,769,825,793
20170529,58.5,912,1591,845,549,807,721,469,4048,5885,596,846.27,853.43,992.43,766,766,827,795
20170526,57.91,912,1591,845,549,807,721,469,4048,5885,596,846.27,853.43,992.43,766,766,827,795
20170525,60.24,918,1595,848,540,814,728,473,4048,5885,596,848.27,830.8,983.2,766,766,827,795
20170524,60.52,934,1654,849,538,825,737,478,4048,5885,596,848.27,830.8,983.2,766,766,827,795
20170523,62,949,1706,850,520,821,746,486,4048,5885,603,848.27,830.8,983.2,766,766,827,795
20170522,63.19,954,1704,854,516,799,753,496,4048,5885,603,848.27,830.8,983.2,766,766,827,795
20170519,62.69,956,1668,870,513,785,759,502,3734,5694,603,848.27,830.8,983.2,766,766,827,795
20170518,61.6,957,1638,894,516,765,764,504,3734,5694,603,837.74,865.03,957.28,766,766,827,795
20170517,62.2,960,1590,925,523,757,771,505,3734,5694,603,837.74,865.03,957.28,766,766,827,795
20170516,61.17,980,1632,956,522,737,778,507,3734,5694,606,837.74,865.03,957.28,766,766,827,795
20170515,60.8,994,1661,978,536,742,782,508,3734,5694,606,837.74,865.03,957.28,766,766,827,795
20170512,61.38,1014,1725,992,540,741,784,509,3734,5694,606,837.74,865.03,957.28,766,766,827,795
20170511,60.38,1012,1695,1006,545,748,787,510,3734,5694,606,818.61,894.43,979.57,766,766,827,795
20170510,60.75,1005,1645,1011,546,763,790,510,3734,5694,606,818.61,894.43,979.57,766,766,827,795
20170509,60.75,1007,1635,1007,550,772,794,512,3734,5694,613,818.61,894.43,979.57,766,766,827,795
20170508,60.15,1001,1571,1009,558,775,799,517,3734,5694,613,818.61,894.43,979.57,766,766,827,795
20170505,61.73,994,1480,1023,566,774,811,523,3970,6126,613,818.61,894.43,979.57,766,766,827,795
20170504,65.2,1004,1458,1048,570,768,822,532,3970,6126,613,818.99,909.25,1002.18,766,766,827,795
20170503,68.68,1034,1542,1096,579,767,835,540,3970,6126,613,818.99,909.25,1002.18,766,766,827,795
20170502,68.72,1073,1668,1140,590,778,849,550,3970,6126,612,818.99,909.25,1002.18,766,766,827,795
20170430,68.8,1109,1779,1187,613,785,861,559,3970,6126,612,818.99,909.25,1002.18,766,766,827,795
20170428,68.8,1109,1779,1187,613,785,861,559,3970,6126,612,818.99,909.25,1002.18,762,756,824,795
20170427,66.42,1134,1798,1260,620,786,870,569,3970,6126,612,806.53,807.55,1015.7,762,756,824,795
20170426,66.62,1147,1790,1320,637,797,881,576,3970,6126,612,806.53,807.55,1015.7,762,756,824,795
20170425,66.07,1154,1767,1371,646,802,887,577,3970,6126,610,806.53,807.55,1015.7,762,756,824,795
20170424,66.53,1170,1780,1429,654,812,892,577,3970,6126,610,806.53,807.55,1015.7,762,756,824,795
20170421,68.22,1195,1830,1494,661,812,895,575,4474,6913,610,806.53,807.55,1015.7,762,756,824,795
20170420,65.36,1243,1991,1553,660,819,899,572,4474,6913,610,803,810.17,1082.92,762,756,824,795
20170419,64.6,1278,2130,1612,643,800,900,568,4474,6913,610,803,810.17,1082.92,762,756,824,795
20170418,63.2,1294,2220,1621,638,814,898,563,4474,6913,603,803,810.17,1082.92,762,756,824,795
20170417,66.25,1296,2249,1611,645,800,899,560,4374,6679,603,803,810.17,1082.92,762,756,824,795
20170414,68.68,1296,2249,1611,645,800,899,560,4374,6679,603,803,810.17,1082.92,762,756,824,795
20170413,68.68,1296,2249,1611,645,800,899,560,4374,6679,603,788.43,809.27,1127.72,762,756,824,795
20170412,68.04,1282,2252,1583,639,790,893,554,4374,6679,603,788.43,809.27,1127.72,762,756,824,795
20170411,74.38,1262,2227,1533,646,776,891,552,4374,6679,587,788.43,809.27,1127.72,762,756,824,795
20170410,74.71,1231,2165,1466,661,776,888,549,4374,6679,587,788.43,809.27,1127.72,762,756,824,795
20170407,75.45,1223,2173,1427,665,775,886,547,4897,7453,587,788.43,809.27,1127.72,762,756,824,795
20170406,80.92,1215,2184,1387,672,777,882,545,4897,7453,587,778.83,830.02,1134.68,762,756,824,795
20170405,81.54,1223,2229,1371,679,773,880,543,4897,7453,587,778.83,830.02,1134.68,762,756,824,795
20170404,79.45,1255,2382,1377,704,778,881,542,4897,7453,574,778.83,830.02,1134.68,762,756,824,795
20170403,79.36,1282,2518,1379,739,781,882,541,4897,7453,574,778.83,830.02,1134.68,762,756,824,795
20170331,80.39,1297,2597,1374,751,790,881,540,4909,7268,574,778.83,830.02,1134.68,762,756,824,795
20170330,81.78,1324,2690,1366,771,794,882,539,4909,7268,574,778.15,758.81,1245.52,762,756,824,795
20170329,82.25,1338,2755,1346,784,800,885,538,4909,7268,574,778.15,758.81,1245.52,762,747,829,801
20170328,82.01,1333,2765,1306,792,802,893,535,4909,7268,515,778.15,758.81,1245.52,762,747,829,801
20170327,81.57,1282,2620,1253,803,799,895,530,4909,7268,515,778.15,758.81,1245.52,762,747,829,801
20170324,85.06,1240,2482,1218,806,804,896,526,4925,7245,515,778.15,758.81,1245.52,762,747,829,801
20170323,86.36,1196,2345,1170,807,812,892,521,4925,7245,515,785.66,747.03,1275.57,762,747,829,801
20170322,84.99,1190,2378,1119,767,826,888,516,4925,7245,515,785.66,747.03,1275.57,762,747,829,801
20170321,87.59,1200,2441,1101,767,826,886,512,4925,7245,467,785.66,747.03,1275.57,762,747,829,801
20170320,91.49,1205,2466,1103,748,824,884,510,4925,7245,467,785.66,747.03,1275.57,762,747,829,801
20170317,92.34,1196,2413,1108,720,824,879,508,4323,6150,467,785.66,747.03,1275.57,762,747,829,801
20170316,92.61,1172,2265,1129,701,832,877,508,4323,6150,467,791.09,761.15,1274.76,762,747,829,801
20170315,90.93,1147,2136,1150,680,835,877,505,4323,6150,467,791.09,761.15,1274.76,762,747,829,801
20170314,88.14,1112,1929,1185,660,847,877,502,4323,6150,444,791.09,761.15,1274.76,762,747,829,801
20170313,88.26,1099,1843,1207,646,850,875,499,4323,6150,444,791.09,761.15,1274.76,762,747,829,801
20170310,86.72,1086,1789,1211,644,850,874,495,3552,5082,444,791.09,761.15,1274.76,762,747,829,801
20170309,86.79,1064,1678,1220,638,862,872,491,3552,5082,444,794.99,778.86,1152.26,762,747,829,801
20170308,87.19,1045,1578,1220,634,859,868,485,3552,5082,444,794.99,778.86,1152.26,762,747,829,801
20170307,89.8,1033,1556,1194,620,839,861,477,3552,5082,425,794.99,778.86,1152.26,762,747,829,801
20170306,89.73,979,1345,1154,617,838,852,468,3552,5082,425,794.99,778.86,1152.26,762,747,829,801
20170303,91.32,939,1227,1118,611,841,846,462,3411,5026,425,794.99,778.86,1152.26,762,747,829,801
20170302,92.36,904,1097,1084,603,837,840,457,3411,5026,425,815.46,815.1,985.34,762,747,829,801
20170301,91.26,871,994,1041,601,831,833,451,3411,5026,425,815.46,815.1,985.34,762,747,829,801
20170228,91.27,859,1021,995,601,835,825,444,3411,5026,420,815.46,815.1,985.34,762,747,829,801
20170227,92.33,878,1151,966,606,847,817,436,3411,5026,420,815.46,815.1,985.34,769,761,833,804
20170224,90.5,875,1165,947,609,857,809,428,2941,4503,420,815.46,815.1,985.34,769,761,833,804
20170223,91.34,856,1134,927,614,856,797,420,2941,4503,420,845.43,830.46,924.63,769,761,833,804
20170222,94.3,806,951,908,614,852,783,410,2941,4503,420,845.43,830.46,924.63,769,761,833,804
20170221,94.86,778,856,906,612,857,764,402,2941,4503,415,845.43,830.46,924.63,769,761,833,804
20170220,92.34,757,791,909,613,859,747,396,2941,4503,415,845.43,830.46,924.63,769,761,833,804
20170217,90.37,741,739,917,612,863,729,391,2804,4516,415,845.43,830.46,924.63,769,761,833,804
20170216,90.06,710,620,923,605,869,707,387,2804,4516,415,873.75,886.26,934.38,769,761,833,804
20170215,91.05,688,556,933,596,850,689,382,2804,4516,415,873.75,886.26,934.38,769,761,833,804
20170214,91.71,685,567,939,586,862,681,379,2804,4516,406,873.75,886.26,934.38,769,761,833,804
20170213,92.23,688,609,944,577,851,676,376,2804,4516,406,873.75,886.26,934.38,769,761,833,804
20170210,86.62,702,687,943,582,847,672,377,3129,4938,406,873.75,886.26,934.38,769,761,833,804
20170209,83.84,707,728,940,581,846,668,377,3129,4938,406,877.89,948.08,909.64,769,761,833,804
20170208,83.53,702,725,934,581,842,665,378,3129,4938,406,877.89,948.08,909.64,769,761,833,804
20170207,83.29,714,803,931,580,846,663,375,3129,4938,406,877.89,948.08,909.64,769,761,833,804
20170206,80.6,735,911,922,582,856,665,377,3129,4938,406,877.89,948.08,909.64,769,761,833,804
20170203,82.19,752,981,922,585,858,667,382,3447,5443,406,877.89,948.08,909.64,769,761,833,804
20170202,83.34,770,1064,926,591,864,670,386,3447,5443,406,876.1,954.27,921.87,769,761,833,804
20170201,83.34,786,1122,933,595,877,674,395,3447,5443,406,876.1,954.27,921.87,769,761,833,804
20170131,83.34,800,1167,951,603,901,679,402,3447,5443,406,876.1,954.27,921.87,769,761,833,804
20170130,83.34,816,1205,964,606,930,688,415,3447,5443,406,876.1,954.27,921.87,769,761,833,804
20170127,83.34,827,1239,968,614,946,692,419,3871,6228,406,876.1,954.27,921.87,775,766,844,807
20170126,83.34,840,1287,973,615,965,696,424,3871,6228,406,876.1,954.27,921.87,775,766,844,807
20170125,82.49,862,1369,972,621,977,702,428,3871,6228,406,864.9,971.64,969.66,775,766,844,807
20170124,82.69,886,1466,964,619,987,708,432,3871,6228,403,864.9,971.64,969.66,775,766,844,807
20170123,81.13,914,1579,962,624,995,714,437,3871,6228,403,864.9,971.64,969.66,775,766,844,807
20170120,80.41,925,1610,970,619,997,718,441,3692,5764,403,864.9,971.64,969.66,775,766,844,807
20170119,80.99,942,1665,981,616,1002,722,446,3692,5764,403,840.35,990.24,1012.69,775,766,844,807
20170118,82.05,952,1673,998,632,1006,725,448,3692,5764,403,840.35,990.24,1012.69,775,766,844,807
20170117,81.55,922,1509,1019,642,1001,730,451,3692,5764,399,840.35,990.24,1012.69,775,766,844,807
20170116,83.65,925,1468,1039,660,1018,733,455,3692,5764,399,840.35,990.24,1012.69,775,766,844,807
20170113,80.54,910,1383,1042,684,1027,739,459,3967,6178,399,840.35,990.24,1012.69,775,766,844,807
20170112,80.99,892,1294,1038,707,1024,748,466,3967,6178,399,806.26,968.4,992.6,775,766,844,807
20170111,80.41,894,1326,1021,746,1018,758,477,3967,6178,399,806.26,968.4,992.6,775,766,844,807
20170110,79.43,926,1470,973,775,1017,766,489,3967,6178,394,806.26,968.4,992.6,775,766,844,807
20170109,77.73,949,1598,927,800,1013,772,498,3967,6178,394,806.26,968.4,992.6,775,766,844,807
20170106,76.25,963,1658,892,846,1026,783,508,3853,6086,394,806.26,968.4,992.6,775,766,844,807
20170105,78.93,983,1759,837,854,1024,795,521,3853,6086,394,811.14,951.66,1014.99,775,766,844,807
20170104,77.25,969,1674,807,861,1053,820,539,3853,6086,394,811.14,951.66,1014.99,775,766,844,807
20170103,77.91,953,1538,811,867,1088,843,559,3853,6086,392,811.14,951.66,1014.99,775,766,844,807
20161230,78.87,961,1385,852,678,919,903,597,3191,4748,392,811.14,951.66,1014.99,775,766,844,807
20161229,80.43,961,1385,852,678,919,903,597,3191,4748,392,781.43,824,1037.42,780,768,856,811
20161228,80.68,961,1385,852,678,919,903,597,3191,4748,392,781.43,824,1037.42,780,768,856,811
20161227,79.42,961,1385,852,678,919,903,597,3191,4748,392,781.43,824,1037.42,780,768,856,811
20161223,78.14,961,1385,852,678,919,903,597,3191,4748,392,781.43,824,1037.42,780,768,856,811
20161222,76.15,928,1219,866,675,936,914,601,3191,4748,392,770.56,824.39,1084.02,780,768,856,811
20161221,79.19,926,1144,905,668,945,926,604,3191,4748,392,770.56,824.39,1084.02,780,768,856,811
20161220,79.62,914,1044,976,595,920,941,605,3191,4748,392,770.56,824.39,1084.02,780,768,856,811
20161219,81.22,926,1039,1032,552,910,953,605,3191,4748,392,770.56,824.39,1084.02,780,768,856,811
20161216,81.49,946,1048,1126,522,911,960,600,3543,5165,392,770.56,824.39,1084.02,780,768,856,811
20161215,81.5,966,1058,1234,491,909,968,596,3543,5165,392,766.15,797.62,1138.73,780,768,856,811
20161214,79.18,1003,1169,1332,470,895,975,590,3543,5165,392,766.15,797.62,1138.73,780,768,856,811
20161213,83.42,1052,1404,1419,446,889,972,584,3543,5165,393,766.15,797.62,1138.73,780,768,856,811
20161212,83.58,1069,1464,1469,442,887,968,576,3543,5165,393,766.15,797.62,1138.73,780,768,856,811
20161209,81.66,1090,1575,1508,443,903,966,567,4207,6285,393,766.15,797.62,1138.73,780,768,856,811
20161208,81.78,1122,1724,1547,441,889,957,562,4207,6285,393,774.05,794.98,1183.45,780,768,856,811
20161207,82.25,1162,1935,1565,440,868,941,557,4207,6285,393,774.05,794.98,1183.45,780,768,856,811
20161206,79.73,1186,2067,1563,439,863,934,552,4207,6285,394,774.05,794.98,1183.45,780,768,856,811
20161205,78.62,1196,2137,1541,437,887,929,548,4207,6285,394,774.05,794.98,1183.45,780,768,856,811
20161202,77.79,1198,2193,1508,434,889,921,543,4352,6344,394,774.05,794.98,1183.45,780,768,856,811
20161201,78.36,1196,2206,1486,436,878,917,541,4352,6344,394,777.13,782.1,1164.22,780,768,856,811
20161130,72.08,1204,2263,1465,439,891,912,537,4352,6344,394,777.13,782.1,1164.22,780,768,856,811
20161129,77.3,1202,2304,1424,443,895,908,532,4352,6344,398,777.13,782.1,1164.22,785,774,864,812
20161128,80.83,1184,2260,1400,448,896,904,527,4352,6344,398,777.13,782.1,1164.22,785,774,864,812
20161125,79.61,1181,2263,1389,456,892,908,520,4905,7291,398,777.13,782.1,1164.22,785,774,864,812
20161124,76.93,1201,2374,1385,460,886,897,512,4905,7291,398,774.58,814.01,1233.13,785,774,864,812
20161123,75.87,1224,2507,1387,459,870,874,501,4905,7291,398,774.58,814.01,1233.13,785,774,864,812
20161122,74.9,1232,2598,1382,459,862,852,485,4905,7291,403,774.58,814.01,1233.13,785,774,864,812
20161121,70.34,1240,2638,1387,456,834,835,477,4905,7291,403,774.58,814.01,1233.13,785,774,864,812
20161118,72.79,1257,2752,1388,447,828,809,466,4396,6741,403,774.58,814.01,1233.13,785,774,864,812
20161117,73.55,1231,2731,1353,437,831,748,454,4396,6741,403,763.78,825.1,1212.2,785,774,864,812
20161116,72.42,1145,2441,1263,430,786,722,443,4396,6741,403,763.78,825.1,1212.2,785,774,864,812
20161115,72.68,1084,2282,1162,411,740,713,436,4396,6741,404,763.78,825.1,1212.2,785,774,864,812
20161114,77.77,1065,2338,1058,398,740,707,433,4396,6741,404,763.78,825.1,1212.2,785,774,864,812
20161111,79.81,1045,2303,1011,395,750,705,428,3613,5104,404,763.78,825.1,1212.2,785,774,864,812
20161110,74.12,974,2010,956,391,744,703,430,3613,5104,405,752.92,860.48,1142.37,785,774,864,812
20161109,70.98,954,1954,927,394,682,703,429,3613,5104,405,752.92,860.48,1142.37,785,774,864,812
20161108,68.3,911,1786,903,398,661,708,431,3613,5104,405,752.92,860.48,1142.37,785,774,864,812
20161107,67.43,870,1636,889,409,659,712,431,3613,5104,405,752.92,860.48,1142.37,785,774,864,812
20161104,65,855,1593,885,424,665,716,433,3319,4913,405,752.92,860.48,1142.37,785,774,864,812
20161103,65.46,849,1544,886,445,667,718,434,3319,4913,405,738.03,884.95,1101.58,785,774,864,812
20161102,65.31,834,1451,885,471,670,718,434,3319,4913,405,738.03,884.95,1101.58,785,774,864,812
20161101,65.33,838,1443,895,505,655,721,436,3319,4913,406,738.03,884.95,1101.58,785,774,864,812
20161031,64.38,857,1534,905,417,656,722,435,3319,4913,406,738.03,884.95,1101.58,785,774,864,812
20161030,63.96,834,1417,913,423,660,722,433,3441,4951,406,738.03,884.95,1101.58,785,774,864,812
20161028,63.96,834,1417,913,423,660,722,433,3441,4951,406,738.03,884.95,1101.58,789,776,869,818
20161027,63.04,798,1248,921,426,657,719,432,3441,4951,406,729.64,795.16,999.01,789,776,869,818
20161026,63.07,802,1275,925,430,658,714,430,3441,4951,406,729.64,795.16,999.01,789,776,869,818
20161025,61.96,813,1348,925,434,667,710,430,3441,4951,408,729.64,795.16,999.01,789,776,869,818
20161024,59.28,831,1471,923,434,680,705,428,3441,4951,408,729.64,795.16,999.01,789,776,869,818
20161021,58.72,842,1575,915,428,691,700,427,3937,5606,408,729.64,795.16,999.01,789,776,869,818
20161020,58.85,849,1637,905,422,692,691,424,3937,5606,408,728.22,776.93,940.99,789,776,869,818
20161019,58.37,872,1826,885,418,686,682,421,3937,5606,408,728.22,776.93,940.99,789,776,869,818
20161018,58.41,890,1950,860,407,681,678,417,3937,5606,411,728.22,776.93,940.99,789,776,869,818
20161017,58.38,894,2003,838,395,674,676,413,3937,5606,411,728.22,776.93,940.99,789,776,869,818
20161014,57.28,892,2018,819,390,673,674,411,4121,5985,411,728.22,776.93,940.99,789,776,869,818
20161013,56.67,885,2018,790,385,657,673,410,4121,5985,411,741.81,707.68,854.99,789,776,869,818
20161012,57.16,906,2154,763,367,641,674,408,4121,5985,411,741.81,707.68,854.99,789,776,869,818
20161011,57.68,922,2235,745,361,633,676,409,4121,5985,412,741.81,707.68,854.99,789,776,869,818
20161010,56.65,922,2235,729,357,626,677,410,4121,5985,412,741.81,707.68,854.99,789,776,869,818
20161007,55.86,921,2245,717,354,621,677,411,3844,5502,412,741.81,707.68,854.99,789,776,869,818
20161006,55.86,915,2218,704,350,619,678,413,3844,5502,412,741.81,707.68,854.99,789,776,869,818
20161005,55.86,869,2012,699,346,613,680,415,3844,5502,412,741.81,707.68,854.99,789,776,869,818
20161004,55.86,860,1970,705,347,616,681,417,3844,5502,415,741.81,707.68,854.99,789,776,869,818
20161003,55.86,864,1971,713,349,622,681,419,3844,5502,415,741.81,707.68,854.99,789,776,869,818
20160930,55.86,875,2008,726,352,625,679,421,4240,5855,415,741.81,707.68,854.99,789,776,869,818
20160929,56.68,888,2067,741,358,638,676,422,4240,5855,415,736.07,733.56,851.04,794,777,881,821
20160928,56.48,912,2196,751,365,644,676,422,4240,5855,415,736.07,733.56,851.04,794,777,881,821
20160927,56.63,930,2298,750,375,638,674,422,4240,5855,416,736.07,733.56,851.04,794,777,881,821
20160926,56.77,934,2325,739,379,618,673,422,4240,5855,416,736.07,733.56,851.04,794,777,881,821
20160923,56.79,941,2383,722,378,611,671,421,3689,5060,416,736.07,733.56,851.04,794,777,881,821
