날짜,GSCI Precious Metals,날짜,GSCI Agriculture,날짜,GSCI Livestock,날짜,GSCI Softs,날짜,Reuters Index of Commodity Prices,날짜,CRB BLS Spot Index,날짜,PDS 원자재 지수,날짜,PDS 귀금속 하위지수,날짜,PDS 에너지 하위지수,날짜,PDS 비철금속 하위지수
20160620,1701.14,20160620,328.65,20160620,284.33,20160620,107.86,20160609,2386,20160630,412.72,20160715,89.61,20160715,113.01,20160715,84.57,20160715,84.91
20160617,1703.16,20160617,334.53,20160617,287.7,20160617,108.21,20160608,2380.09,20160629,413.03,20160714,89.38,20160714,114.01,20160714,83.74,20160714,84.86
20160616,1709.5,20160616,327.66,20160616,289.73,20160616,107.12,20160607,2363.98,20160628,413.17,20160713,89.91,20160713,114.13,20160713,86.13,20160713,83.64
20160615,1696.55,20160615,330.16,20160615,289.36,20160615,106.93,20160606,2354.47,20160627,412.87,20160712,88.9,20160712,114.99,20160712,83.48,20160712,82.76
20160614,1695.47,20160614,332.32,20160614,292.33,20160614,105.48,20160603,2346.3,20160624,413.69,20160711,89.29,20160711,113.22,20160711,84.66,20160711,82.04
20160613,1694.28,20160613,333.14,20160613,289.4,20160613,106.44,20160602,2319.6,20160623,415.83,20160708,89.78,20160708,113.85,20160708,84.12,20160708,82.18
20160610,1680.08,20160610,332.27,20160610,292.83,20160610,106.92,20160601,2299.57,20160622,414.95,20160707,90.65,20160707,115.13,20160707,86.69,20160707,81.47
20160609,1675.56,20160609,334.34,20160609,295.05,20160609,106.65,20160531,2292.67,20160621,415.63,20160706,90.5,20160706,112.88,20160706,85.63,20160706,83.04
20160608,1660.22,20160608,337.02,20160608,295.92,20160608,107.29,20160527,2280.33,20160620,417.65,20160705,92.2,20160705,114.25,20160705,89.79,20160705,84.34
20160607,1635.84,20160607,329.97,20160607,290.88,20160607,104.58,20160526,2277.35,20160617,419.19,20160704,91.97,20160704,111.11,20160704,89.77,20160704,82.58
20160606,1636.77,20160606,328.36,20160606,292.24,20160606,103.64,20160525,2251.54,20160616,419.24,20160701,91.63,20160701,107.98,20160701,88.72,20160701,82.43
20160603,1630.63,20160603,323.22,20160603,293.16,20160603,102.15,20160524,2233.47,20160615,419.84,20160630,91.64,20160630,107.67,20160630,89.16,20160630,81.36
20160602,1591.51,20160602,319.18,20160602,291.08,20160602,99.52,20160523,2225.53,20160614,420.11,20160629,90.77,20160629,105.56,20160629,86.98,20160629,81.03
20160601,1592.91,20160601,312.94,20160601,288.86,20160601,97.72,20160520,2235.97,20160613,420.83,20160628,89.69,20160628,106.61,20160628,84.22,20160628,79.97
20160531,1596.91,20160531,308.76,20160531,288.2,20160531,98.24,20160519,2224.85,20160610,418.88,20160627,89.96,20160627,106.94,20160627,85.31,20160627,79.73
20160527,1598.93,20160527,313.53,20160527,285.6,20160527,98.25,20160518,2237.34,20160609,418.99,20160624,90.64,20160624,102.73,20160624,88.41,20160624,81.1
20160526,1606.75,20160526,311.78,20160526,284.11,20160526,97.74,20160517,2229.51,20160608,420.92,20160623,90.24,20160623,102.84,20160623,87.31,20160623,80.72
20160525,1610.43,20160525,307.95,20160525,279.14,20160525,96.49,20160516,2210.67,20160607,418.78,20160622,90.52,20160622,103.46,20160622,88.58,20160622,79.62
20160524,1616.91,20160524,303.15,20160524,278.15,20160524,95.27,20160513,2204.63,20160606,419.15,20160621,90.6,20160621,103.85,20160621,88.5,20160621,79.39
20160523,1645.29,20160523,303.11,20160523,280.05,20160523,95.18,20160512,2215.76,20160603,416.54,20160620,89.82,20160620,104.22,20160620,85.56,20160620,78.77
20160520,1647.75,20160520,304.97,20160520,286.25,20160520,96.16,20160511,2208.77,20160602,413.84,20160617,90,20160617,106.01,20160617,83.39,20160617,78.53
20160519,1649.21,20160519,302.75,20160519,288.39,20160519,94.79,20160510,2188.75,20160601,412.82,20160616,90.99,20160616,104.11,20160616,85.68,20160616,80.07
20160518,1678.91,20160518,308.18,20160518,291.81,20160518,96.45,20160509,2175.64,20160531,412.3,20160615,91.1,20160615,103.99,20160615,86.69,20160615,78.58
20160517,1682.99,20160517,308.48,20160517,293.24,20160517,96.78,20160506,2184,20160527,411.44,20160614,91.26,20160614,103.94,20160614,87.27,20160614,78.43
20160516,1678.56,20160516,305.8,20160516,292.5,20160516,96.68,20160505,2187.36,20160526,410.65,20160613,91.56,20160613,103.73,20160613,87.59,20160613,78.61
20160513,1676.45,20160513,304.43,20160513,290.11,20160513,95.8,20160504,2184.1,20160525,409.92,20160610,92.05,20160610,102.61,20160610,89.76,20160610,79.21
20160512,1674.38,20160512,304.12,20160512,291.46,20160512,96.63,20160503,2189.95,20160524,410.12,20160609,91.95,20160609,102.18,20160609,89.24,20160609,79.5
20160511,1681.48,20160511,300.2,20160511,293.31,20160511,96.16,20160429,2205.3,20160523,411.52,20160608,91.14,20160608,99.96,20160608,87.82,20160608,78.38
20160510,1665.84,20160510,300.15,20160510,292.91,20160510,94.31,20160428,2196.49,20160520,411.94,20160607,90.92,20160607,100.31,20160607,86.7,20160607,79.34
20160509,1667.33,20160509,293.07,20160509,292.97,20160509,93.74,20160427,2195.95,20160519,413.2,20160606,90.37,20160606,99.42,20160606,85.36,20160606,78.85
20160506,1703.5,20160506,296.16,20160506,290.89,20160506,93.3,20160426,2194.37,20160518,416.02,20160603,89.91,20160603,97.77,20160603,85.71,20160603,78.28
20160505,1675.39,20160505,294.06,20160505,291.2,20160505,93.41,20160425,2197.79,20160517,416.73,20160602,89.46,20160602,97.91,20160602,85,20160602,77.56
20160504,1677.57,20160504,299.19,20160504,286.88,20160504,95.76,20160422,2204.49,20160516,416.13,20160601,89.99,20160601,97.99,20160601,84.5,20160601,78.53
20160503,1700.06,20160503,298.69,20160503,286.68,20160503,94.84,20160421,2215.56,20160513,415.65,20160531,89.82,20160531,98.82,20160531,83.75,20160531,78.62
20160502,1706.71,20160502,305.29,20160502,285.24,20160502,95.37,20160420,2193.65,20160512,414.53,20160530,89.48,20160530,98.82,20160530,83.15,20160530,78.62
20160429,1701.99,20160429,305.01,20160429,282.62,20160429,95.72,20160419,2171.16,20160511,414.39,20160527,89.92,20160527,99.69,20160527,82.26,20160527,78.27
20160428,1671.3,20160428,302.65,20160428,281.19,20160428,93.86,20160418,2158.27,20160510,414.74,20160526,89.79,20160526,98.91,20160526,82.62,20160526,77.2
20160427,1649.85,20160427,301.65,20160427,284.71,20160427,94.49,20160415,2150.87,20160509,413.75,20160525,89.33,20160525,99.9,20160525,81.05,20160525,77.44
20160426,1639.76,20160426,303.64,20160426,284.15,20160426,95.55,20160413,2147.07,20160506,412.93,20160524,89.32,20160524,100.4,20160524,81.29,20160524,76.71
20160425,1634.94,20160425,299.34,20160425,281.68,20160425,94.78,20160412,2133.23,20160505,412.86,20160523,89.74,20160523,101.48,20160523,81.75,20160523,78.12
20160422,1621.83,20160422,295.59,20160422,279.34,20160422,93.48,20160411,2126.46,20160504,414.09,20160520,89.21,20160520,101.06,20160520,81.53,20160520,77.45
20160421,1647.64,20160421,305.88,20160421,284.15,20160421,94.38,20160408,2117.09,20160503,413.84,20160519,89.39,20160519,103.45,20160519,81.52,20160519,77.57
20160420,1652.89,20160420,309.39,20160420,284.63,20160420,95.04,20160407,2107.87,20160502,415.89,20160518,89.77,20160518,103.77,20160518,82.18,20160518,78
20160419,1650.96,20160419,301.57,20160419,285.68,20160419,93.46,20160406,2113.01,20160429,417.65,20160517,89.56,20160517,104.84,20160517,81.6,20160517,77.9
20160418,1620.61,20160418,296.31,20160418,285.29,20160418,93.04,20160405,2134.31,20160428,415.71,20160516,89.07,20160516,103.3,20160516,80.53,20160516,78.14
20160415,1620.77,20160415,291.92,20160415,290.13,20160415,90.92,20160404,2132.78,20160427,415.89,20160513,88.64,20160513,104.35,20160513,81.28,20160513,79.35
20160414,1609.78,20160414,288.88,20160414,288.81,20160414,89.15,20160401,2138.3,20160426,416.11,20160512,88.35,20160512,104.94,20160512,80.36,20160512,79.64
20160413,1636.93,20160413,288.92,20160413,289.89,20160413,88.81,20160331,2140.32,20160425,416.07,20160511,87.24,20160511,103.07,20160511,77.68,20160511,78.81
20160412,1650.48,20160412,283.68,20160412,292.9,20160412,89.02,20160330,2144.08,20160422,414.84,20160510,86.53,20160510,103.9,20160510,75.56,20160510,79.26
20160411,1644.35,20160411,280.32,20160411,294.09,20160411,88.48,20160329,2130.55,20160421,416.13,20160509,87.05,20160509,105.11,20160509,77.38,20160509,80.49
20160408,1621.28,20160408,282.87,20160408,296.81,20160408,88.9,20160324,2144.8,20160420,417.16,20160506,88.04,20160506,104.79,20160506,76.81,20160506,80.63
20160407,1611.39,20160407,279.76,20160407,292.68,20160407,87.51,20160323,2160.61,20160419,414.64,20160505,88.19,20160505,104.45,20160505,76.61,20160505,81.74
20160406,1594.15,20160406,280.3,20160406,292.08,20160406,88.15,20160322,2162.05,20160418,412.58,20160504,88.51,20160504,105.81,20160504,76.92,20160504,82.75
20160405,1601.61,20160405,281.61,20160405,289.57,20160405,88.12,20160321,2163.74,20160415,411.33,20160503,89.16,20160503,106.04,20160503,78.05,20160503,83.98
20160404,1587.7,20160404,282,20160404,294.22,20160404,88.37,20160318,2164.98,20160414,411.02,20160502,90.17,20160502,106.04,20160502,81.44,20160502,83.98
20160401,1593.72,20160401,284.23,20160401,294.87,20160401,90.51,20160317,2144.83,20160413,410.89,20160429,88.6,20160429,103.4,20160429,80.64,20160429,81.85
20160331,1612.38,20160331,283.25,20160331,297.36,20160331,90.89,20160316,2123.03,20160412,404.98,20160428,88.1,20160428,102.77,20160428,79.08,20160428,82.17
20160330,1601.46,20160330,285.85,20160330,295.69,20160330,91.93,20160315,2130.45,20160411,405.33,20160427,87.47,20160427,101.55,20160427,77.3,20160427,82.02
20160329,1612.11,20160329,289.6,20160329,301.58,20160329,91.84,20160314,2139.17,20160408,405.81,20160426,87.1,20160426,101.34,20160426,76.02,20160426,82.86
20160328,1593.51,20160328,288.23,20160328,301.03,20160328,92.37,20160311,2131.86,20160407,400.89,20160425,87.36,20160425,102.36,20160425,77.23,20160425,82.99
20160324,1595.37,20160324,286.69,20160324,298.98,20160324,91.99,20160309,2129.82,20160406,401.67,20160422,86.58,20160422,103.04,20160422,76.16,20160422,83.26
20160323,1598.61,20160323,288.63,20160323,300.86,20160323,94.93,20160308,2123.74,20160405,401.1,20160421,86.61,20160421,102.18,20160421,76.89,20160421,81.84
20160322,1634.11,20160322,290.19,20160322,302.54,20160322,95.3,20160307,2132.78,20160404,401.46,20160420,85.59,20160420,101.39,20160420,75.05,20160420,79.98
20160321,1628.32,20160321,288.53,20160321,303.79,20160321,94.17,20160304,2124.5,20160401,400.82,20160419,84.54,20160419,99.34,20160419,72.53,20160419,79.51
20160318,1639.4,20160318,286.5,20160318,308.95,20160318,93.46,20160303,2101.28,20160331,401.27,20160418,84.29,20160418,99.04,20160418,72.86,20160418,79.28
20160317,1654.43,20160317,287.07,20160317,311.96,20160317,93.76,20160302,2084.81,20160330,401.15,20160415,84.43,20160415,99.33,20160415,74.18,20160415,79.93
20160316,1604.36,20160316,286.47,20160316,312.03,20160316,91.67,20160301,2080.01,20160329,402.08,20160414,84.69,20160414,99.55,20160414,75.05,20160414,79.66
20160315,1606.21,20160315,286.66,20160315,310.68,20160315,90.83,20160229,2071.8,20160328,402.06,20160413,84.44,20160413,99.86,20160413,75.21,20160413,77.88
20160314,1625.63,20160314,287.63,20160314,307.84,20160314,91.41,20160226,2065.03,20160324,402.23,20160412,83.25,20160412,98.92,20160412,72.26,20160412,76.92
20160311,1643.27,20160311,284.96,20160311,307.68,20160311,89.94,20160225,2067.49,20160323,403.44,20160411,82.8,20160411,97.15,20160411,71.58,20160411,76.84
20160310,1657.95,20160310,283.03,20160310,306.17,20160310,88.51,20160224,2064.62,20160322,403.8,20160408,82.28,20160408,97.37,20160408,69.08,20160408,77.39
20160309,1637.6,20160309,280.16,20160309,303.48,20160309,87.81,20160223,2069.48,20160321,403.58,20160407,82.11,20160407,96,20160407,68.47,20160407,77.88
20160308,1644.09,20160308,280.16,20160308,301.92,20160308,88.25,20160222,2062.81,20160318,399.99,20160406,81.54,20160406,96.89,20160406,66.54,20160406,78.22
20160307,1647.69,20160307,279.1,20160307,300.34,20160307,87.97,20160219,2036.76,20160317,399.91,20160405,81.69,20160405,95.82,20160405,66.64,20160405,79.1
20160304,1655.93,20160304,278.73,20160304,301.69,20160304,88.32,20160218,2042.25,20160316,395.03,20160404,81.98,20160404,96.47,20160404,67.83,20160404,79.47
20160303,1635.4,20160303,276.52,20160303,299.65,20160303,87.43,20160217,2044.73,20160315,395.76,20160401,81.77,20160401,97.7,20160401,68.74,20160401,78.38
20160302,1614.87,20160302,273.93,20160302,300.62,20160302,86.47,20160216,2037.32,20160314,395.97,20160331,81.85,20160331,97.62,20160331,68.71,20160331,79.14
20160301,1599.14,20160301,272.2,20160301,302.08,20160301,85.66,20160215,2040.6,20160311,394.84,20160330,81.71,20160330,96.24,20160330,68.24,20160330,79.12
20160229,1605.09,20160229,273.99,20160229,301.74,20160229,85.86,20160212,2035.76,20160310,394.96,20160329,82.09,20160329,96.58,20160329,69.39,20160329,79.14
20160226,1586.51,20160226,273.83,20160226,302.75,20160226,85.15,20160211,2037.9,20160309,389.63,20160328,81.93,20160328,96.58,20160328,69.26,20160328,79.14
20160225,1613.27,20160225,275.29,20160225,303.64,20160225,86.08,20160210,2069.97,20160308,388.71,20160325,81.96,20160325,96.58,20160325,69.35,20160325,79.14
20160224,1615.05,20160224,275.29,20160224,302.16,20160224,85.17,20160204,2103.84,20160307,388,20160324,82.06,20160324,97.1,20160324,69.56,20160324,80.82
20160223,1595.18,20160223,276.89,20160223,299.13,20160223,85.64,20160203,2107.69,20160304,387.33,20160323,82.82,20160323,99.63,20160323,71.42,20160323,81.02
20160222,1579.92,20160222,277.82,20160222,296.62,20160222,83.12,20160202,2111.33,20160303,385.02,20160322,82.62,20160322,98.99,20160322,70.87,20160322,81.19
20160219,1606.12,20160219,276.97,20160219,295.37,20160219,82.62,20160201,2101.87,20160302,383.9,20160321,82.58,20160321,99.52,20160321,71.04,20160321,81.54
20160218,1601.46,20160218,277.9,20160218,298.39,20160218,83.29,20160129,2104.54,20160301,383.61,20160318,81.95,20160318,99.88,20160318,71.49,20160318,80.85
20160217,1583.39,20160217,279.77,20160217,297.55,20160217,83.94,20160128,2098.08,20160229,383.63,20160317,80.9,20160317,97,20160317,69.3,20160317,79.57
20160216,1579.18,20160216,278.1,20160216,294.37,20160216,84.05,20160127,2100.1,20160226,383.2,20160316,80.28,20160316,97.14,20160316,67.4,20160316,79.67
20160212,1620.57,20160212,275.41,20160212,289.58,20160212,83.6,20160126,2130.93,20160225,384.09,20160315,80.83,20160315,98.29,20160315,68.33,20160315,81.07
20160211,1630.41,20160211,275.22,20160211,289.08,20160211,82.78,20160125,2137.35,20160224,384.84,20160314,80.88,20160314,99.17,20160314,69.44,20160314,80.78
20160210,1562.62,20160210,275.63,20160210,291.05,20160210,84.15,20160122,2140.54,20160223,384.61,20160311,79.42,20160311,98.81,20160311,68.71,20160311,80.84
20160209,1569.08,20160209,274.92,20160209,291.1,20160209,84.1,20160121,2108.74,20160222,385.36,20160310,79.56,20160310,97.93,20160310,69.35,20160310,80.83
20160208,1567.96,20160208,275.39,20160208,291.59,20160208,84.71,20160120,2123.95,20160219,385.01,20160309,79.2,20160309,99.93,20160309,67.64,20160309,81.82
20160205,1513.89,20160205,277.25,20160205,297.35,20160205,84.63,20160119,2146.2,20160218,385.41,20160308,79.54,20160308,99.94,20160308,68.54,20160308,82.24
20160204,1514.38,20160204,278.29,20160204,299.66,20160204,84.07,20160118,2136.32,20160217,385.66,20160307,78.2,20160307,99.44,20160307,65.61,20160307,81.1
20160203,1494.17,20160203,280.79,20160203,299.52,20160203,84.79,20160115,2129.26,20160216,384.51,20160304,76.27,20160304,97.04,20160304,63.45,20160304,80.47
20160202,1472.88,20160202,280.88,20160202,297.55,20160202,84.71,20160114,2153.31,20160212,384.93,20160303,76.1,20160303,96.14,20160303,63.52,20160303,79.58
20160201,1474.4,20160201,279.86,20160201,299.03,20160201,84.16,20160113,2150.79,20160211,385.23,20160302,76.06,20160302,96.51,20160302,63.72,20160302,78.85
20160129,1459.75,20160129,280.77,20160129,298.34,20160129,84.14,20160112,2145.23,20160210,385.33,20160301,75.36,20160301,95.68,20160301,62.89,20160301,78.72
20160128,1459.28,20160128,278.15,20160128,298.44,20160128,85,20160111,2158.2,20160209,384.45,20160229,74.73,20160229,96.29,20160229,61.76,20160229,78.05
20160127,1461.96,20160127,280.85,20160127,300.42,20160127,85.43,20160108,2173.35,20160208,385.21,20160226,73.78,20160226,96.71,20160226,61.83,20160226,77.98
20160126,1468.12,20160126,283.02,20160126,296.86,20160126,86.8,20160107,2169.84,20160205,385.94,20160225,73.37,20160225,97.91,20160225,60.95,20160225,76.86
20160125,1447.23,20160125,283.04,20160125,293.97,20160125,87.02,20160106,2195.81,20160204,386.71,20160224,73.05,20160224,96.15,20160224,59.61,20160224,78.06
20160122,1434.22,20160122,283.17,20160122,295.34,20160122,88.31,20160105,2212.05,20160203,385.76,20160223,73.64,20160223,95.18,20160223,61.41,20160223,78.36
20160121,1436.5,20160121,282.24,20160121,291.92,20160121,87.97,20160104,2221.07,20160202,384.32,20160222,72.88,20160222,97.05,20160222,59.62,20160222,76.83
20160120,1446.8,20160120,280.66,20160120,284.51,20160120,86.69,20151231,2234.58,20160201,383.15,20160219,73.13,20160219,95.78,20160219,61.38,20160219,76.11
20160119,1426.49,20160119,283.85,20160119,288.51,20160119,89.33,20151229,2232.86,20160129,383.26,20160218,73.27,20160218,95.84,20160218,61.71,20160218,76.11
20160115,1426.05,20160115,282.39,20160115,285.53,20160115,89.14,20151224,2230.46,20160128,382.2,20160217,72.58,20160217,95.97,20160217,59.43,20160217,76.7
20160114,1404.45,20160114,280.7,20160114,290.99,20160114,89.21,20151223,2229.7,20160127,381.63,20160216,72.92,20160216,95.77,20160216,60.79,20160216,76.36
20160113,1424.8,20160113,281.13,20160113,291.34,20160113,88.22,20151222,2220.88,20160126,380.19,20160215,72.67,20160215,98.18,20160215,60.17,20160215,75.47
20160112,1418.1,20160112,279.82,20160112,289.5,20160112,86.74,20151221,2223.05,20160125,378.93,20160212,71.84,20160212,98.16,20160212,56.47,20160212,75.16
20160111,1432.27,20160111,276.15,20160111,286.12,20160111,87.11,20151218,2216.87,20160122,376.83,20160211,72.22,20160211,94.54,20160211,57.7,20160211,75.71
20160108,1434.81,20160108,280.59,20160108,285.66,20160108,88.87,20151217,2205.38,20160121,377.64,20160210,72.4,20160210,95.12,20160210,58.14,20160210,75.84
20160107,1450.77,20160107,278.54,20160107,285.51,20160107,89.38,20151216,2210.59,20160120,377.69,20160209,73.45,20160209,94.17,20160209,61.24,20160209,76.03
20160106,1428.23,20160106,277.49,20160106,292.06,20160106,89.02,20151215,2218.81,20160119,377.25,20160208,73.88,20160208,92.06,20160208,62.08,20160208,77.55
20160105,1412.35,20160105,277.94,20160105,292.63,20160105,90.36,20151214,2231.37,20160118,376.57,20160205,74.24,20160205,91.94,20160205,61.88,20160205,77.68
20160104,1407.22,20160104,278.16,20160104,290.06,20160104,91.7,20151210,2249.13,20160115,376.57,20160204,74.16,20160204,89.78,20160204,62.46,20160204,76.26
20151231,1389.23,20151231,283.58,20151231,290.77,20151231,93.34,20151209,2258.54,20160114,376.09,20160203,73.32,20160203,89.33,20160203,59.85,20160203,76.61
20151230,1389.18,20151230,283.59,20151230,290.13,20151230,93.03,20151208,2255.46,20160113,375.59,20160202,74,20160202,89.43,20160202,62.48,20160202,75.45
20151229,1399.7,20151229,283.91,20151229,287.02,20151229,91.67,20151207,2271.74,20160112,375.6,20160201,74.44,20160201,88.24,20160201,63.97,20160201,75.63
20151228,1399.59,20151228,281.57,20151228,288,20151228,91.29,20151204,2288.73,20160111,373.94,20160129,72.67,20160129,87.46,20160129,61.96,20160129,75.46
20151224,1413.74,20151224,283.86,20151224,288.43,20151224,92.07,20151203,2280.85,20160108,377.84,20160128,72.38,20160128,90.23,20160128,60.9,20160128,74.89
20151223,1403.85,20151223,285,20151223,284.66,20151223,92.27,20151202,2288.01,20160107,375.89,20160127,71.62,20160127,88.86,20160127,59.11,20160127,74.18
20151222,1410.94,20151222,285.27,20151222,278.8,20151222,91.7,20151201,2277.86,20160106,377.3,20160126,71.07,20160126,88.26,20160126,57.82,20160126,73.64
20151221,1418.57,20151221,287.72,20151221,275.62,20151221,91.49,20151130,2273.71,20160105,375.01,20160125,71.47,20160125,87.4,20160125,59.05,20160125,74.1
20151218,1397.96,20151218,290.23,20151218,268.4,20151218,92.23,20151127,2290.69,20160104,374.74,20160122,70.25,20160122,86.87,20160122,55.52,20160122,72.63
20151217,1375.75,20151217,287.66,20151217,262.36,20151217,90.81,20151126,2297.21,20151231,374.7,20160121,69.65,20160121,87.25,20160121,54.01,20160121,72.39
20151216,1413.41,20151216,285.87,20151216,268.77,20151216,90.88,20151124,2279.26,20151230,373.69,20160120,70.32,20160120,86.67,20160120,55.36,20160120,73.65
20151215,1390.53,20151215,289.71,20151215,270.9,20151215,91.14,20151123,2276.33,20151229,371.76,20160119,70,20160119,86.29,20160119,55.08,20160119,72.51
20151214,1391.84,20151214,290.28,20151214,270.79,20151214,91.08,20151120,2290.21,20151228,371.17,20160118,70.95,20160118,86.56,20160118,58.18,20160118,72.03
20151211,1408.26,20151211,289.16,20151211,274.59,20151211,91.51,20151118,2279.69,20151224,372.37,20160115,73.49,20160115,86.75,20160115,58.55,20160115,72.54
20151210,1406.32,20151210,291.84,20151210,273.63,20151210,92.14,20151117,2281.59,20151223,372.22,20160114,73.47,20160114,86.42,20160114,58.65,20160114,72.23
20151209,1412.43,20151209,291.23,20151209,270.08,20151209,94.11,20151116,2272.42,20151222,376.31,20160113,73.64,20160113,86.4,20160113,59.22,20160113,72.18
20151208,1410.25,20151208,289.15,20151208,273.71,20151208,93.33,20151113,2281.7,20151221,377.26,20160112,74.4,20160112,87.38,20160112,61.22,20160112,72.86
20151207,1412.42,20151207,290.66,20151207,273.5,20151207,94.6,20151112,2294.68,20151218,377.33,20160111,75.61,20160111,87.8,20160111,64.18,20160111,73.87
20151204,1424.93,20151204,294.72,20151204,278.95,20151204,95.16,20151111,2295.46,20151217,376.42,20160108,76.31,20160108,87.88,20160108,63.66,20160108,73.55
20151203,1393.31,20151203,292.08,20151203,278.99,20151203,94.81,20151110,2296.18,20151216,371.42,20160107,76.64,20160107,87.25,20160107,64.05,20160107,74.89
20151202,1383.91,20151202,287.14,20151202,282.48,20151202,93.23,20151109,2282.29,20151215,378.88,20160106,77.73,20160106,86.83,20160106,66.93,20160106,75.79
20151201,1396.07,20151201,288.55,20151201,288.04,20151201,93.45,20151106,2287.84,20151214,379.74,20160105,78.13,20160105,87.05,20160105,68.15,20160105,75.74
20151130,1398.21,20151130,286.88,20151130,281.07,20151130,91.72,20151105,2286.84,20151211,380.46,20160104,78.45,20160104,85.41,20160104,68.23,20160104,77.2
20151127,1387.14,20151127,286.55,20151127,284.87,20151127,92.8,20151104,2301.99,20151210,381.66,20160101,78.41,20160101,85.41,20160101,68.23,20160101,77.2
20151125,1404.31,20151125,288.98,20151125,284.15,20151125,92.62,20151103,2289.55,20151209,384.9,20151231,78.17,20151231,85.41,20151231,66.69,20151231,77.24
20151124,1408.67,20151124,287.46,20151124,282.57,20151124,92.27,20151102,2280.6,20151208,385.29,20151230,78.93,20151230,86.38,20151230,68.98,20151230,77.12
20151123,1399.47,20151123,290.08,20151123,285.91,20151123,92.81,20151030,2281.38,20151207,385.96,20151229,78.23,20151229,86.56,20151229,67.04,20151229,76.91
20151120,1411.53,20151120,288.36,20151120,282.69,20151120,93.5,20151029,2284.02,20151204,386.75,20151228,78.44,20151228,86.56,20151228,67.45,20151228,76.91
20151119,1414.99,20151119,288.15,20151119,280.52,20151119,92.44,20151028,2279.63,20151203,385.89,20151225,78.45,20151225,86.56,20151225,67.5,20151225,76.91
20151118,1402.74,20151118,284.53,20151118,281.74,20151118,90.12,20151027,2288.25,20151202,385.53,20151224,77.6,20151224,86.84,20151224,66.09,20151224,76.72
20151117,1403.76,20151117,286.18,20151117,277.88,20151117,91.25,20151026,2281.25,20151201,385.23,20151223,76.9,20151223,86.98,20151223,64.16,20151223,76.48
20151116,1422.01,20151116,287.79,20151116,273.58,20151116,92.28,20151023,2292.26,20151130,384.22,20151222,77.03,20151222,87.1,20151222,64.48,20151222,76.47
20151113,1418.73,20151113,286.67,20151113,282.19,20151113,91.29,20151022,2275.18,20151127,383.82,20151221,76.89,20151221,85.36,20151221,64.41,20151221,75.75
20151112,1419.05,20151112,288.41,20151112,287.58,20151112,91.47,20151021,2261.95,20151125,383.85,20151218,77.45,20151218,85.29,20151218,64.53,20151218,74.34
20151111,1423.97,20151111,287.01,20151111,282.2,20151111,90.84,20151020,2276.85,20151124,382.22,20151217,77.86,20151217,86.01,20151217,65.43,20151217,74.9
20151110,1429.2,20151110,284.92,20151110,274.31,20151110,90.48,20151019,2285.43,20151123,382.94,20151216,78.4,20151216,85.14,20151216,66.86,20151216,75.2
20151109,1429.08,20151109,286.7,20151109,279.84,20151109,88.53,20151016,2291.59,20151120,383.29,20151215,78.56,20151215,85.4,20151215,67.08,20151215,75.51
20151106,1431.22,20151106,291.67,20151106,285.86,20151106,89.61,20151015,2293.54,20151119,382.59,20151214,78.99,20151214,85.84,20151214,68.06,20151214,76.12
20151105,1453.32,20151105,292.69,20151105,284.42,20151105,90.92,20151014,2289.21,20151118,382.89,20151211,80.31,20151211,86.53,20151211,70.35,20151211,74.84
20151104,1456.45,20151104,294.93,20151104,291.69,20151104,90.46,20151013,2293.83,20151117,384.08,20151210,80.68,20151210,87.16,20151210,71.06,20151210,75.64
20151103,1467.63,20151103,295.51,20151103,297.73,20151103,93.09,20151012,2306.78,20151116,383.43,20151209,80.61,20151209,86.67,20151209,71.44,20151209,74.56
20151102,1494.98,20151102,292.61,20151102,299.88,20151102,92.2,20151009,2297.34,20151113,383.55,20151208,81.14,20151208,87.64,20151208,72.32,20151208,75.8
20151030,1503.12,20151030,295.23,20151030,301.12,20151030,90.85,20151008,2279.71,20151112,383.65,20151207,82.69,20151207,86.83,20151207,75.75,20151207,76.02
20151029,1509.85,20151029,292.88,20151029,303.6,20151029,90.32,20151007,2270.6,20151111,383.95,20151204,82.73,20151204,85.2,20151204,76.5,20151204,74.17
20151028,1551.49,20151028,291.11,20151028,306.58,20151028,90.54,20151006,2259.57,20151110,384.22,20151203,82.39,20151203,85.53,20151203,75.25,20151203,74.89
20151027,1534.86,20151027,292.03,20151027,301.39,20151027,89.49,20151002,2242.32,20151109,385.27,20151202,83.36,20151202,86.22,20151202,78.05,20151202,74.74
20151026,1535.77,20151026,293.08,20151026,305.86,20151026,89.91,20151001,2231.74,20151106,391,20151201,83.26,20151201,85.66,20151201,78.28,20151201,74.59
20151023,1530.96,20151023,289.22,20151023,309.17,20151023,89.23,20150929,2221.36,20151105,392.15,20151130,83.45,20151130,85.48,20151130,78.45,20151130,75.35
20151022,1534.94,20151022,290.06,20151022,313.25,20151022,90.2,20150924,2202.67,20151104,394.1,20151127,83.79,20151127,86.71,20151127,79.19,20151127,75.91
20151021,1534.76,20151021,291.58,20151021,312.8,20151021,89.99,20150923,2214.21,20151103,393.58,20151126,83.73,20151126,85.94,20151126,80.09,20151126,73.79
20151020,1549.15,20151020,289.82,20151020,313.73,20151020,90.18,20150922,2215.75,20151102,393.48,20151125,83.64,20151125,86.53,20151125,79.9,20151125,73.59
20151019,1542.83,20151019,287.92,20151019,309.37,20151019,90.26,20150921,2227.72,20151030,395.15,20151124,83.01,20151124,86,20151124,78.2,20151124,73.01
