날짜,GSCI Precious Metals,날짜,GSCI Agriculture,날짜,GSCI Livestock,날짜,GSCI Softs,날짜,Reuters Index of Commodity Prices,날짜,CRB BLS Spot Index,날짜,PDS 원자재 지수,날짜,PDS 귀금속 하위지수,날짜,PDS 에너지 하위지수,날짜,PDS 비철금속 하위지수
20171020,1682.25,20171020,275.9,20171020,267.94,20171020,87.86,20171019,2398.15,20171031,428.23,20171101,109.63,20171101,101.58,20171101,107.16,20171101,113.9
20171019,1695.28,20171019,279.04,20171019,266.63,20171019,88.61,20171018,2409.78,20171030,428.19,20171031,109.62,20171031,101.52,20171031,107.2,20171031,113.81
20171018,1684.3,20171018,277.92,20171018,266.35,20171018,88.02,20171017,2412.53,20171027,429.86,20171030,109.13,20171030,101.23,20171030,106.5,20171030,113.31
20171017,1688.52,20171017,278.94,20171017,263.72,20171017,87.92,20171016,2427.44,20171026,429.95,20171027,108.81,20171027,102.19,20171027,105.89,20171027,115.86
20171016,1711.71,20171016,279.79,20171016,267.23,20171016,88.08,20171013,2415.03,20171025,429.32,20171026,108.15,20171026,101.96,20171026,104.21,20171026,115.26
20171013,1714.04,20171013,282.59,20171013,265.98,20171013,89.64,20171012,2411.7,20171024,429.68,20171025,108.29,20171025,102.39,20171025,104.14,20171025,116.21
20171012,1703,20171012,279.3,20171012,265.25,20171012,88.98,20171011,2406.48,20171023,427.78,20171024,107.76,20171024,102.14,20171024,103.34,20171024,114.7
20171011,1692.67,20171011,277.81,20171011,268.53,20171011,89.48,20171010,2408.59,20171020,428.61,20171023,107.72,20171023,102.66,20171023,103.09,20171023,115.73
20171010,1699.2,20171010,278.91,20171010,267.93,20171010,89.64,20171009,2423.24,20171019,428.18,20171020,107.23,20171020,102.8,20171020,102.18,20171020,114.43
20171009,1686.35,20171009,278.48,20171009,264.77,20171009,89.07,20170928,2402.66,20171018,431.47,20171019,107.74,20171019,102.38,20171019,103.3,20171019,114.76
20171006,1672.58,20171006,279.94,20171006,264.9,20171006,89.1,20170927,2414.69,20171017,430.91,20171018,107.96,20171018,102.98,20171018,103.66,20171018,115.27
20171005,1668.95,20171005,279.42,20171005,265.87,20171005,89.53,20170926,2420.5,20171016,430.29,20171017,108.19,20171017,104.62,20171017,103.45,20171017,116.67
20171004,1673.01,20171004,278.4,20171004,263,20171004,89.09,20170925,2412.83,20171013,429.24,20171016,107.77,20171016,103.97,20171016,102.94,20171016,114.88
20171003,1670.72,20171003,278.55,20171003,263.41,20171003,88.07,20170922,2410.31,20171012,429.02,20171013,107.35,20171013,103.49,20171013,101.72,20171013,114.35
20171002,1672.16,20171002,279.33,20171002,260.64,20171002,88.89,20170921,2406.58,20171011,427.94,20171012,107.19,20171012,103.28,20171012,101.9,20171012,113.13
20170929,1682.93,20170929,281.3,20170929,261.24,20170929,88.84,20170920,2399.32,20171010,429.84,20171011,107,20171011,103.27,20171011,101.36,20171011,112.98
20170928,1689.34,20170928,281.1,20170928,259.3,20170928,88.53,20170919,2395.48,20171009,429.84,20171010,106.47,20171010,102.17,20171010,100.07,20171010,112.7
20170927,1688.07,20170927,282.6,20170927,260.61,20170927,88.31,20170918,2393.42,20171006,430.41,20171009,106.69,20171009,100.76,20171009,100.79,20171009,112.83
20170926,1704.93,20170926,281.35,20170926,256.32,20170926,88.81,20170917,2387.58,20171005,429.02,20171006,107.35,20171006,101.41,20171006,102.69,20171006,111.48
20170925,1719.25,20170925,283.37,20170925,256.96,20170925,90.15,20170914,2382.95,20171004,427.87,20171005,107.15,20171005,101.74,20171005,101.46,20171005,111.82
20170922,1701.11,20170922,284.06,20170922,261.11,20170922,90.92,20170913,2380.22,20171003,426.48,20171004,106.95,20171004,101.1,20171004,101.41,20171004,110.81
20170921,1698.32,20170921,283.2,20170921,260.73,20170921,91.27,20170912,2385.58,20171002,427.32,20171003,106.94,20171003,101.2,20171003,101.67,20171003,110.08
20170920,1727,20170920,283.12,20170920,263.52,20170920,91.74,20170911,2393.87,20170929,427.96,20171002,107.83,20171002,102.3,20171002,102.97,20171002,110.81
20170919,1719.62,20170919,280.47,20170919,258.4,20170919,90.62,20170908,2397.04,20170928,428.98,20170929,107.76,20170929,102.2,20170929,103.37,20170929,109.67
20170918,1718.53,20170918,283.32,20170918,255.58,20170918,92.86,20170907,2411.67,20170927,427.59,20170928,108.11,20170928,102.3,20170928,104.14,20170928,110.09
20170915,1741.27,20170915,285.52,20170915,255.48,20170915,93.58,20170906,2414.42,20170926,428.97,20170927,108.13,20170927,103.44,20170927,104.13,20170927,110.14
20170914,1747.01,20170914,283.71,20170914,251.49,20170914,92.14,20170905,2416.23,20170925,428.88,20170926,108.06,20170926,103.01,20170926,103.88,20170926,110.15
20170913,1746.34,20170913,282.05,20170913,252.57,20170913,91.84,20170904,2410.23,20170922,429.68,20170925,107.14,20170925,103.2,20170925,101.97,20170925,110.09
20170912,1752.08,20170912,279.96,20170912,250.27,20170912,90.37,20170901,2397.66,20170921,429.25,20170922,106.69,20170922,103.02,20170922,102.19,20170922,110.38
20170911,1755.72,20170911,281.74,20170911,253.13,20170911,91.58,20170831,2388.5,20170920,428.84,20170921,107.24,20170921,104.91,20170921,102.86,20170921,111.99
20170908,1776.24,20170908,282.34,20170908,252.86,20170908,91.63,20170830,2385.34,20170919,427.42,20170920,106.55,20170920,104.4,20170920,101.73,20170920,110.34
20170907,1775.11,20170907,281.61,20170907,249.37,20170907,90.77,20170829,2382.63,20170918,427.9,20170919,106.72,20170919,105.42,20170919,102.27,20170919,109.71
20170906,1759.67,20170906,284.83,20170906,249.21,20170906,91.4,20170825,2397.13,20170915,428.96,20170918,106.47,20170918,106.43,20170918,101.68,20170918,109.07
20170905,1766.43,20170905,283.3,20170905,248.75,20170905,90.97,20170824,2388.65,20170914,429.9,20170915,106.7,20170915,106.65,20170915,101.58,20170915,108.32
20170901,1748.59,20170901,279.19,20170901,247.25,20170901,89.18,20170823,2389.72,20170913,432.05,20170914,106.76,20170914,107.14,20170914,100.97,20170914,109.98
20170831,1736.39,20170831,279.98,20170831,247.43,20170831,90.44,20170822,2396.15,20170912,433.65,20170913,106.32,20170913,106.75,20170913,99.58,20170913,110.47
20170830,1726.14,20170830,274.5,20170830,248.52,20170830,88.97,20170821,2411.66,20170911,434.13,20170912,106.36,20170912,107.44,20170912,98.91,20170912,111.81
20170829,1731.9,20170829,274.98,20170829,246.98,20170829,88.56,20170818,2405.16,20170908,435.66,20170911,106.19,20170911,108.95,20170911,98.76,20170911,111.78
20170828,1727.83,20170828,276.94,20170828,252.35,20170828,90.26,20170817,2405.35,20170907,436.74,20170908,105.15,20170908,107.86,20170908,99.9,20170908,112.56
20170825,1703.18,20170825,277.4,20170825,251.22,20170825,88.64,20170816,2396.46,20170906,436.21,20170907,104.97,20170907,107.61,20170907,99.5,20170907,112.64
20170824,1695.35,20170824,278.12,20170824,251.76,20170824,88.7,20170815,2392.65,20170905,435.55,20170906,104.7,20170906,107.69,20170906,98.21,20170906,113.82
20170823,1699.38,20170823,275.61,20170823,250.47,20170823,87.44,20170814,2391.24,20170904,435.55,20170905,104.41,20170905,107.42,20170905,97.53,20170905,113.78
20170822,1694.33,20170822,275.78,20170822,252.97,20170822,86.69,20170811,2399.6,20170901,435.64,20170904,103.67,20170904,106.14,20170904,97.16,20170904,113.03
20170821,1701.39,20170821,277.72,20170821,250.74,20170821,86.77,20170810,2446.24,20170831,435.47,20170901,103.25,20170901,105.28,20170901,96.96,20170901,112.93
20170818,1695.33,20170818,279.11,20170818,252.64,20170818,86.54,20170809,2447.62,20170830,434.84,20170831,102.24,20170831,105.38,20170831,94.68,20170831,111.82
20170817,1696.84,20170817,277.9,20170817,254.16,20170817,86.09,20170808,2432.63,20170829,435.64,20170830,102.81,20170830,106.29,20170830,96.06,20170830,112.36
20170816,1684.49,20170816,278.27,20170816,259.67,20170816,85.39,20170807,2405.84,20170828,435.38,20170829,102.58,20170829,103.31,20170829,95.9,20170829,111.49
20170815,1678.32,20170815,280.74,20170815,263.69,20170815,86.25,20170804,2405.72,20170825,436.33,20170828,102.73,20170828,103.31,20170828,96.26,20170828,111.49
20170814,1695.24,20170814,286.82,20170814,257.84,20170814,88.3,20170803,2408,20170824,436.37,20170825,101.8,20170825,103.3,20170825,96.08,20170825,110.45
20170811,1698.88,20170811,287.03,20170811,257.98,20170811,88.38,20170802,2391.79,20170823,436.17,20170824,101.78,20170824,103.5,20170824,96.27,20170824,110.15
20170810,1694.09,20170810,284.6,20170810,255.92,20170810,88.04,20170801,2419.41,20170822,436.94,20170823,101.59,20170823,103.25,20170823,95.55,20170823,110.46
20170809,1679.07,20170809,293.62,20170809,258.38,20170809,90.9,20170731,2419.99,20170821,437.81,20170822,101.55,20170822,103.72,20170822,95.62,20170822,109.85
20170808,1654.23,20170808,291.47,20170808,262.32,20170808,91.25,20170728,2409.05,20170818,438.54,20170821,101.43,20170821,104.16,20170821,96.14,20170821,109.3
20170807,1655.01,20170807,291.25,20170807,263.64,20170807,91.09,20170727,2419.11,20170817,438.42,20170818,100.49,20170818,103.3,20170818,94.27,20170818,109.46
20170804,1654.72,20170804,286.63,20170804,266.94,20170804,91.34,20170726,2417.25,20170816,437.81,20170817,100.04,20170817,101.91,20170817,93.48,20170817,108.45
20170803,1670.27,20170803,286.97,20170803,266.45,20170803,91.81,20170725,2403.37,20170815,440.23,20170816,100.15,20170816,102.13,20170816,94.29,20170816,107.29
20170802,1676.06,20170802,289.96,20170802,266.94,20170802,93.13,20170724,2399.83,20170814,440.97,20170815,100.16,20170815,103,20170815,94.45,20170815,106.43
20170801,1677.57,20170801,288.62,20170801,262.18,20170801,92.49,20170721,2416.07,20170811,441.34,20170814,100.51,20170814,103.59,20170814,96.12,20170814,106.51
20170731,1670.79,20170731,294.62,20170731,262.11,20170731,92.69,20170720,2417.53,20170810,444.3,20170811,100.59,20170811,103.47,20170811,96.27,20170811,107.31
20170728,1672.02,20170728,295.35,20170728,263.4,20170728,91.08,20170719,2394.29,20170809,443.92,20170810,100.76,20170810,101.81,20170810,96.39,20170810,107.69
20170727,1660.41,20170727,294.68,20170727,266.79,20170727,90.86,20170718,2379.66,20170808,442.67,20170809,100.12,20170809,100.9,20170809,95.4,20170809,105.89
20170726,1646.43,20170726,292.45,20170726,265.95,20170726,89.65,20170717,2408.76,20170807,441.58,20170808,99.96,20170808,100.12,20170808,95.48,20170808,104.72
20170725,1650.72,20170725,289.55,20170725,264.27,20170725,88.45,20170714,2399.69,20170804,441.65,20170807,99.82,20170807,101.31,20170807,95.35,20170807,104.17
20170724,1652.22,20170724,296.01,20170724,266.29,20170724,89.92,20170713,2406.85,20170803,442.27,20170804,98.96,20170804,101.18,20170804,94.84,20170804,103.88
20170721,1652.73,20170721,299.37,20170721,272.3,20170721,90.52,20170712,2408.59,20170802,441.28,20170803,99.13,20170803,101.5,20170803,95.23,20170803,103.74
20170720,1641.11,20170720,303.18,20170720,272.39,20170720,90.53,20170711,2389.34,20170801,441.74,20170802,98.96,20170802,101.72,20170802,94.88,20170802,103.61
20170719,1636.73,20170719,299.97,20170719,276.4,20170719,90.47,20170710,2393.15,20170731,442.86,20170801,99.44,20170801,101.58,20170801,95.71,20170801,104.39
20170718,1636.41,20170718,297.26,20170718,271.96,20170718,89.25,20170707,2392.9,20170728,442.32,20170731,99.18,20170731,100.93,20170731,95.8,20170731,103.38
20170717,1625.11,20170717,296.63,20170717,275.18,20170717,88.85,20170706,2404.47,20170727,441.56,20170728,98.47,20170728,101.29,20170728,95.11,20170728,104.38
20170714,1616.06,20170714,298.04,20170714,273.99,20170714,88.94,20170705,2408.37,20170726,440.73,20170727,97.86,20170727,99.7,20170727,94.01,20170727,103.38
20170713,1599.88,20170713,295.15,20170713,278.29,20170713,87.96,20170704,2419.84,20170725,441.25,20170726,97.3,20170726,99.92,20170726,92.88,20170726,102.45
20170712,1602.61,20170712,303.69,20170712,281.19,20170712,85.99,20170703,2420.01,20170724,442.35,20170725,96.44,20170725,100.49,20170725,90.79,20170725,100.75
20170711,1594.24,20170711,310.16,20170711,278.94,20170711,85.92,20170630,2388.79,20170721,445.36,20170724,96.53,20170724,100.03,20170724,90.94,20170724,100.82
20170710,1589.55,20170710,310,20170710,279.83,20170710,86.38,20170629,2368.55,20170720,444.75,20170721,96.09,20170721,98.86,20170721,92.21,20170721,100.12
20170707,1581.56,20170707,306.11,20170707,285.53,20170707,88.59,20170628,2365.59,20170719,444.94,20170720,96.33,20170720,99.2,20170720,92.44,20170720,100.7
20170706,1603.51,20170706,304.91,20170706,284.95,20170706,88.1,20170627,2364.37,20170718,444.94,20170719,95.9,20170719,99.03,20170719,91.6,20170719,100.22
20170705,1600.7,20170705,307.79,20170705,284.76,20170705,87.49,20170626,2365.35,20170717,443.95,20170718,95.74,20170718,98.52,20170718,90.82,20170718,100.94
20170703,1599.89,20170703,305.41,20170703,288.46,20170703,87.64,20170623,2355.92,20170714,443.53,20170717,95.54,20170717,97.5,20170717,91.01,20170717,99.6
20170630,1632.7,20170630,297.53,20170630,288.92,20170630,87.49,20170622,2364.49,20170713,441.97,20170714,94.78,20170714,97.46,20170714,90.01,20170714,100.31
20170629,1637.08,20170629,287.23,20170629,285.4,20170629,85.97,20170621,2376.46,20170712,444.09,20170713,94.68,20170713,97.25,20170713,89.64,20170713,99.91
20170628,1642.43,20170628,281.18,20170628,282.56,20170628,84.03,20170620,2387.15,20170711,445.62,20170712,94.45,20170712,95.93,20170712,89.47,20170712,98.71
20170627,1638.34,20170627,280.97,20170627,280.26,20170627,84.45,20170619,2395.87,20170710,446.91,20170711,93.98,20170711,95.4,20170711,88,20170711,98.96
20170626,1637.54,20170626,279.66,20170626,285.85,20170626,83.98,20170616,2352.09,20170707,445.49,20170710,93.81,20170710,97.05,20170710,87.6,20170710,99.26
20170623,1650.05,20170623,281.04,20170623,280.72,20170623,84.62,20170615,2353.22,20170706,446.32,20170707,94.7,20170707,97.76,20170707,89.45,20170707,99.62
20170622,1640.42,20170622,281.38,20170622,280.47,20170622,83.15,20170614,2340.61,20170705,447.7,20170706,94.47,20170706,97.38,20170706,88.94,20170706,99.14
20170621,1634.7,20170621,285.75,20170621,284.95,20170621,85.12,20170613,2337.91,20170703,448.16,20170705,95.37,20170705,98.03,20170705,91.53,20170705,99.4
20170620,1632.47,20170620,289.93,20170620,284.75,20170620,87.45,20170612,2347.71,20170630,446.63,20170704,95.47,20170704,99.01,20170704,91.39,20170704,100.06
20170619,1637.17,20170619,290.98,20170619,285.11,20170619,87.42,20170609,2354.69,20170629,444.05,20170703,94.98,20170703,99.68,20170703,90.92,20170703,99.74
20170616,1650.32,20170616,293.04,20170616,285.79,20170616,87.67,20170608,2341.96,20170628,442.12,20170630,93.82,20170630,100.37,20170630,89.44,20170630,99.67
20170615,1648.76,20170615,290.4,20170615,284.47,20170615,88.26,20170607,2345.23,20170627,441.2,20170629,93.53,20170629,100.58,20170629,89.32,20170629,98.58
20170614,1678.28,20170614,288.72,20170614,286.4,20170614,89.29,20170606,2337.84,20170626,440.04,20170628,93.03,20170628,100.38,20170628,88.24,20170628,97.97
20170613,1665.75,20170613,290.45,20170613,291.09,20170613,90.15,20170605,2345.29,20170623,439.59,20170627,92.54,20170627,99.94,20170627,86.96,20170627,97.61
20170612,1667.87,20170612,287.86,20170612,292.31,20170612,91.2,20170602,2347.44,20170622,440.11,20170626,92.26,20170626,100.84,20170626,86.05,20170626,97.68
20170609,1673.67,20170609,292.06,20170609,298.55,20170609,91.73,20170601,2368.46,20170621,442.35,20170623,92.51,20170623,100.41,20170623,85.29,20170623,97.24
20170608,1685.05,20170608,291.27,20170608,298.32,20170608,92.1,20170531,2381.82,20170620,442.95,20170622,92.26,20170622,99.72,20170622,85.05,20170622,95.86
20170607,1703.14,20170607,288.26,20170607,297.6,20170607,91.32,20170530,2384.37,20170619,441.38,20170621,92.95,20170621,99.92,20170621,86.7,20170621,96.36
20170606,1708.97,20170606,283.76,20170606,297.48,20170606,91.09,20170526,2393.45,20170616,442.91,20170620,93.24,20170620,100.32,20170620,87.64,20170620,96
20170605,1690.27,20170605,281.98,20170605,300.96,20170605,91.42,20170525,2390.06,20170615,443.07,20170619,93.85,20170619,100.89,20170619,89.1,20170619,95.46
20170602,1686.74,20170602,281.49,20170602,302.26,20170602,90.83,20170524,2405.11,20170614,441.98,20170616,93.56,20170616,101.04,20170616,88.3,20170616,95.26
20170601,1672.29,20170601,282.07,20170601,300.25,20170601,92.86,20170523,2412.89,20170613,442.37,20170615,93.52,20170615,102.4,20170615,87.86,20170615,95.83
20170531,1679.84,20170531,284.14,20170531,296.22,20170531,94.55,20170522,2423.31,20170612,440.25,20170614,94.13,20170614,101.37,20170614,89.97,20170614,95.2
20170530,1668.72,20170530,283.67,20170530,290.72,20170530,95.39,20170519,2410.77,20170609,440.53,20170613,94.28,20170613,102.38,20170613,89.8,20170613,96.47
20170526,1674.26,20170526,286.82,20170526,289.77,20170526,94.86,20170518,2408.59,20170608,436.78,20170612,94.25,20170612,102.8,20170612,89.57,20170612,96.43
20170525,1659.29,20170525,286.42,20170525,292.51,20170525,96.1,20170517,2432.69,20170607,435.34,20170609,94.53,20170609,103.68,20170609,88.82,20170609,95.57
20170524,1654.61,20170524,287.75,20170524,289.08,20170524,96.24,20170516,2435.11,20170606,435.48,20170608,94.54,20170608,104.52,20170608,89.15,20170608,94.93
20170523,1657.65,20170523,287.81,20170523,291.88,20170523,97.27,20170515,2450.2,20170605,435.38,20170607,95.26,20170607,104.66,20170607,91.54,20170607,94.71
20170522,1665.12,20170522,292.19,20170522,293.17,20170522,99.5,20170512,2447.94,20170602,435.83,20170606,94.99,20170606,103.87,20170606,90.55,20170606,95.41
20170519,1651.48,20170519,291.88,20170519,291.4,20170519,99.78,20170511,2463.85,20170601,434.39,20170605,95.01,20170605,102.76,20170605,91.19,20170605,95.24
20170518,1649.3,20170518,287.4,20170518,288.25,20170518,98.64,20170510,2450.82,20170531,434.2,20170602,95.84,20170602,102.17,20170602,92,20170602,96.32
20170517,1658.76,20170517,292,20170517,286.41,20170517,100.27,20170509,2455.2,20170530,431.54,20170601,95.98,20170601,102.78,20170601,92.43,20170601,96.03
20170516,1630.96,20170516,289.87,20170516,286.24,20170516,99.19,20170508,2433.47,20170526,433.74,20170531,96.8,20170531,102.48,20170531,94.7,20170531,96.69
20170515,1622.03,20170515,290.32,20170515,286.07,20170515,100.44,20170505,2434.48,20170525,434.27,20170530,97.39,20170530,102.84,20170530,96.09,20170530,97.18
20170512,1617.17,20170512,291.2,20170512,290.85,20170512,99,20170504,2453.95,20170524,434.29,20170529,97.5,20170529,102.84,20170529,96.07,20170529,97.18
20170511,1611.71,20170511,290.12,20170511,285.08,20170511,97.78,20170503,2475.4,20170523,433.55,20170526,97.96,20170526,102.07,20170526,95.47,20170526,97.12
20170510,1604.06,20170510,290.84,20170510,287.64,20170510,97.55,20170502,2475.4,20170522,433.79,20170525,98.9,20170525,101.51,20170525,98.39,20170525,97.02
20170509,1598.45,20170509,288.46,20170509,290.35,20170509,96.71,20170428,2454.1,20170519,433.12,20170524,98.8,20170524,102.23,20170524,97.95,20170524,97.07
20170508,1612.57,20170508,288.46,20170508,296.02,20170508,96.68,20170427,2457.93,20170518,433.45,20170523,99.04,20170523,101.61,20170523,98.4,20170523,97.36
20170505,1611.69,20170505,290.92,20170505,296.94,20170505,96.29,20170426,2457.71,20170517,434.33,20170522,98.65,20170522,100.97,20170522,97.48,20170522,96.25
20170504,1613.17,20170504,289.69,20170504,302.1,20170504,96.72,20170425,2470.26,20170516,435.29,20170519,96.88,20170519,101.13,20170519,95.62,20170519,94.27
20170503,1639.07,20170503,295.17,20170503,300.08,20170503,97.85,20170424,2486.32,20170515,434.58,20170518,97.07,20170518,101.49,20170518,95.21,20170518,95.93
20170502,1652.1,20170502,294.79,20170502,293.33,20170502,98.3,20170421,2496.84,20170512,426.78,20170517,96.81,20170517,100.03,20170517,94.92,20170517,95.36
20170501,1650.46,20170501,296.7,20170501,288.07,20170501,98.87,20170420,2495.29,20170511,424.56,20170516,97.17,20170516,99.69,20170516,95.86,20170516,95.91
20170428,1669.98,20170428,289.22,20170428,289.09,20170428,98.47,20170419,2499.94,20170510,422.63,20170515,96.92,20170515,98.83,20170515,94.86,20170515,95.18
20170427,1667.95,20170427,287.37,20170427,283.27,20170427,95.83,20170418,2515.57,20170509,422.07,20170512,96.98,20170512,98.5,20170512,95.08,20170512,96.01
20170426,1667.01,20170426,286.88,20170426,275.71,20170426,96.97,20170413,2525.16,20170508,427.28,20170511,96.38,20170511,98.27,20170511,93.68,20170511,95.06
20170425,1672.99,20170425,290.23,20170425,272.26,20170425,98.95,20170412,2512.25,20170505,427.39,20170510,95.65,20170510,97.98,20170510,91.62,20170510,95.08
20170424,1687.99,20170424,287.67,20170424,268.13,20170424,98.64,20170411,2520.33,20170504,427.96,20170509,95.65,20170509,98.8,20170509,91.74,20170509,94.55
20170421,1701.61,20170421,287.79,20170421,269.49,20170421,99.6,20170410,2528.68,20170503,427.92,20170508,95.92,20170508,98.49,20170508,92.04,20170508,95.63
20170420,1697.15,20170420,287.42,20170420,269.68,20170420,99.28,20170407,2538.43,20170502,427.7,20170505,97.07,20170505,98.87,20170505,91.47,20170505,95.7
20170419,1698.22,20170419,291.48,20170419,270.68,20170419,100.34,20170406,2546.33,20170501,427.14,20170504,98.35,20170504,100.73,20170504,94.41,20170504,96.93
20170418,1711.93,20170418,292.96,20170418,271.9,20170418,101.89,20170405,2544.9,20170428,424.54,20170503,98.44,20170503,101.3,20170503,94.19,20170503,98.07
20170417,1711.95,20170417,293.34,20170417,272.83,20170417,100.85,20170404,2533.68,20170427,422.84,20170502,98.96,20170502,103,20170502,95.65,20170502,97.83
20170413,1707.92,20170413,294.97,20170413,271.33,20170413,99.96,20170403,2547.37,20170426,422.18,20170501,99.17,20170501,103,20170501,96.1,20170501,97.83
20170412,1693.32,20170412,293.94,20170412,270.4,20170412,100.12,20170331,2544.3,20170425,421.21,20170428,99.63,20170428,102.92,20170428,95.83,20170428,97.89
20170411,1688.1,20170411,292.41,20170411,271.31,20170411,100.38,20170330,2558.71,20170424,420.34,20170427,99.85,20170427,103.21,20170427,96.58,20170427,97.84
20170410,1660.53,20170410,290.61,20170410,268,20170410,99.88,20170329,2580.78,20170421,421.11,20170426,99.73,20170426,104.05,20170426,96.21,20170426,97.37
20170407,1666.9,20170407,287.1,20170407,266.23,20170407,99.55,20170328,2569.11,20170420,420.85,20170425,99.27,20170425,104.07,20170425,95.23,20170425,96.74
20170406,1663.09,20170406,285.77,20170406,264.61,20170406,98.89,20170327,2592.6,20170419,421.9,20170424,99.81,20170424,105.23,20170424,95.89,20170424,96.71
20170405,1656.84,20170405,287.14,20170405,261.23,20170405,98.15,20170324,2619.79,20170418,421.42,20170421,101.59,20170421,105.66,20170421,97.59,20170421,96.97
20170404,1669.89,20170404,286.1,20170404,260.98,20170404,98.35,20170323,2624.09,20170417,422.48,20170420,101.59,20170420,105.62,20170420,97.97,20170420,96.14
20170403,1663.54,20170403,288.24,20170403,263.98,20170403,99.6,20170322,2624.5,20170413,422.39,20170419,102.4,20170419,106.1,20170419,99.91,20170419,96.9
20170331,1660.74,20170331,289.11,20170331,265.88,20170331,101.09,20170321,2635.66,20170412,422.82,20170418,102.69,20170418,106.52,20170418,100.62,20170418,97.04
20170330,1656.46,20170330,287.56,20170330,265.98,20170330,100.77,20170320,2655.37,20170411,423.73,20170417,103.17,20170417,106.52,20170417,101.7,20170417,97.04
20170329,1667.25,20170329,289.53,20170329,265.96,20170329,101.5,20170317,2649.61,20170410,424.21,20170414,102.98,20170414,106.52,20170414,102.01,20170414,97.04
20170328,1669.59,20170328,290.75,20170328,264.81,20170328,103.02,20170316,2643.81,20170407,427.37,20170413,103.17,20170413,105.42,20170413,101.78,20170413,97.44
20170327,1668.03,20170327,290.16,20170327,265.81,20170327,103.53,20170315,2637.07,20170406,428.57,20170412,103.23,20170412,103.49,20170412,101.82,20170412,98.22
20170324,1655.83,20170324,291.21,20170324,270.94,20170324,103.49,20170314,2629.59,20170405,429.28,20170411,103.34,20170411,103.33,20170411,101.95,20170411,98.82
20170323,1652.28,20170323,291.9,20170323,273.13,20170323,103.67,20170313,2646.77,20170404,428.91,20170410,103.41,20170410,105.32,20170410,101.27,20170410,99.2
20170322,1655.27,20170322,292.63,20170322,272.53,20170322,103.05,20170310,2642.7,20170403,429.7,20170407,102.82,20170407,104.19,20170407,100.5,20170407,101.15
20170321,1651.59,20170321,294.13,20170321,268.67,20170321,103.2,20170309,2644.2,20170331,430.99,20170406,102.4,20170406,104.06,20170406,99.53,20170406,100.56
20170320,1635.52,20170320,296.25,20170320,268.28,20170320,104.4,20170308,2616.89,20170330,431.6,20170405,102.03,20170405,104.7,20170405,99.14,20170405,99.02
20170317,1630.57,20170317,298.92,20170317,267.8,20170317,105.27,20170307,2641.4,20170329,431.88,20170404,101.4,20170404,103.76,20170404,96.67,20170404,100.19
20170316,1626.16,20170316,298.61,20170316,268.8,20170316,105.36,20170306,2649.36,20170328,432.26,20170403,101.62,20170403,103.35,20170403,97.04,20170403,100.41
20170315,1590.88,20170315,297.68,20170315,267,20170315,105.27,20170303,2660.06,20170327,430.89,20170331,101.2,20170331,103.76,20170331,96.95,20170331,100.94
20170314,1593.22,20170314,296.22,20170314,265.36,20170314,104.78,20170302,2661.33,20170324,431.88,20170330,100.99,20170330,103.92,20170330,96.51,20170330,100.3
20170313,1594.57,20170313,296.31,20170313,266.48,20170313,104.74,20170301,2654.89,20170323,433.99,20170329,100.27,20170329,103.9,20170329,94.79,20170329,99.35
20170310,1591.16,20170310,298.61,20170310,263.73,20170310,104.61,20170228,2629.24,20170322,434.46,20170328,99.6,20170328,104.05,20170328,93.22,20170328,98.39
20170309,1593.79,20170309,299.63,20170309,262.54,20170309,104.02,20170227,2643.6,20170321,434.61,20170327,99.94,20170327,102.81,20170327,93.43,20170327,99.91
20170308,1603.08,20170308,303.08,20170308,262.19,20170308,105.39,20170224,2651.12,20170320,434.8,20170324,100.92,20170324,102.63,20170324,93.09,20170324,100
20170307,1612.7,20170307,305.37,20170307,261.31,20170307,105.24,20170223,2670.2,20170317,434.19,20170323,100.7,20170323,102.81,20170323,92.97,20170323,99.13
20170306,1625.46,20170306,309.11,20170306,260.87,20170306,107.78,20170222,2676.61,20170316,433.92,20170322,101.19,20170322,101.97,20170322,94.08,20170322,99.76
20170303,1626.27,20170303,309.63,20170303,260.99,20170303,108.59,20170221,2675.18,20170315,432.42,20170321,101.44,20170321,101.27,20170321,94.41,20170321,100.66
20170302,1633.84,20170302,309.13,20170302,262.71,20170302,108.51,20170220,2678.08,20170314,432.81,20170320,101.3,20170320,101.49,20170320,94.01,20170320,100.28
20170301,1661.86,20170301,311.23,20170301,265.21,20170301,108.45,20170217,2672.45,20170313,431.72,20170317,101.32,20170317,101.56,20170317,93.58,20170317,100.45
20170228,1666.21,20170228,305.06,20170228,264.96,20170228,106.92,20170216,2687.95,20170310,431.69,20170316,101.13,20170316,98.8,20170316,94.05,20170316,98.96
20170227,1671.37,20170227,301.99,20170227,262.2,20170227,106.65,20170215,2683.99,20170309,433.16,20170315,100.49,20170315,99.29,20170315,92.74,20170315,97.65
20170224,1670.67,20170224,306.43,20170224,260.79,20170224,109.29,20170214,2683.61,20170308,431.68,20170314,101.06,20170314,99.32,20170314,93.89,20170314,98.82
20170223,1660.21,20170223,308.61,20170223,262.23,20170223,110.53,20170213,2687.27,20170307,432.65,20170313,100.96,20170313,99.02,20170313,93.9,20170313,97.91
20170222,1637.28,20170222,311.85,20170222,263.06,20170222,111.73,20170210,2674.35,20170306,433.73,20170310,102.95,20170310,99.75,20170310,95.25,20170310,96.53
