날짜,철광석 Fines (Daily) [중국(수입가 CFR)] 현물,날짜,철광석 62% [DCE] 2018.09,날짜,고철 HMS No.1 [미 동부 Composite가격] 현물,날짜,철근 [SHFE] 2018.10,날짜,철근 고장력 HD10mm [국내(1차 유통가)] 현물,날짜,냉연코일 1.0x4x8mm [국내(1차 유통가)] 현물,날짜,열연코일 4.5x4x8 ~ 5.9x4x8mm [국내(1차 유통가)] 현물,날짜,선재 [SHFE] 2018.09,날짜,중후판 12(mm)x8(ft)x20(ft) [국내(1차 유통가)] 현물,날짜,H형강 소형 [국내(1차 유통가)] 현물
20140410,118.73,20140318,730,,,20140318,3249,,,,,,,20140318,3311,,,,
20140409,119.82,20140317,734,,,20140317,3245,,,,,,,20140317,3311,,,,
20140408,119.26,20140314,735,,,20140314,3248,,,,,,,20140314,3337,,,,
20140407,117.02,20140313,737,,,20140313,3265,,,,,,,20140313,3337,,,,
20140404,116.7,20140312,726,,,20140312,3223,,,,,,,20140312,3337,,,,
20140403,115.75,20140311,731,,,20140311,3219,,,,,,,20140311,3337,,,,
20140402,115.8,20140310,734,,,20140310,3245,,,,,,,20140310,3337,,,,
20140401,117.76,20140307,774,,,20140307,3356,,,,,,,20140307,3513,,,,
20140331,116.64,20140306,795,,,20140306,3404,,,,,,,20140306,3513,,,,
20140328,112.76,20140305,798,,,20140305,3415,,,,,,,20140305,3513,,,,
20140327,112.88,20140304,808,,,20140304,3407,,,,,,,20140304,3513,,,,
20140326,111.29,20140303,809,,,20140303,3313,,,,,,,20140303,3513,,,,
20140325,112.11,20140228,820,,,20140228,3321,,,,,,,20140228,3513,,,,
20140324,110.92,20140227,821,,,20140227,3329,,,,,,,20140227,3513,,,,
20140321,110.14,20140226,816,,,20140226,3314,,,,,,,20140226,3513,,,,
20140320,109.88,20140225,819,,,20140225,3320,,,,,,,20140225,3513,,,,
20140319,109.9,20140224,828,,,20140224,3336,,,,,,,20140224,3513,,,,
20140317,109.58,20140221,850,,,20140221,3393,,,,,,,20140221,3513,,,,
20140314,109.66,20140220,856,,,20140220,3404,,,,,,,20140220,3513,,,,
20140313,111.58,20140219,863,,,20140219,3436,,,,,,,20140219,3513,,,,
20140312,107.94,20140218,868,,,20140218,3439,,,,,,,20140218,3513,,,,
20140311,105.97,20140217,868,,,20140217,3438,,,,,,,20140217,3513,,,,
20140310,103.99,20140214,860,,,20140214,3408,,,,,,,20140214,3513,,,,
20140307,113.59,20140213,853,,,20140213,3398,,,,,,,20140213,3513,,,,
20140306,116.44,20140212,849,,,20140212,3392,,,,,,,20140212,3513,,,,
20140305,115.28,20140211,851,,,20140211,3407,,,,,,,20140211,3513,,,,
20140304,115.15,20140210,853,,,20140210,3405,,,,,,,20140210,3513,,,,
20140303,118.06,20140207,859,,,20140207,3418,,,,,,,20140207,3513,,,,
20140228,118.14,20140130,866,,,20140130,3447,,,,,,,20140130,3580,,,,
20140227,117.87,20140129,863,,,20140129,3439,,,,,,,20140129,3580,,,,
20140226,117.33,20140128,861,,,20140128,3445,,,,,,,20140128,3580,,,,
20140225,116.62,20140127,865,,,20140127,3467,,,,,,,20140127,3580,,,,
20140224,120.61,20140124,875,,,20140124,3467,,,,,,,20140124,3580,,,,
20140221,122.14,20140123,869,,,20140123,3438,,,,,,,20140123,3580,,,,
20140220,122.61,20140122,851,,,20140122,3420,,,,,,,20140122,3580,,,,
20140219,123.93,20140121,849,,,20140121,3421,,,,,,,20140121,3580,,,,
20140218,124.1,20140120,867,,,20140120,3461,,,,,,,20140120,3580,,,,
20140217,124.69,20140117,874,,,20140117,3463,,,,,,,20140117,3580,,,,
20140214,121.93,20140116,879,,,20140116,3490,,,,,,,20140116,3580,,,,
20140213,122.47,20140115,877,,,20140115,3493,,,,,,,20140115,3580,,,,
20140212,121.56,20140114,874,,,20140114,3481,,,,,,,20140114,3580,,,,
20140211,120.79,20140113,872,,,20140113,3469,,,,,,,20140113,3580,,,,
20140210,121.07,20140110,877,,,20140110,3471,,,,,,,20140110,3580,,,,
20140207,121.19,20140109,890,,,20140109,3472,,,,,,,20140109,3580,,,,
20140206,122.08,20140108,890,,,20140108,3463,,,,,,,20140108,3570,,,,
20140205,122.94,20140107,893,,,20140107,3480,,,,,,,20140107,3570,,,,
20140204,123.02,20140106,892,,,20140106,3526,,,,,,,20140106,3570,,,,
20140203,123.02,20140103,897,,,20140103,3550,,,,,,,20140103,3527,,,,
20140130,123.02,20140102,906,,,20140102,3582,,,,,,,20140102,3517,,,,
20140129,123.32,20131231,909,,,20131231,3575,,,,,,,20131231,3690,,,,
20140128,123.57,20131230,913,,,20131230,3602,,,,,,,20131230,3690,,,,
20140127,124.48,20131227,903,,,20131227,3609,,,,,,,20131227,3690,,,,
20140124,124.29,20131226,891,,,20131226,3598,,,,,,,20131226,3690,,,,
20140123,124.61,20131225,901,,,20131225,3611,,,,,,,20131225,3690,,,,
20140122,122.46,20131224,901,,,20131224,3623,,,,,,,20131224,3690,,,,
20140121,124.12,20131223,892,,,20131223,3615,,,,,,,20131223,3690,,,,
20140120,128.79,20131220,908,,,20131220,3650,,,,,,,20131220,3690,,,,
20140117,130.47,20131219,909,,,20131219,3657,,,,,,,20131219,3690,,,,
20140116,127.72,20131218,907,,,20131218,3653,,,,,,,20131218,3690,,,,
20140115,129.52,20131217,916,,,20131217,3676,,,,,,,20131217,3690,,,,
20140114,131.06,20131216,918,,,20131216,3679,,,,,,,20131216,3690,,,,
20140113,132.82,20131213,912,,,20131213,3689,,,,,,,20131213,3690,,,,
20140110,131.05,20131212,934,,,20131212,3734,,,,,,,20131212,3690,,,,
20140109,131.26,20131211,936,,,20131211,3716,,,,,,,20131211,3690,,,,
20140108,131.75,20131210,943,,,20131210,3719,,,,,,,20131210,3690,,,,
20140107,133.76,20131209,943,,,20131209,3717,,,,,,,20131209,3690,,,,
20140106,135.1,20131206,940,,,20131206,3690,,,,,,,20131206,3690,,,,
20140103,135.27,20131205,948,,,20131205,3704,,,,,,,20131205,3690,,,,
20140102,134.89,20131204,949,,,20131204,3718,,,,,,,20131204,3690,,,,
20131231,134.69,20131203,938,,,20131203,3697,,,,,,,20131203,3690,,,,
20131230,133.33,20131202,936,,,20131202,3686,,,,,,,20131202,3690,,,,
20131227,132.92,20131129,941,,,20131129,3670,,,,,,,20131129,3690,,,,
20131226,132.68,20131128,937,,,20131128,3667,,,,,,,20131128,3606,,,,
20131225,132.43,20131127,936,,,20131127,3654,,,,,,,20131127,3606,,,,
20131224,132.49,20131126,939,,,20131126,3657,,,,,,,20131126,3606,,,,
20131223,132.94,20131125,932,,,20131125,3628,,,,,,,20131125,3606,,,,
20131220,132.79,20131122,932,,,20131122,3621,,,,,,,20131122,3606,,,,
20131219,132.95,20131121,935,,,20131121,3623,,,,,,,20131121,3606,,,,
20131218,133,20131120,942,,,20131120,3637,,,,,,,20131120,3606,,,,
20131217,133.03,20131119,936,,,20131119,3604,,,,,,,20131119,3606,,,,
20131216,134.72,20131118,930,,,20131118,3595,,,,,,,20131118,3606,,,,
20131213,136.76,20131115,935,,,20131115,3614,,,,,,,20131115,3606,,,,
20131212,138.26,20131114,940,,,20131114,3629,,,,,,,20131114,3606,,,,
20131211,139.08,20131112,939,,,20131113,3663,,,,,,,20131113,3606,,,,
20131210,138.86,20131111,938,,,20131112,3669,,,,,,,20131112,3606,,,,
20131209,140.28,20131108,940,,,20131111,3656,,,,,,,20131111,3601,,,,
20131206,138.39,20131107,944,,,20131108,3671,,,,,,,20131108,3601,,,,
20131205,138.4,20131106,945,,,20131107,3668,,,,,,,20131107,3600,,,,
20131204,139.24,20131105,947,,,20131106,3655,,,,,,,20131106,3600,,,,
20131203,138.33,20131104,949,,,20131105,3670,,,,,,,20131105,3600,,,,
20131202,137.31,20131101,942,,,20131104,3673,,,,,,,20131104,3600,,,,
20131129,137.15,20131031,923,,,20131101,3665,,,,,,,20131101,3600,,,,
20131128,137.38,20131030,922,,,20131031,3637,,,,,,,20131031,3600,,,,
20131127,136.5,20131029,917,,,20131030,3623,,,,,,,20131030,3600,,,,
20131126,136.09,20131028,922,,,20131029,3593,,,,,,,20131029,3600,,,,
20131125,136.53,20131025,927,,,20131028,3489,,,,,,,20131028,3600,,,,
20131122,136.48,20131024,928,,,20131025,3510,,,,,,,20131025,3600,,,,
20131121,135.74,20131023,944,,,20131024,3525,,,,,,,20131024,3600,,,,
20131120,137.33,20131022,956,,,20131023,3554,,,,,,,20131023,3600,,,,
20131119,137.83,20131021,967,,,20131022,3562,,,,,,,20131022,3600,,,,
20131118,136.23,20131018,975,,,20131021,3566,,,,,,,20131021,3600,,,,
20131115,137.11,,,,,20131018,3561,,,,,,,20131018,3646,,,,
20131114,137.86,,,,,20131017,3570,,,,,,,20131017,3646,,,,
20131113,136.74,,,,,20131016,3582,,,,,,,20131016,3646,,,,
20131112,135.96,,,,,20131015,3613,,,,,,,20131015,3650,,,,
20131111,135.93,,,,,20131014,3612,,,,,,,20131014,3650,,,,
20131108,136.07,,,,,20131011,3607,,,,,,,20131011,3650,,,,
20131107,136.62,,,,,20131010,3596,,,,,,,20131010,3650,,,,
20131106,137.28,,,,,20131009,3599,,,,,,,20131009,3650,,,,
20131105,136.13,,,,,20131008,3563,,,,,,,20131008,3674,,,,
20131104,135.93,,,,,20130930,3588,,,,,,,20130930,3631,,,,
20131101,137.26,,,,,20130927,3586,,,,,,,20130927,3631,,,,
20131031,132.25,,,,,20130926,3616,,,,,,,20130926,3675,,,,
20131030,131.01,,,,,20130925,3625,,,,,,,20130925,3675,,,,
20131029,130.35,,,,,20130924,3642,,,,,,,20130924,3675,,,,
20131028,131.73,,,,,20130923,3637,,,,,,,20130923,3675,,,,
20131025,133.34,,,,,20130918,3631,,,,,,,20130918,3666,,,,
20131024,133.95,,,,,20130917,3646,,,,,,,20130917,3707,,,,
20131023,131.82,,,,,20130916,3649,,,,,,,20130916,3707,,,,
20131022,133.5,,,,,20130913,3676,,,,,,,20130913,3707,,,,
20131021,134.51,,,,,20130912,3719,,,,,,,20130912,3728,,,,
20131018,134.78,,,,,20130911,3726,,,,,,,20130911,3750,,,,
20131017,134.61,,,,,20130910,3736,,,,,,,20130910,3750,,,,
20131016,134.79,,,,,20130909,3751,,,,,,,20130909,3763,,,,
20131015,133.82,,,,,20130906,3720,,,,,,,20130906,3723,,,,
20131014,134.14,,,,,20130905,3735,,,,,,,20130905,3749,,,,
20131011,133.34,,,,,20130904,3743,,,,,,,20130904,3737,,,,
20131010,132.82,,,,,20130903,3764,,,,,,,20130903,3767,,,,
20131009,132.22,,,,,20130902,3782,,,,,,,20130902,3796,,,,
20131008,131.97,,,,,20130830,3754,,,,,,,20130830,3775,,,,
20131007,131.41,,,,,20130829,3757,,,,,,,20130829,3757,,,,
20131004,131.41,,,,,20130828,3806,,,,,,,20130828,3817,,,,
20131003,131.41,,,,,20130827,3802,,,,,,,20130827,3784,,,,
20131002,131.41,,,,,20130826,3822,,,,,,,20130826,3828,,,,
20131001,131.41,,,,,20130823,3803,,,,,,,20130823,3817,,,,
20130930,131.41,,,,,20130822,3777,,,,,,,20130822,3801,,,,
20130927,132.07,,,,,20130821,3797,,,,,,,20130821,3866,,,,
20130926,135.36,,,,,20130820,3811,,,,,,,20130820,3866,,,,
20130925,135.61,,,,,20130819,3814,,,,,,,20130819,3913,,,,
20130924,133.89,,,,,20130816,3813,,,,,,,20130816,3873,,,,
20130923,132.47,,,,,20130815,3823,,,,,,,20130815,3875,,,,
20130920,132.07,,,,,20130814,3828,,,,,,,20130814,3875,,,,
20130919,132.07,,,,,20130813,3822,,,,,,,20130813,3875,,,,
20130918,132.07,,,,,20130812,3781,,,,,,,20130812,3875,,,,
20130917,131.41,,,,,20130809,3739,,,,,,,20130809,3766,,,,
20130916,133.52,,,,,20130808,3736,,,,,,,20130808,3739,,,,
20130913,136.44,,,,,20130807,3704,,,,,,,20130807,3718,,,,
20130912,136.69,,,,,20130806,3682,,,,,,,20130806,3733,,,,
20130911,136.26,,,,,20130805,3682,,,,,,,20130805,3733,,,,
20130910,136.05,,,,,20130802,3668,,,,,,,20130802,3733,,,,
20130909,136.39,,,,,20130801,3649,,,,,,,20130801,3654,,,,
20130906,136.47,,,,,20130731,3641,,,,,,,20130731,3654,,,,
20130905,137.71,,,,,20130730,3639,,,,,,,20130730,3670,,,,
20130904,138.86,,,,,20130729,3641,,,,,,,20130729,3670,,,,
20130903,139.35,,,,,20130726,3671,,,,,,,20130726,3690,,,,
20130902,139.49,,,,,20130725,3691,,,,,,,20130725,3715,,,,
20130830,139.63,,,,,20130724,3693,,,,,,,20130724,3715,,,,
20130829,140.3,,,,,20130723,3685,,,,,,,20130723,3715,,,,
20130828,142.19,,,,,20130722,3676,,,,,,,20130722,3728,,,,
20130827,141.25,,,,,20130719,3696,,,,,,,20130719,3696,,,,
20130826,141.09,,,,,20130718,3671,,,,,,,20130718,3681,,,,
20130823,139.27,,,,,20130717,3686,,,,,,,20130717,3681,,,,
20130822,138.74,,,,,20130716,3670,,,,,,,20130716,3681,,,,
20130821,138.9,,,,,20130715,3675,,,,,,,20130715,3662,,,,
20130820,139.12,,,,,20130712,3655,,,,,,,20130712,3661,,,,
20130819,140.09,,,,,20130711,3659,,,,,,,20130711,3661,,,,
20130816,139.34,,,,,20130710,3614,,,,,,,20130710,3614,,,,
20130815,142.5,,,,,20130709,3606,,,,,,,20130709,3527,,,,
20130814,144.18,,,,,20130708,3595,,,,,,,20130708,3527,,,,
20130813,143.78,,,,,20130705,3625,,,,,,,20130705,3525,,,,
20130812,140.02,,,,,20130704,3617,,,,,,,20130704,3531,,,,
20130809,136.32,,,,,20130703,3592,,,,,,,20130703,3533,,,,
20130808,136,,,,,20130702,3554,,,,,,,20130702,3620,,,,
20130807,133.42,,,,,20130701,3522,,,,,,,20130701,3581,,,,
20130806,131.96,,,,,20130628,3481,,,,,,,20130628,3579,,,,
20130805,130.56,,,,,,,,,,,,,,,,,,
20130802,130.21,,,,,,,,,,,,,,,,,,
20130801,130.43,,,,,,,,,,,,,,,,,,
20130731,130.63,,,,,,,,,,,,,,,,,,
20130730,131.19,,,,,,,,,,,,,,,,,,
20130729,131.59,,,,,,,,,,,,,,,,,,
20130726,133.48,,,,,,,,,,,,,,,,,,
20130725,132.63,,,,,,,,,,,,,,,,,,
20130724,132.89,,,,,,,,,,,,,,,,,,
20130723,133.17,,,,,,,,,,,,,,,,,,
20130722,131.99,,,,,,,,,,,,,,,,,,
20130719,132.36,,,,,,,,,,,,,,,,,,
20130718,132.44,,,,,,,,,,,,,,,,,,
20130717,130.33,,,,,,,,,,,,,,,,,,
20130716,128.41,,,,,,,,,,,,,,,,,,
20130715,129.09,,,,,,,,,,,,,,,,,,
20130712,127.51,,,,,,,,,,,,,,,,,,
20130711,126.43,,,,,,,,,,,,,,,,,,
20130710,124.51,,,,,,,,,,,,,,,,,,
20130709,123.9,,,,,,,,,,,,,,,,,,
20130708,120.21,,,,,,,,,,,,,,,,,,
20130705,124.45,,,,,,,,,,,,,,,,,,
20130704,124.01,,,,,,,,,,,,,,,,,,
20130703,120.59,,,,,,,,,,,,,,,,,,
20130702,119.99,,,,,,,,,,,,,,,,,,
20130701,118.28,,,,,,,,,,,,,,,,,,
20130628,116.55,,,,,,,,,,,,,,,,,,
