,날짜,AUD/KRW (호주 달러 / 한국 원),AUD/USD (호주 달러 / 미국 달러),Baltic Capesize Index (BCI)1999.03.01,Baltic Clean Tanker Index (BCTI)1998.08.03,Baltic Dirty Tanker Index (BDTI)1998.08.03,Baltic Dry Index (BDI)1985.01.04,Baltic Handysize Index (BHSI)2006.05.23,Baltic Panamax Index (BPI)1998.05.06,Baltic Supramax index (BSI)2005.01.01,Bloomberg Commodity Total Return,CNY/KRW (중국 인민폐 / 한국 원),CRB BLS Spot Index,DRAMeXchange Index (DXI)2001.10.01=1000,LMEX Index1999.04=1000,Reuters Index of Commodity Prices,Rogers International Commodities Index Agriculture1998.07.31=1000,Rogers International Commodities Index Energy1998.07.31=1000,Rogers International Commodities Index Metals1998.07.31=1000,Rogers International Commodities Index1998.07.31=1000,S&P GSCI,TOCOM Index2002.05.31=100,TR/CC CRB Index,US Dollar IndexMar 1973=100,USD/CNY (미국 달러 / 중국 인민폐),USD/KRW (미국 달러 / 한국 원),USD/RMB (미국 달러 / 중국 인민폐),철광석 Fines (Daily) [중국(수입가 CFR)] 현물
1827,20110224,1129.01,1.01,1319.0,689.0,818.0,1242.0,686.0,1813.0,1362.0,326.28,171.24,555.02,3714.86,4280.9,3228.77,1404.91,833.74,2965.89,4102.48,681.99,302.9,345.85,71.4023,6.57,1125.8,6.58,183.58
1828,20110223,1126.29,1.0,1345.0,676.0,789.0,1253.0,681.0,1845.0,1334.0,328.53,171.11,557.39,3724.09,4280.5,3231.0,1421.45,837.32,2970.12,4127.66,684.91,298.61,347.81,71.7461,6.57,1125.9,6.58,186.56
1829,20110222,1125.78,1.0,1390.0,659.0,768.0,1279.0,678.0,1919.0,1309.0,325.31,170.0,557.43,3727.75,4319.3,3260.82,1424.25,808.25,2975.74,4066.13,670.26,303.68,344.36,71.9467,6.58,1116.4,6.58,187.94
1831,20110218,1128.81,1.01,1442.0,635.0,780.0,1301.0,670.0,2004.0,1267.0,327.53,169.56,561.87,3732.22,4429.4,3313.24,1474.96,774.1,3026.07,4052.06,657.62,295.84,341.78,71.8347,6.57,1116.2,6.58,190.15
1832,20110217,1123.61,1.0,1455.0,617.0,776.0,1292.0,664.0,1997.0,1233.0,327.67,170.14,563.88,3755.25,4372.1,3310.27,1496.35,770.65,2982.16,4051.85,657.4,297.95,341.27,72.0276,6.58,1120.7,6.58,191.7
1834,20110215,1126.93,1.0,1488.0,609.0,736.0,1236.0,655.0,1803.0,1172.0,324.85,170.37,561.46,3789.54,4432.9,3354.21,1457.82,763.5,2987.49,4000.32,649.77,295.7,336.29,72.5473,6.59,1123.9,6.59,190.87
1835,20110214,1121.54,1.0,1494.0,611.0,714.0,1206.0,651.0,1688.0,1154.0,327.52,170.03,563.18,3789.75,4478.4,3373.84,1473.57,772.4,2997.56,4038.53,656.8,291.87,338.67,72.5576,6.6,1120.7,6.6,189.28
1837,20110210,1117.01,1.0,1411.0,618.0,702.0,1136.0,640.0,1567.0,1120.0,328.09,167.58,566.05,3811.89,4392.6,3354.47,1483.64,772.35,2953.04,4035.01,654.68,291.61,339.95,72.2852,6.59,1104.8,6.58,185.9
1838,20110209,1119.75,1.01,1334.0,618.0,702.0,1092.0,635.0,1519.0,1099.0,329.18,168.49,564.94,3814.93,4396.7,3364.58,1481.17,777.19,2964.27,4046.89,654.55,289.22,339.43,72.0624,6.59,1104.4,6.59,184.11
1841,20110201,1119.16,1.01,1337.0,642.0,660.0,1084.0,690.0,1299.0,1148.0,330.73,169.98,556.51,3779.07,4397.5,3327.4,1445.59,792.9,2935.9,4040.11,655.33,282.13,342.17,71.5688,6.6,1122.7,6.59,183.36
1842,20110131,1102.43,1.0,1351.0,644.0,662.0,1107.0,707.0,1310.0,1177.0,329.56,169.29,554.45,3774.76,4321.3,3302.28,1432.14,794.9,2896.61,4020.13,655.26,281.06,341.42,72.0772,6.61,1114.3,6.59,183.59
1843,20110128,1103.27,0.99,1368.0,646.0,658.0,1137.0,722.0,1337.0,1209.0,324.11,169.29,551.03,3761.74,4223.6,3287.14,1411.67,777.39,2850.99,3947.75,642.11,279.69,335.44,72.3468,6.58,1114.3,6.59,183.76
1844,20110127,1115.85,0.99,1403.0,650.0,657.0,1186.0,737.0,1381.0,1273.0,320.43,169.9,550.04,3668.67,4167.1,3217.29,1423.31,755.04,2804.98,3896.77,629.99,280.01,331.39,72.2015,6.58,1118.2,6.59,183.87
1845,20110126,1113.41,0.99,1447.0,650.0,659.0,1234.0,749.0,1427.0,1318.0,322.49,169.78,548.16,3549.64,4121.6,3183.81,1420.15,766.31,2788.18,3913.8,634.83,275.27,322.83,72.115,6.58,1117.6,6.59,183.21
1846,20110125,1118.28,0.99,1494.0,644.0,662.0,1292.0,762.0,1512.0,1371.0,317.73,170.23,545.38,3543.91,4072.1,3206.52,1395.26,751.62,2756.25,3847.22,623.2,278.36,327.57,72.3304,6.58,1120.3,6.59,183.48
1847,20110124,1109.55,1.0,1541.0,636.0,665.0,1345.0,770.0,1593.0,1414.0,323.27,170.42,546.27,3537.68,4175.1,3212.8,1408.22,765.48,2815.9,3907.91,633.61,283.16,332.7,72.1479,6.58,1122.0,6.59,184.43
1848,20110121,1103.55,0.99,1556.0,635.0,664.0,1370.0,777.0,1650.0,1427.0,325.35,169.82,542.1,3544.47,4157.1,3217.26,1400.07,775.89,2815.26,3922.63,634.5,280.73,333.99,72.3996,6.58,1118.2,6.59,183.4
1850,20110119,1115.01,1.0,1572.0,621.0,679.0,1411.0,782.0,1776.0,1437.0,325.18,169.65,540.81,3542.45,4193.6,3238.39,1369.54,786.71,2860.3,3928.87,642.51,282.11,333.43,72.4419,6.58,1116.8,6.59,181.3
1851,20110118,1107.4,1.0,1586.0,627.0,687.0,1432.0,777.0,1840.0,1429.0,325.68,169.07,541.06,3541.46,4250.2,3216.91,1368.65,785.92,2888.98,3934.4,643.78,280.85,333.78,72.7051,6.58,1114.7,6.59,180.07
1853,20110114,1111.25,0.99,1594.0,634.0,719.0,1439.0,765.0,1923.0,1393.0,324.86,168.44,536.92,3545.32,4247.1,3226.61,1351.91,789.09,2887.97,3924.38,643.06,282.43,333.06,72.9583,6.59,1112.2,6.59,174.72
1854,20110113,1114.9,1.0,1607.0,641.0,728.0,1438.0,760.0,1949.0,1362.0,325.27,169.59,537.91,3549.85,4234.7,3251.6,1359.71,782.86,2900.34,3921.91,641.45,284.2,333.0,72.7315,6.61,1120.0,6.6,174.02
1855,20110112,1106.32,0.99,1637.0,632.0,734.0,1453.0,758.0,1970.0,1360.0,326.74,170.14,536.32,3548.39,4268.1,3226.87,1358.11,787.63,2915.5,3935.21,642.91,283.76,334.88,73.5429,6.6,1126.2,6.61,173.48
1856,20110111,1112.87,0.99,1719.0,625.0,743.0,1480.0,760.0,1975.0,1350.0,322.24,168.84,532.53,3548.83,4188.7,3222.87,1332.82,783.9,2873.18,3889.56,636.1,279.64,331.46,73.8919,6.62,1120.6,6.62,172.34
1858,20110107,1117.48,1.0,1865.0,619.0,776.0,1519.0,770.0,1936.0,1341.0,317.19,169.52,522.03,3548.52,4173.9,3217.53,1320.58,756.26,2862.6,3813.06,617.68,277.91,323.94,73.9725,6.63,1123.1,6.63,171.43
1859,20110106,1124.38,1.0,1963.0,621.0,792.0,1544.0,774.0,1882.0,1352.0,319.3,169.96,523.85,3549.53,4193.6,3223.09,1330.66,762.62,2873.78,3840.45,620.61,280.02,325.07,73.8694,6.63,1125.0,6.63,169.05
1860,20110105,1128.81,1.0,2137.0,627.0,820.0,1621.0,787.0,1824.0,1386.0,322.95,169.87,524.75,3552.79,4200.3,3229.35,1351.83,772.91,2870.25,3883.41,629.55,274.12,329.2,73.53399999999999,6.59,1122.3,6.63,169.48
1861,20110104,1145.15,1.0,2285.0,635.0,842.0,1693.0,807.0,1798.0,1421.0,321.51,171.09,521.68,3555.45,4218.9,3239.13,1334.08,765.01,2879.77,3850.86,623.36,279.33,327.73,73.055,6.61,1127.5,6.62,167.46
1871,20101221,1156.92,1.0,2557.0,771.0,1079.0,1886.0,836.0,1892.0,1555.0,317.15,174.52,511.97,3606.63,4118.6,3162.4,1336.87,758.37,2819.14,3822.12,620.87,277.01,326.8,74.2098,6.66,1164.9,6.66,167.41
1872,20101220,1136.53,0.99,2671.0,777.0,1074.0,1955.0,838.0,1956.0,1582.0,315.37,172.91,505.8,3600.53,4047.9,3147.62,1325.54,756.23,2785.45,3796.21,617.38,275.7,324.27,74.2298,6.67,1150.8,6.66,167.37
1873,20101217,1145.22,0.99,2723.0,785.0,1048.0,1999.0,839.0,2037.0,1613.0,311.79,173.55,505.8,3592.39,4004.7,3131.4,1307.8,747.25,2760.44,3751.35,610.99,274.95,320.62,74.1749,6.66,1156.5,6.66,167.26
1874,20101216,1136.06,0.99,2709.0,790.0,1039.0,2028.0,837.0,2147.0,1642.0,308.42,172.99,505.1,3594.55,3964.6,3134.13,1288.35,745.85,2732.16,3720.18,607.24,275.76,317.34,73.8637,6.66,1151.2,6.66,167.28
1875,20101215,1139.29,0.99,2687.0,796.0,1029.0,2047.0,835.0,2234.0,1659.0,310.63,171.47,503.85,3602.35,3993.7,3136.47,1287.46,752.76,2756.91,3741.19,611.61,273.17,318.84,73.5561,6.66,1141.4,6.66,167.73
1876,20101214,1137.73,1.0,2676.0,800.0,1026.0,2069.0,836.0,2289.0,1678.0,312.35,171.53,505.06,3610.93,4029.5,3137.52,1291.14,749.07,2788.97,3746.12,610.79,273.72,319.51,73.2206,6.66,1143.5,6.65,167.4
1877,20101213,1122.88,0.99,2663.0,802.0,1026.0,2076.0,834.0,2323.0,1677.0,313.4,171.53,506.12,3598.31,4038.9,3118.74,1295.35,752.34,2782.94,3755.84,612.85,274.07,319.87,73.2596,6.67,1141.6,6.66,167.17
1878,20101210,1120.24,0.99,2694.0,807.0,1023.0,2095.0,830.0,2357.0,1670.0,308.23,171.05,503.7,3592.04,3953.3,3107.0,1269.15,746.38,2731.1,3701.13,605.21,273.21,314.91,73.7905,6.66,1138.4,6.66,164.57
1879,20101209,1116.8,0.98,2731.0,807.0,1024.0,2111.0,825.0,2376.0,1654.0,309.12,171.2,504.64,3575.6,3952.6,3090.28,1272.25,750.87,2743.75,3717.63,607.96,273.25,316.09,73.9288,6.65,1140.7,6.67,164.42
1880,20101208,1115.54,0.98,2832.0,803.0,1036.0,2144.0,822.0,2386.0,1636.0,309.81,170.67,504.18,3559.01,3983.8,3078.89,1266.89,751.45,2748.74,3714.77,607.73,271.66,316.87,73.9017,6.66,1134.2,6.66,163.7
1881,20101207,1121.81,1.0,2929.0,801.0,1034.0,2173.0,821.0,2384.0,1624.0,308.53,170.5,500.46,3565.38,3924.8,3090.47,1257.63,753.04,2747.73,3708.32,607.14,270.46,315.62,73.5016,6.64,1133.6,6.66,163.79
1882,20101206,1135.21,0.99,2987.0,799.0,978.0,2179.0,819.0,2384.0,1610.0,309.82,171.61,499.91,3581.02,3881.6,3060.23,1265.96,756.27,2728.07,3718.35,609.83,272.82,317.29,73.5193,6.65,1143.5,6.65,162.77
1883,20101203,1122.06,0.98,2983.0,796.0,959.0,2168.0,816.0,2382.0,1593.0,309.01,172.53,495.66,3621.18,3873.8,3046.91,1263.56,754.23,2723.56,3710.15,608.75,271.3,316.16,73.301,6.66,1149.3,6.66,163.47
1884,20101202,1115.94,0.97,2919.0,775.0,940.0,2133.0,809.0,2385.0,1569.0,305.01,173.22,492.45,3639.53,3893.7,3004.97,1232.68,746.28,2725.77,3661.7,601.06,270.62,312.1,73.7927,6.66,1154.2,6.67,162.63
1885,20101201,1107.17,0.96,2869.0,756.0,896.0,2096.0,802.0,2380.0,1550.0,302.8,173.17,489.65,3709.76,3831.7,2985.22,1223.95,734.08,2681.41,3613.74,593.07,264.55,308.91,74.3408,6.66,1154.5,6.68,162.01
1886,20101130,1113.79,0.96,2910.0,740.0,882.0,2099.0,796.0,2377.0,1526.0,294.78,173.76,484.19,3709.19,3736.3,2958.93,1183.99,711.45,2633.3,3509.79,575.84,265.06,301.41,74.7665,6.67,1157.3,6.68,162.08
1887,20101129,1110.99,0.96,3095.0,731.0,838.0,2145.0,792.0,2356.0,1512.0,294.75,172.09,483.96,3708.08,3678.3,2932.77,1183.06,723.78,2590.23,3523.94,582.09,263.37,302.89,74.7057,6.66,1147.6,6.67,160.55
1888,20101126,1119.05,0.96,3233.0,731.0,840.0,2170.0,788.0,2330.0,1486.0,293.99,172.09,486.31,3709.94,3696.7,2929.51,1179.02,711.03,2599.42,3494.08,574.63,262.24,301.13,74.236,6.67,1144.4,6.66,160.8
1892,20101122,1118.97,0.99,3585.0,718.0,874.0,2179.0,780.0,2061.0,1369.0,291.29,170.49,485.01,3747.66,3700.9,2909.51,1175.83,696.52,2610.75,3461.77,564.38,260.8,298.02,73.1852,6.64,1131.7,6.64,157.82
1893,20101119,1127.34,0.98,3526.0,703.0,882.0,2155.0,788.0,2038.0,1389.0,291.49,171.69,484.79,3758.1,3733.4,2921.57,1181.77,698.07,2620.19,3473.84,563.59,259.58,298.89,73.1553,6.64,1138.9,6.64,157.53
1894,20101118,1116.47,0.99,3496.0,684.0,875.0,2164.0,795.0,2063.0,1431.0,294.42,171.38,486.74,3784.17,3760.5,2903.06,1208.27,701.28,2633.66,3511.4,571.25,258.34,302.51,73.1469,6.63,1138.5,6.65,158.29
1895,20101117,1101.87,0.98,3492.0,661.0,846.0,2188.0,804.0,2122.0,1457.0,287.51,170.1,483.65,3795.99,3674.5,2883.74,1173.14,689.34,2573.05,3432.56,560.06,257.65,295.43,73.2932,6.64,1129.2,6.65,158.3
1896,20101116,1111.08,0.98,3490.0,649.0,830.0,2219.0,816.0,2216.0,1474.0,287.56,169.96,488.13,3810.57,3640.7,2958.66,1178.26,699.29,2557.03,3455.38,565.66,260.99,296.22,73.5147,6.64,1129.2,6.64,156.14
1897,20101115,1105.73,0.99,3530.0,642.0,826.0,2261.0,828.0,2294.0,1495.0,299.05,168.68,496.18,3819.73,3885.6,2961.05,1228.12,717.08,2701.59,3585.5,584.13,261.34,306.02,72.747,6.64,1119.5,6.63,155.19
1898,20101112,1104.34,0.99,3612.0,619.0,803.0,2313.0,833.0,2365.0,1516.0,296.9,167.17,496.18,3854.6,3896.9,3022.86,1215.35,716.19,2712.73,3573.79,582.01,263.49,303.6,72.4781,6.64,1107.5,6.62,156.02
1900,20101110,1118.65,1.0,3882.0,595.0,775.0,2454.0,841.0,2437.0,1552.0,309.73,167.94,498.52,3887.94,3992.2,3055.28,1282.14,740.52,2792.61,3717.42,604.04,264.58,317.11,72.2918,6.63,1115.8,6.65,155.65
1901,20101109,1126.68,1.02,3938.0,595.0,778.0,2467.0,844.0,2361.0,1580.0,313.12,166.6,499.65,3895.21,4040.0,3034.49,1299.21,735.43,2851.07,3739.6,601.86,263.37,319.11,71.7635,6.64,1113.1,6.66,153.47
1902,20101108,1122.3,1.01,3984.0,597.0,777.0,2482.0,851.0,2322.0,1597.0,308.95,166.19,497.11,3896.8,3946.6,2969.71,1283.32,735.88,2779.17,3704.51,598.08,261.97,315.25,71.6233,6.68,1106.1,6.67,152.28
1903,20101105,1123.88,1.02,3994.0,600.0,776.0,2495.0,856.0,2304.0,1628.0,307.77,166.16,499.8,3912.45,3961.8,2983.49,1276.09,732.64,2779.29,3690.09,594.39,261.75,313.56,71.3804,6.66,1107.0,6.66,151.39
1904,20101104,1115.68,1.01,4011.0,602.0,773.0,2510.0,862.0,2287.0,1655.0,305.65,166.34,499.51,3927.0,3951.0,2953.05,1267.52,730.01,2764.43,3671.46,590.6,255.44,312.3,70.9098,6.66,1110.3,6.67,150.02
1906,20101102,1104.21,1.0,4165.0,614.0,777.0,2600.0,879.0,2313.0,1705.0,298.11,166.98,490.22,3959.21,3870.5,2942.15,1232.16,709.9,2702.71,3573.89,574.66,250.45,304.98,71.6586,6.68,1117.4,6.69,147.54
1907,20101101,1107.28,0.99,4231.0,623.0,763.0,2648.0,887.0,2371.0,1730.0,295.85,168.53,489.48,4017.3,3810.2,2930.92,1225.17,703.19,2670.93,3543.03,569.37,247.64,301.53,72.0304,6.7,1124.2,6.69,147.57
1908,20101029,1102.55,0.97,4262.0,627.0,758.0,2678.0,897.0,2410.0,1750.0,295.83,168.47,490.65,4100.73,3770.3,2917.9,1227.59,693.69,2655.58,3520.16,564.16,247.04,300.67,72.1121,6.67,1126.6,6.69,147.01
1909,20101028,1095.32,0.98,4272.0,624.0,744.0,2707.0,910.0,2465.0,1768.0,295.01,168.54,491.72,4099.36,3824.4,2927.54,1221.08,697.46,2667.06,3524.98,566.34,249.33,299.89,72.1684,6.69,1126.0,6.7,146.75
1910,20101027,1102.28,0.97,4461.0,628.0,738.0,2784.0,921.0,2461.0,1774.0,293.31,167.76,492.34,4133.8,3805.3,2879.17,1217.81,693.61,2650.09,3508.47,563.42,250.48,299.14,72.8943,6.68,1117.7,6.69,146.27
1911,20101026,1104.85,0.99,4448.0,635.0,734.0,2778.0,931.0,2393.0,1780.0,295.44,167.79,493.89,4140.57,3906.8,2877.88,1218.7,697.85,2711.57,3535.66,567.18,248.57,301.29,72.3788,6.66,1117.2,6.68,146.4
1913,20101022,1102.38,0.98,4373.0,638.0,734.0,2727.0,950.0,2219.0,1791.0,290.93,169.34,487.6,4164.15,3835.5,2876.8,1190.48,690.86,2658.77,3476.69,560.6,247.74,297.23,72.5057,6.66,1126.2,6.68,148.18
1914,20101021,1115.57,0.99,4356.0,632.0,737.0,2720.0,956.0,2179.0,1805.0,290.19,170.06,486.9,4167.87,3821.8,2875.45,1185.68,682.93,2646.53,3450.95,556.1,249.29,295.55,72.183,6.65,1131.3,6.67,148.1
1915,20101020,1088.71,0.98,4363.0,630.0,731.0,2729.0,966.0,2172.0,1816.0,293.87,169.1,488.03,4179.35,3836.3,2849.06,1192.65,698.85,2662.54,3497.49,565.62,247.77,299.0,72.2077,6.65,1123.6,6.68,148.25
1917,20101018,1102.94,0.99,4363.0,624.0,729.0,2756.0,988.0,2216.0,1846.0,293.69,167.85,489.81,4206.43,3872.1,2837.89,1176.07,707.57,2689.7,3507.07,569.41,249.51,298.74,71.8917,6.64,1114.7,6.65,149.22
1918,20101015,1104.4,1.0,4345.0,620.0,727.0,2762.0,994.0,2254.0,1858.0,292.61,167.31,489.93,4217.35,3854.3,2840.78,1177.62,693.64,2678.9,3475.09,562.13,254.97,296.06,71.7628,6.64,1112.8,6.65,148.61
1919,20101014,1110.6,1.0,4301.0,619.0,729.0,2769.0,1006.0,2302.0,1881.0,295.12,167.99,491.25,4223.12,3870.9,2866.96,1187.28,707.0,2692.86,3518.22,570.22,257.22,299.93,71.4814,6.65,1119.5,6.66,149.31
1921,20101012,1096.38,0.98,4098.0,617.0,753.0,2719.0,1026.0,2397.0,1905.0,293.33,167.25,490.39,4228.97,3845.9,2817.3,1184.5,701.38,2655.11,3492.61,565.77,253.23,297.83,72.2336,6.67,1115.4,6.68,147.42
1923,20101008,1096.78,0.97,4076.0,620.0,757.0,2696.0,1033.0,2403.0,1894.0,290.03,166.98,492.14,4219.41,3820.8,2736.81,1154.85,708.01,2634.53,3470.95,564.09,254.09,295.11,72.1041,6.67,1117.4,6.68,143.22
1929,20100930,1106.08,0.97,3370.0,624.0,686.0,2446.0,1039.0,2462.0,1847.0,281.79,170.82,487.37,4225.55,3686.7,2734.38,1106.65,691.33,2547.61,3361.34,546.06,249.71,286.86,73.5118,6.69,1142.0,6.7,140.21
1930,20100929,1110.77,0.97,3393.0,631.0,690.0,2468.0,1049.0,2524.0,1846.0,281.58,171.6,484.65,4231.46,3700.5,2743.34,1112.65,677.24,2555.19,3339.79,539.19,247.75,285.93,73.3935,6.69,1148.5,6.69,138.54
1931,20100928,1101.87,0.96,3431.0,642.0,690.0,2504.0,1057.0,2607.0,1852.0,280.55,171.67,484.34,4244.35,3655.3,2773.57,1123.1,662.51,2530.65,3312.94,531.82,245.78,284.35,73.5661,6.69,1148.8,6.71,137.63
1932,20100927,1110.9,0.96,3197.0,650.0,690.0,2451.0,1065.0,2673.0,1861.0,280.82,172.49,484.37,4242.27,3633.8,2786.34,1133.85,662.86,2513.38,3320.25,532.61,248.34,284.14,73.7691,6.69,1156.4,6.71,138.2
1935,20100917,1088.93,0.94,3481.0,667.0,680.0,2676.0,1085.0,2928.0,2012.0,278.0,172.97,475.18,4241.27,3542.1,2784.66,1115.73,657.55,2452.28,3272.36,527.04,249.34,279.65,75.2991,6.72,1163.2,6.72,136.47
1936,20100916,1089.7,0.94,3594.0,670.0,678.0,2737.0,1084.0,2985.0,2029.0,276.06,172.25,471.4,4227.45,3531.6,2770.86,1094.52,662.51,2444.63,3257.99,527.76,247.17,278.69,75.127,6.72,1160.8,6.72,136.68
1937,20100915,1090.67,0.94,3748.0,666.0,682.0,2840.0,1084.0,3151.0,2040.0,276.38,172.21,471.05,4217.22,3505.4,2771.84,1094.68,671.44,2434.43,3274.05,532.04,246.39,279.05,75.2293,6.74,1161.4,6.73,137.63
1938,20100914,1084.22,0.93,3933.0,665.0,689.0,2940.0,1083.0,3293.0,2042.0,277.08,171.8,468.94,4253.35,3518.7,2766.38,1100.06,673.86,2437.52,3285.77,534.64,242.33,280.13,74.6722,6.75,1161.4,6.74,137.4
1939,20100913,1083.53,0.93,3991.0,656.0,690.0,2976.0,1081.0,3362.0,2043.0,274.85,172.3,466.12,4260.32,3489.1,2769.7,1088.68,674.19,2405.82,3265.3,532.07,242.76,277.56,75.2453,6.76,1166.4,6.75,137.91
1940,20100910,1079.84,0.93,4019.0,653.0,691.0,2995.0,1078.0,3394.0,2046.0,272.37,172.36,465.62,4254.73,3427.5,2744.23,1078.38,668.27,2371.38,3232.03,526.27,240.57,275.14,75.9556,6.77,1169.1,6.76,138.08
1941,20100909,1079.81,0.92,4017.0,656.0,690.0,2988.0,1075.0,3396.0,2036.0,271.24,173.12,466.55,4239.59,3455.1,2743.85,1076.61,657.5,2386.43,3211.77,519.07,241.8,273.21,75.863,6.78,1176.2,6.78,137.38
1942,20100908,1071.76,0.92,4024.0,660.0,689.0,2975.0,1071.0,3359.0,2023.0,271.98,173.22,465.02,4257.67,3508.0,2748.12,1063.84,662.43,2421.37,3218.47,519.21,240.31,274.27,75.8815,6.79,1176.4,6.79,139.07
1943,20100907,1072.99,0.91,3901.0,665.0,694.0,2918.0,1067.0,3307.0,2010.0,271.95,172.56,462.96,4239.99,3475.3,2735.07,1071.18,659.02,2402.2,3213.66,516.17,239.49,273.81,76.1183,6.79,1171.2,6.78,141.02
1945,20100903,1074.3,0.91,3937.0,671.0,702.0,2876.0,1066.0,3121.0,1992.0,271.1,173.48,461.43,4209.91,3462.2,2747.46,1063.63,657.17,2391.79,3198.76,515.67,239.62,272.77,75.7908,6.8,1181.0,6.8,140.56
1946,20100902,1083.03,0.91,3900.0,675.0,705.0,2835.0,1067.0,3032.0,1998.0,268.22,174.81,458.84,4192.13,3463.6,2740.52,1044.66,657.45,2389.05,3178.31,514.09,238.99,271.15,76.1338,6.81,1190.6,6.8,142.27
1947,20100901,1068.38,0.91,3643.0,677.0,708.0,2741.0,1070.0,2955.0,2029.0,266.02,175.8,457.39,4177.12,3428.6,2724.82,1036.67,652.12,2361.1,3150.61,509.12,238.1,268.51,76.143,6.81,1196.8,6.81,140.23
1948,20100831,1061.03,0.89,3516.0,679.0,715.0,2713.0,1077.0,2950.0,2066.0,262.71,174.79,455.07,4159.84,3352.5,2713.92,1021.21,638.9,2323.16,3095.63,499.16,236.51,264.19,76.7381,6.81,1189.1,6.81,141.32
1950,20100827,1056.86,0.89,3449.0,686.0,724.0,2712.0,1079.0,2978.0,2109.0,264.26,175.65,455.23,4164.1,3373.5,2662.68,1027.43,658.63,2329.94,3144.41,510.49,238.05,267.27,76.5065,6.8,1194.4,6.8,142.68
1951,20100826,1057.99,0.89,3362.0,686.0,730.0,2703.0,1081.0,3025.0,2118.0,261.38,175.8,454.92,4145.16,3303.1,2687.66,1018.93,646.14,2296.89,3100.29,502.38,235.97,264.04,76.5435,6.8,1195.4,6.8,143.41
1952,20100825,1050.18,0.88,3503.0,685.0,735.0,2773.0,1084.0,3087.0,2142.0,258.61,174.93,453.54,4131.77,3218.3,2665.37,1006.4,636.71,2256.19,3055.57,495.8,232.58,261.8,76.9648,6.8,1189.0,6.8,144.31
1953,20100824,1051.74,0.88,3795.0,684.0,747.0,2861.0,1080.0,3128.0,2127.0,259.74,173.79,454.14,4074.55,3250.5,2690.14,1017.6,630.58,2263.38,3057.92,494.38,233.46,262.46,76.6733,6.8,1181.8,6.8,145.83
1954,20100823,1048.05,0.9,3777.0,684.0,754.0,2841.0,1073.0,3122.0,2102.0,263.05,173.75,453.39,4088.64,3302.0,2703.64,1031.91,641.73,2278.86,3100.73,502.36,237.42,266.03,76.7204,6.8,1179.9,6.8,146.19
1955,20100820,1045.7,0.89,3578.0,689.0,762.0,2756.0,1068.0,3089.0,2076.0,263.85,172.8,450.73,4104.82,3312.1,2711.98,1027.8,648.07,2285.07,3110.63,505.16,238.93,267.01,76.7324,6.79,1173.3,6.79,147.71
1956,20100819,1054.46,0.9,3363.0,690.0,776.0,2644.0,1056.0,3031.0,2034.0,265.32,172.84,452.61,4119.05,3345.8,2705.88,1027.21,656.52,2313.14,3135.05,509.69,243.19,268.22,76.0516,6.79,1173.9,6.79,147.1
1957,20100818,1066.66,0.9,3225.0,692.0,786.0,2558.0,1044.0,2969.0,1972.0,266.93,173.54,452.76,4142.22,3386.4,2712.99,1022.3,665.73,2334.09,3154.09,513.97,241.54,269.9,75.7401,6.79,1178.7,6.79,147.01
1958,20100817,1069.17,0.9,3207.0,698.0,805.0,2515.0,1032.0,2920.0,1908.0,267.09,175.37,451.46,4165.13,3398.5,2715.4,1019.61,669.1,2345.63,3161.18,515.26,238.58,270.19,75.7851,6.79,1193.2,6.8,146.62
1959,20100816,1061.38,0.89,3194.0,706.0,820.0,2488.0,1022.0,2883.0,1874.0,265.16,174.61,448.71,4186.04,3342.9,2708.13,1017.33,661.19,2316.45,3134.31,510.2,240.24,268.11,76.1047,6.81,1186.7,6.81,144.17
1960,20100813,1070.72,0.9,3210.0,709.0,816.0,2468.0,1014.0,2864.0,1831.0,266.6,175.94,447.27,4199.65,3306.4,2680.97,1032.93,662.92,2291.67,3148.0,512.36,242.19,268.79,76.43,6.8,1193.6,6.8,144.03
1961,20100812,1052.92,0.89,3212.0,711.0,808.0,2437.0,995.0,2829.0,1787.0,266.65,173.81,445.31,4213.06,3351.9,2665.51,1027.16,665.98,2312.47,3153.73,514.57,239.91,268.91,76.2077,6.79,1177.3,6.8,145.37
1963,20100810,1061.97,0.91,2724.0,728.0,788.0,2212.0,976.0,2666.0,1729.0,268.36,171.3,443.52,4209.86,3377.8,2654.89,1012.37,702.29,2323.51,3213.06,530.53,248.77,272.28,75.42399999999999,6.77,1159.1,6.77,142.6
1964,20100809,1070.29,0.92,2485.0,746.0,784.0,2114.0,973.0,2607.0,1722.0,271.07,172.24,444.93,4214.09,3440.0,2705.06,1020.57,712.91,2359.26,3253.88,536.71,249.61,274.59,74.8106,6.77,1165.7,6.77,139.85
1965,20100806,1068.96,0.92,2194.0,760.0,779.0,2030.0,974.0,2581.0,1731.0,271.72,172.52,445.8,4218.44,3410.3,2716.13,1024.56,708.42,2352.97,3247.52,534.14,252.06,274.71,74.6044,6.77,1168.2,6.77,139.0
1966,20100805,1071.09,0.91,2029.0,769.0,765.0,1978.0,980.0,2567.0,1734.0,274.81,172.68,444.78,4220.85,3412.8,2687.55,1045.37,720.58,2350.39,3294.36,542.57,251.98,277.67,74.7874,6.77,1169.5,6.78,138.82
