,날짜,AUD/KRW (호주 달러 / 한국 원),AUD/USD (호주 달러 / 미국 달러),Baltic Capesize Index (BCI)1999.03.01,Baltic Clean Tanker Index (BCTI)1998.08.03,Baltic Dirty Tanker Index (BDTI)1998.08.03,Baltic Dry Index (BDI)1985.01.04,Baltic Handysize Index (BHSI)2006.05.23,Baltic Panamax Index (BPI)1998.05.06,Baltic Supramax index (BSI)2005.01.01,Bloomberg Commodity Total Return,CNY/KRW (중국 인민폐 / 한국 원),CRB BLS Spot Index,DRAMeXchange Index (DXI)2001.10.01=1000,LMEX Index1999.04=1000,Reuters Index of Commodity Prices,Rogers International Commodities Index Agriculture1998.07.31=1000,Rogers International Commodities Index Energy1998.07.31=1000,Rogers International Commodities Index Metals1998.07.31=1000,Rogers International Commodities Index1998.07.31=1000,S&P GSCI,TOCOM Index2002.05.31=100,TR/CC CRB Index,US Dollar IndexMar 1973=100,USD/CNY (미국 달러 / 중국 인민폐),USD/KRW (미국 달러 / 한국 원),USD/RMB (미국 달러 / 중국 인민폐),철광석 Fines (Daily) [중국(수입가 CFR)] 현물
1708,20110817,1120.72,1.06,2015.0,690.0,691.0,1371.0,644.0,1585.0,1296.0,321.05,167.64,542.66,3068.38,3916.6,3016.33,1320.12,779.72,2958.49,3905.01,656.92,298.04,334.19,68.7,6.39,1070.0,6.4,177.05
1709,20110816,1131.07,1.04,1951.0,685.0,693.0,1344.0,643.0,1568.0,1282.0,318.39,168.79,541.12,3076.86,3869.6,3011.41,1304.04,771.39,2929.41,3861.84,650.41,296.82,330.19,68.8554,6.38,1078.7,6.39,176.78
1710,20110812,1122.13,1.03,1851.0,678.0,698.0,1287.0,642.0,1520.0,1255.0,315.68,169.79,540.76,3095.96,3887.0,3004.33,1280.18,763.73,2919.6,3816.94,643.08,293.38,326.53,69.3438,6.4,1085.7,6.4,176.23
1711,20110811,1096.34,1.02,1836.0,674.0,701.0,1277.0,645.0,1501.0,1246.0,316.2,168.35,539.15,3104.6,3891.4,2991.04,1273.76,765.71,2918.63,3813.89,643.41,293.39,326.34,69.3515,6.39,1080.4,6.4,176.3
1713,20110809,1089.33,1.02,1783.0,673.0,709.0,1257.0,653.0,1474.0,1244.0,307.24,166.82,541.35,3127.28,3815.9,2933.1,1246.56,721.06,2864.26,3674.63,614.58,287.18,316.12,69.3546,6.43,1073.5,6.43,177.59
1714,20110808,1113.89,1.04,1793.0,675.0,711.0,1264.0,657.0,1476.0,1250.0,307.69,166.04,541.53,3152.66,3816.0,2976.86,1245.93,732.91,2852.71,3695.89,620.6,292.74,317.74,69.3856,6.44,1069.4,6.43,177.77
1715,20110805,1104.28,1.05,1804.0,676.0,714.0,1268.0,660.0,1478.0,1250.0,313.9,164.41,548.15,3155.66,3942.6,3012.66,1277.32,773.49,2895.03,3827.77,645.75,292.24,326.8,69.6017,6.44,1058.5,6.45,177.45
1716,20110804,1139.32,1.06,1807.0,678.0,716.0,1268.0,662.0,1475.0,1253.0,316.2,164.53,551.37,3172.74,4093.5,3056.36,1285.33,766.16,2986.0,3846.01,644.95,306.0,327.97,69.5275,6.44,1058.6,6.44,178.57
1717,20110803,1129.57,1.07,1775.0,681.0,717.0,1260.0,664.0,1481.0,1252.0,325.26,163.29,554.43,3177.33,4170.5,3082.68,1306.32,809.04,3051.77,3977.9,671.59,302.51,337.32,68.532,6.43,1051.3,6.44,177.69
1718,20110802,1151.56,1.08,1749.0,683.0,716.0,1253.0,667.0,1490.0,1252.0,328.57,163.12,557.77,3181.16,4258.9,3115.38,1317.53,827.76,3081.37,4037.94,683.81,302.83,341.82,68.6453,6.44,1049.5,6.44,176.71
1719,20110801,1160.15,1.11,1738.0,682.0,720.0,1256.0,670.0,1502.0,1254.0,326.63,163.6,556.3,3199.38,4258.3,3135.13,1295.9,834.13,3074.44,4026.0,684.08,306.35,341.41,68.7146,6.43,1053.1,6.44,175.75
1720,20110729,1157.81,1.09,1749.0,684.0,721.0,1264.0,676.0,1511.0,1259.0,327.29,163.39,554.05,3216.34,4329.5,3139.93,1287.3,837.01,3113.1,4033.64,686.08,303.69,342.08,68.2498,6.44,1052.6,6.44,175.69
1721,20110728,1158.84,1.1,1767.0,684.0,722.0,1278.0,682.0,1524.0,1262.0,329.78,162.98,556.13,3226.23,4332.7,3146.68,1301.78,847.44,3117.32,4072.49,693.18,305.47,344.65,68.4794,6.44,1050.2,6.44,175.45
1722,20110727,1153.82,1.1,1800.0,681.0,725.0,1296.0,687.0,1532.0,1265.0,331.74,163.45,557.04,3233.53,4329.0,3141.69,1315.66,848.42,3130.74,4093.03,694.82,308.02,346.73,68.3387,6.44,1052.9,6.44,175.26
1723,20110726,1144.03,1.1,1816.0,679.0,726.0,1310.0,692.0,1538.0,1266.0,333.34,163.62,556.16,3240.61,4338.6,3140.8,1311.19,860.31,3138.03,4115.83,701.37,307.82,348.75,68.069,6.44,1054.5,6.45,175.03
1724,20110725,1139.45,1.09,1827.0,680.0,730.0,1317.0,695.0,1540.0,1270.0,330.87,163.08,553.78,3249.37,4269.3,3132.66,1294.12,857.84,3097.14,4080.91,697.5,308.45,345.89,68.4323,6.44,1051.2,6.45,174.89
1725,20110722,1143.26,1.09,1841.0,678.0,733.0,1323.0,697.0,1535.0,1271.0,332.24,163.6,556.24,3254.2,4272.5,3130.06,1306.53,862.99,3094.33,4104.19,701.57,308.05,347.93,68.5684,6.45,1055.3,6.45,174.26
1726,20110721,1136.4,1.07,1851.0,674.0,738.0,1325.0,697.0,1534.0,1270.0,328.78,163.39,555.47,3269.41,4252.1,3153.43,1297.86,856.15,3064.25,4071.87,695.41,310.36,345.27,68.4609,6.46,1055.3,6.45,173.46
1727,20110720,1137.8,1.07,1866.0,667.0,743.0,1328.0,695.0,1536.0,1268.0,330.74,163.95,555.44,3272.36,4270.8,3174.35,1307.27,856.84,3073.59,4085.92,696.4,309.56,346.28,69.0133,6.46,1059.7,6.46,173.28
1728,20110719,1126.84,1.07,1884.0,664.0,743.0,1330.0,692.0,1541.0,1268.0,331.73,164.04,554.61,3289.37,4303.5,3154.33,1307.69,851.72,3099.45,4082.77,694.61,307.8,346.54,69.1545,6.46,1061.2,6.47,173.82
1730,20110715,1133.31,1.07,1918.0,664.0,744.0,1353.0,696.0,1578.0,1271.0,330.77,163.65,554.02,3301.35,4222.5,3160.52,1311.33,851.69,3037.52,4068.9,693.94,305.98,346.3,69.2473,6.46,1056.7,6.47,174.06
1731,20110714,1144.96,1.08,1943.0,665.0,744.0,1367.0,698.0,1606.0,1270.0,328.4,164.38,555.81,3306.29,4213.5,3173.92,1318.9,840.42,3031.2,4050.95,688.41,307.8,344.73,69.2939,6.46,1063.2,6.46,173.07
1732,20110713,1130.12,1.07,1965.0,668.0,745.0,1383.0,698.0,1641.0,1270.0,331.0,164.73,552.36,3314.62,4291.7,3148.03,1332.12,855.23,3031.09,4096.51,698.04,306.76,349.17,69.3094,6.47,1066.2,6.47,172.32
1733,20110712,1127.04,1.06,2022.0,672.0,742.0,1411.0,698.0,1677.0,1270.0,325.59,163.86,547.37,3321.07,4200.9,3134.57,1294.95,848.17,2993.35,4031.51,689.8,304.95,344.26,69.9939,6.46,1059.7,6.47,171.82
1734,20110711,1134.66,1.07,2084.0,673.0,744.0,1437.0,698.0,1692.0,1273.0,321.63,163.72,548.17,3327.06,4158.1,3153.29,1278.72,836.88,2965.45,3982.32,680.28,309.98,340.62,70.0695,6.47,1058.4,6.47,171.71
1735,20110708,1146.3,1.08,2115.0,674.0,751.0,1449.0,699.0,1684.0,1277.0,323.3,164.61,552.4,3352.55,4224.1,3170.59,1294.62,844.11,3005.09,4025.84,685.6,312.18,343.55,69.5601,6.46,1064.3,6.47,171.47
1736,20110707,1138.75,1.07,2126.0,676.0,752.0,1453.0,703.0,1663.0,1282.0,323.82,164.64,553.38,3355.8,4272.0,3148.73,1286.33,854.78,3032.07,4047.61,690.88,306.22,346.3,69.4018,6.47,1064.9,6.47,169.76
1737,20110706,1139.29,1.07,2116.0,678.0,753.0,1443.0,704.0,1626.0,1286.0,319.07,164.75,550.96,3360.75,4187.5,3146.58,1269.78,831.42,2990.2,3968.27,673.73,305.02,340.2,69.5299,6.47,1065.6,6.47,169.72
1738,20110705,1142.36,1.07,2082.0,682.0,753.0,1428.0,708.0,1594.0,1292.0,320.49,164.6,550.9,3365.87,4198.3,3125.86,1277.68,833.8,2989.68,3981.53,675.35,299.47,341.63,69.1805,6.47,1063.8,6.47,169.43
1740,20110701,1146.24,1.07,2045.0,690.0,746.0,1422.0,712.0,1590.0,1306.0,315.33,165.54,548.02,3392.37,4135.2,3095.65,1262.22,820.84,2928.12,3919.98,664.31,298.25,336.71,69.0704,6.46,1070.1,6.47,167.36
1741,20110630,1139.89,1.07,2036.0,694.0,747.0,1413.0,712.0,1604.0,1308.0,317.88,167.22,550.3,3393.89,4151.8,3139.74,1264.74,825.98,2955.19,3941.42,668.85,299.32,338.05,69.0819,6.46,1081.8,6.47,166.97
1742,20110629,1139.89,1.06,2048.0,702.0,746.0,1420.0,713.0,1633.0,1313.0,319.67,167.22,552.29,3397.28,4111.1,3099.88,1298.64,821.64,2935.69,3962.08,670.47,295.34,338.8,69.4037,6.46,1081.8,6.47,167.0
1743,20110628,1136.85,1.05,2082.0,721.0,746.0,1438.0,716.0,1672.0,1318.0,316.02,167.64,551.03,3404.05,4028.1,3060.07,1290.14,801.68,2885.54,3896.16,656.96,289.21,334.46,69.8134,6.47,1086.7,6.47,167.02
1744,20110627,1128.13,1.04,2053.0,730.0,749.0,1442.0,719.0,1727.0,1320.0,310.9,166.47,549.36,3407.42,3986.3,3066.42,1269.73,782.13,2863.14,3826.76,642.82,287.4,328.75,70.1147,6.48,1077.9,6.48,167.57
1745,20110624,1135.16,1.06,1974.0,732.0,754.0,1424.0,721.0,1764.0,1322.0,312.6,166.47,550.81,3418.8,4001.2,3069.74,1281.95,781.43,2876.91,3842.1,644.89,294.78,329.89,70.1658,6.47,1076.7,6.47,169.62
1746,20110623,1134.82,1.05,1905.0,735.0,764.0,1414.0,721.0,1796.0,1323.0,313.52,166.33,551.18,3425.72,3983.9,3071.92,1284.7,787.43,2882.82,3859.44,648.75,299.91,330.21,70.14699999999999,6.47,1075.0,6.47,169.62
1747,20110622,1144.82,1.06,1859.0,734.0,758.0,1406.0,723.0,1820.0,1319.0,320.77,167.31,552.96,3443.54,4011.7,3113.42,1295.26,829.39,2926.5,3972.31,673.22,298.0,337.91,69.3792,6.46,1081.7,6.47,169.69
1748,20110621,1147.54,1.06,1835.0,726.0,753.0,1409.0,727.0,1850.0,1318.0,321.84,167.34,555.84,3449.6,4010.1,3126.38,1323.94,814.71,2906.79,3965.41,668.47,299.56,338.14,69.3907,6.47,1083.2,6.47,171.17
1749,20110620,1153.3,1.05,1836.0,694.0,745.0,1418.0,730.0,1883.0,1318.0,319.45,168.01,554.79,3451.09,3974.5,3123.78,1311.11,814.58,2882.04,3944.46,666.98,298.5,335.99,69.6945,6.48,1087.2,6.47,171.75
1750,20110617,1149.77,1.06,1824.0,680.0,740.0,1423.0,734.0,1914.0,1319.0,319.61,168.16,556.91,3464.1,4004.8,3142.42,1308.94,818.87,2893.72,3954.7,669.11,302.27,335.48,69.7004,6.47,1088.9,6.47,173.14
1751,20110616,1144.91,1.05,1796.0,658.0,735.0,1424.0,736.0,1952.0,1321.0,321.41,167.01,556.25,3471.98,4004.5,3148.94,1305.13,830.49,2897.78,3976.55,674.8,303.95,336.89,70.2633,6.47,1082.5,6.48,172.92
1752,20110615,1157.67,1.07,1716.0,652.0,734.0,1405.0,738.0,1978.0,1324.0,324.28,167.22,560.32,3486.92,4053.4,3156.35,1327.05,829.86,2924.39,4005.95,677.71,309.84,338.96,69.9542,6.48,1083.5,6.48,173.75
1753,20110614,1151.22,1.06,1694.0,653.0,731.0,1400.0,743.0,1975.0,1331.0,330.17,167.5,560.64,3505.17,4085.5,3164.18,1351.83,868.49,2952.2,4121.98,701.44,307.95,347.01,69.1506,6.48,1085.9,6.48,173.99
1754,20110613,1139.42,1.06,1732.0,654.0,732.0,1412.0,747.0,1950.0,1339.0,329.03,166.84,560.21,3510.36,3996.3,3165.04,1362.48,857.69,2909.35,4097.66,695.14,308.33,344.56,69.5253,6.48,1081.2,6.49,173.87
1755,20110610,1150.74,1.06,1735.0,658.0,732.0,1418.0,749.0,1927.0,1348.0,332.88,167.22,562.63,3528.73,4028.2,3171.83,1371.84,867.28,2946.83,4138.79,701.79,309.92,348.04,69.5542,6.48,1083.1,6.49,172.71
1756,20110609,1150.66,1.06,1767.0,662.0,733.0,1428.0,751.0,1903.0,1355.0,335.18,167.01,562.62,3535.37,4086.2,3173.85,1374.06,879.38,2991.43,4179.84,710.27,307.75,350.84,69.0634,6.48,1081.5,6.48,171.99
1757,20110608,1157.86,1.06,1801.0,661.0,736.0,1434.0,753.0,1858.0,1369.0,334.14,166.71,560.85,3534.59,4068.7,3157.67,1365.13,871.18,2976.56,4148.75,703.56,305.39,348.34,69.0168,6.48,1080.6,6.48,171.24
1758,20110607,1155.94,1.07,1860.0,665.0,740.0,1456.0,757.0,1812.0,1397.0,332.19,166.3,558.5,3540.14,4097.5,3205.22,1351.93,861.39,2986.46,4117.06,696.61,303.55,346.34,68.7996,6.48,1077.5,6.48,171.18
1759,20110603,1153.27,1.07,1939.0,687.0,746.0,1489.0,765.0,1791.0,1435.0,333.45,166.64,563.15,3546.89,4070.9,3197.36,1383.45,861.71,2954.11,4141.26,699.77,305.25,348.61,69.0043,6.48,1080.4,6.48,170.3
1760,20110602,1144.7,1.07,1934.0,694.0,748.0,1489.0,770.0,1795.0,1445.0,333.02,166.14,565.88,3553.49,4011.7,3193.1,1382.77,862.2,2926.14,4133.4,698.5,304.46,347.9,69.5508,6.48,1076.4,6.49,170.42
1761,20110601,1150.24,1.07,1912.0,706.0,750.0,1485.0,773.0,1809.0,1449.0,331.64,166.2,564.54,3552.62,4102.0,3216.81,1367.3,857.32,2988.43,4125.09,696.57,309.74,345.92,69.2857,6.48,1076.9,6.48,170.62
1762,20110531,1157.48,1.07,1874.0,716.0,761.0,1480.0,776.0,1830.0,1450.0,334.76,166.68,564.53,3553.31,4144.1,3224.81,1376.46,874.65,3008.36,4176.56,707.26,308.37,350.06,69.4324,6.48,1080.6,6.48,170.72
1764,20110527,1158.71,1.07,1821.0,724.0,772.0,1474.0,778.0,1865.0,1451.0,332.36,168.01,561.91,3559.29,4113.3,3323.11,1383.9,858.55,2982.86,4144.32,698.72,306.24,346.27,69.6695,6.49,1090.5,6.49,170.97
1765,20110526,1155.01,1.06,1794.0,731.0,778.0,1467.0,780.0,1868.0,1449.0,328.62,168.82,561.18,3565.4,4037.1,3157.49,1377.27,854.39,2939.87,4115.86,694.56,309.31,343.33,70.3552,6.49,1096.3,6.49,171.65
1766,20110525,1155.56,1.05,1759.0,742.0,781.0,1446.0,782.0,1832.0,1440.0,329.28,168.47,559.08,3565.57,4056.1,3157.49,1369.23,858.8,2949.35,4118.89,696.53,302.4,344.44,70.3615,6.49,1094.8,6.49,172.49
1767,20110524,1146.5,1.06,1690.0,748.0,782.0,1398.0,784.0,1755.0,1429.0,324.61,167.82,555.17,3566.45,3973.8,3137.98,1348.69,843.87,2898.82,4051.05,684.77,300.35,339.1,70.4473,6.5,1091.7,6.5,174.2
1768,20110523,1151.4,1.05,1651.0,772.0,781.0,1369.0,785.0,1711.0,1416.0,323.13,166.77,555.63,3567.7,3925.6,3138.64,1357.71,828.32,2858.49,4017.29,676.81,299.19,336.88,70.6745,6.5,1082.7,6.5,174.55
1769,20110520,1157.21,1.07,1633.0,781.0,783.0,1349.0,786.0,1666.0,1413.0,326.34,166.75,560.26,3574.81,4034.0,3141.79,1372.52,843.24,2904.5,4077.5,688.52,300.05,341.56,70.1343,6.49,1084.7,6.5,175.25
1770,20110519,1155.11,1.07,1604.0,793.0,785.0,1329.0,787.0,1615.0,1408.0,323.33,167.03,560.23,3574.89,4003.8,3104.79,1373.98,834.04,2886.16,4054.91,683.26,300.56,339.3,69.9697,6.5,1086.7,6.5,175.57
1771,20110518,1160.1,1.06,1459.0,804.0,778.0,1271.0,786.0,1597.0,1399.0,327.4,167.76,560.45,3579.55,4073.9,3104.79,1382.69,844.62,2920.18,4096.05,691.04,296.42,344.21,69.9215,6.5,1091.4,6.51,177.1
1772,20110517,1155.25,1.06,1457.0,821.0,784.0,1274.0,786.0,1622.0,1393.0,319.42,167.9,556.23,3583.41,3958.5,3092.66,1341.48,824.22,2838.11,3985.17,672.92,298.26,336.48,70.2679,6.51,1092.8,6.51,178.01
1773,20110516,1149.66,1.06,1475.0,833.0,782.0,1291.0,788.0,1675.0,1393.0,320.05,167.57,554.0,3591.11,3994.2,3083.49,1320.22,831.36,2864.99,3984.47,675.74,297.43,336.78,69.8728,6.51,1088.9,6.51,178.38
1774,20110513,1154.7,1.07,1494.0,839.0,779.0,1306.0,788.0,1720.0,1392.0,321.29,166.6,553.25,3592.39,3994.9,3093.25,1308.02,848.09,2877.64,4008.94,683.61,299.67,338.53,70.0932,6.5,1082.7,6.5,178.32
1775,20110512,1150.73,1.06,1498.0,843.0,777.0,1320.0,789.0,1770.0,1395.0,321.36,165.57,553.68,3593.66,4004.3,3070.77,1311.92,841.62,2891.83,4004.24,681.14,298.15,338.56,69.7294,6.5,1074.9,6.5,179.52
1776,20110511,1172.23,1.08,1509.0,850.0,778.0,1334.0,789.0,1814.0,1399.0,320.92,166.35,554.94,3597.1,3994.6,3121.49,1323.63,839.03,2893.55,4012.28,681.0,308.94,338.1,69.436,6.49,1079.9,6.49,179.6
1777,20110509,1162.79,1.08,1557.0,857.0,792.0,1348.0,789.0,1801.0,1397.0,326.77,167.1,555.55,3596.48,4042.3,3115.8,1338.88,866.8,2922.51,4094.07,698.46,295.7,344.1,69.5224,6.49,1085.0,6.5,180.92
1778,20110506,1139.29,1.07,1566.0,866.0,796.0,1340.0,792.0,1769.0,1386.0,320.61,165.49,554.03,3599.77,4025.5,3044.81,1318.48,826.75,2896.65,3982.57,674.16,295.32,337.35,69.0157,6.49,1074.6,6.5,181.7
1783,20110428,1172.83,1.09,1564.0,892.0,829.0,1269.0,797.0,1450.0,1390.0,347.77,165.84,566.37,3621.27,4280.2,3192.49,1368.16,945.57,3127.93,4347.82,751.2,324.4,366.31,68.3018,6.5,1079.9,6.51,181.06
1784,20110427,1171.74,1.08,1566.0,894.0,823.0,1259.0,801.0,1392.0,1388.0,347.92,166.29,569.79,3629.27,4268.5,3218.58,1395.34,942.65,3100.93,4362.36,752.3,319.93,365.82,68.8301,6.51,1085.5,6.51,180.38
1785,20110426,1159.85,1.08,1546.0,890.0,830.0,1250.0,803.0,1364.0,1392.0,349.14,165.68,573.39,3641.84,4336.6,3231.99,1420.43,937.16,3114.3,4381.09,751.9,317.55,366.19,68.7352,6.53,1081.5,6.52,178.73
1788,20110421,1157.55,1.08,1540.0,887.0,839.0,1254.0,802.0,1377.0,1401.0,350.18,166.07,576.8,3659.21,4393.2,3225.32,1419.84,936.5,3152.52,4390.29,752.06,322.17,367.44,68.7817,6.49,1083.7,6.52,178.92
1789,20110420,1151.65,1.07,1540.0,877.0,839.0,1262.0,799.0,1415.0,1404.0,347.15,167.34,575.48,3675.46,4348.9,3230.48,1415.35,931.21,3122.07,4365.51,748.41,321.87,365.54,69.1322,6.53,1092.8,6.53,178.8
1790,20110419,1142.98,1.05,1538.0,865.0,844.0,1271.0,798.0,1456.0,1405.0,343.31,166.94,575.44,3679.71,4259.2,3203.79,1414.78,909.63,3076.62,4306.12,735.49,317.62,360.83,69.6732,6.53,1089.9,6.53,178.96
1791,20110418,1148.93,1.05,1552.0,850.0,836.0,1284.0,798.0,1490.0,1409.0,341.34,166.57,575.97,3685.26,4218.3,3218.51,1414.37,907.06,3052.56,4293.21,733.69,321.68,359.42,70.1709,6.53,1087.9,6.53,179.86
1792,20110415,1148.17,1.05,1564.0,836.0,837.0,1296.0,796.0,1514.0,1414.0,343.03,166.8,574.43,3693.32,4301.8,3214.63,1402.14,924.28,3095.42,4329.19,742.76,321.53,362.78,69.6019,6.53,1089.4,6.53,180.67
1793,20110414,1146.41,1.05,1573.0,825.0,836.0,1309.0,791.0,1548.0,1422.0,341.49,167.21,576.31,3703.69,4270.9,3213.49,1403.63,913.08,3063.87,4297.91,736.23,322.04,360.66,69.6028,6.53,1092.5,6.53,181.14
1794,20110413,1141.43,1.05,1570.0,816.0,840.0,1324.0,788.0,1586.0,1433.0,340.49,166.91,577.88,3704.42,4305.0,3242.71,1412.1,909.55,3063.12,4299.16,735.25,322.53,359.55,69.6903,6.53,1091.7,6.54,181.19
1795,20110412,1137.64,1.05,1576.0,814.0,849.0,1342.0,787.0,1629.0,1441.0,340.17,165.85,579.02,3717.09,4355.6,3290.59,1414.7,899.53,3086.11,4287.54,730.63,323.76,359.05,69.7648,6.54,1084.4,6.54,182.44
1796,20110411,1147.1,1.05,1590.0,815.0,860.0,1359.0,788.0,1664.0,1450.0,347.45,166.08,580.32,3720.16,4461.0,3300.56,1452.08,923.86,3150.53,4397.0,750.27,333.95,366.0,69.6697,6.54,1085.4,6.54,181.45
1797,20110408,1137.78,1.05,1612.0,821.0,876.0,1376.0,786.0,1696.0,1457.0,349.49,166.3,579.68,3722.51,4469.4,3302.05,1453.09,942.5,3158.87,4439.75,760.33,331.62,368.7,69.8138,6.54,1088.0,6.54,179.86
1798,20110407,1132.66,1.05,1638.0,823.0,884.0,1401.0,783.0,1737.0,1468.0,344.51,165.87,578.06,3729.43,4376.0,3290.4,1443.35,920.07,3098.5,4364.56,745.01,327.58,364.48,70.2193,6.54,1085.5,6.55,178.08
1799,20110406,1124.73,1.04,1674.0,825.0,891.0,1430.0,780.0,1788.0,1478.0,344.58,166.58,578.06,3730.68,4352.6,3302.24,1451.56,914.91,3093.18,4360.78,742.09,328.2,363.46,70.1568,6.54,1089.7,6.55,176.16
1802,20110401,1137.01,1.04,1792.0,836.0,927.0,1520.0,786.0,1925.0,1511.0,341.72,167.99,576.28,3728.21,4250.2,3242.17,1432.43,903.26,3018.17,4294.11,731.44,313.85,360.89,70.3889,6.55,1100.1,6.55,172.44
1803,20110331,1142.08,1.03,1768.0,841.0,932.0,1530.0,790.0,1968.0,1523.0,340.8,168.88,575.25,3721.01,4278.6,3241.84,1428.94,894.34,3031.02,4275.4,725.62,308.51,359.43,70.4706,6.55,1107.2,6.56,172.87
1804,20110330,1147.09,1.03,1756.0,843.0,936.0,1545.0,791.0,2014.0,1545.0,334.8,169.88,569.27,3717.89,4249.5,3258.67,1393.23,876.73,3004.56,4193.12,711.21,306.17,353.76,70.6947,6.56,1114.6,6.56,169.71
1805,20110329,1140.94,1.02,1785.0,840.0,937.0,1572.0,789.0,2063.0,1565.0,334.75,169.72,571.57,3712.48,4323.6,3277.1,1396.5,877.37,3022.19,4202.97,712.96,301.09,354.01,70.7437,6.56,1114.2,6.56,167.97
1806,20110328,1141.75,1.03,1807.0,834.0,943.0,1585.0,785.0,2082.0,1585.0,334.9,169.97,570.75,3715.29,4286.4,3272.45,1395.86,875.5,3002.04,4192.39,710.48,302.51,354.86,70.5882,6.56,1114.5,6.56,166.85
1808,20110324,1138.42,1.02,1798.0,831.0,974.0,1583.0,775.0,2077.0,1612.0,338.35,171.35,568.87,3680.42,4367.2,3220.72,1418.78,883.38,3047.54,4246.07,719.08,302.23,358.48,70.1923,6.56,1123.7,6.56,164.92
1809,20110323,1131.96,1.01,1754.0,823.0,991.0,1565.0,770.0,2080.0,1608.0,336.82,171.19,563.14,3685.93,4363.9,3213.99,1391.93,884.42,3047.59,4221.0,716.53,301.48,357.03,70.5048,6.55,1121.7,6.56,164.98
1810,20110322,1132.71,1.01,1701.0,815.0,1019.0,1543.0,765.0,2079.0,1598.0,335.25,171.5,562.52,3698.59,4265.7,3205.87,1407.3,880.42,2988.96,4210.89,715.0,301.12,356.45,70.1774,6.55,1125.9,6.56,165.22
1812,20110318,1113.08,0.99,1687.0,805.0,1018.0,1531.0,755.0,2094.0,1574.0,331.24,173.01,560.26,3734.2,4259.3,3148.36,1398.42,860.19,2964.44,4150.91,702.17,302.81,351.15,70.5945,6.57,1137.6,6.57,164.3
1813,20110317,1109.41,0.99,1702.0,798.0,1014.0,1533.0,752.0,2110.0,1567.0,327.37,172.38,558.23,3757.13,4245.5,3100.0,1363.38,865.04,2938.88,4118.26,700.43,287.07,348.67,70.6113,6.57,1132.8,6.57,163.49
1814,20110316,1120.38,0.99,1744.0,791.0,1013.0,1538.0,748.0,2114.0,1551.0,317.12,172.13,550.45,3772.09,4117.6,3065.13,1307.68,834.42,2882.2,3978.71,677.51,286.56,338.17,71.1683,6.57,1131.3,6.57,162.89
1815,20110315,1140.99,0.98,1811.0,791.0,1029.0,1548.0,742.0,2116.0,1539.0,316.7,171.96,551.59,3771.58,4084.5,3073.59,1317.43,824.25,2867.99,3962.48,673.31,294.85,338.14,70.9671,6.57,1129.8,6.57,163.89
1816,20110314,1136.25,1.01,1865.0,796.0,1030.0,1559.0,736.0,2126.0,1533.0,327.88,171.05,559.05,3748.22,4157.1,3124.29,1383.46,857.56,2937.66,4122.17,699.92,300.94,350.61,70.8437,6.57,1124.5,6.57,165.73
1817,20110311,1119.74,1.0,1891.0,799.0,1029.0,1562.0,730.0,2132.0,1529.0,328.3,170.13,560.25,3621.94,4139.6,3195.54,1395.85,858.09,2922.36,4131.45,701.06,308.39,351.88,71.0713,6.57,1118.4,6.58,167.69
1818,20110310,1126.69,1.0,1856.0,799.0,1029.0,1538.0,722.0,2120.0,1522.0,330.4,169.99,565.15,3629.99,4155.6,3221.54,1411.6,868.06,2920.72,4168.61,707.19,311.45,354.45,71.3443,6.57,1115.2,6.57,170.81
1819,20110309,1128.63,1.01,1699.0,801.0,1058.0,1472.0,715.0,2095.0,1512.0,335.07,170.11,567.47,3637.13,4171.0,3254.68,1440.13,878.48,2948.43,4228.3,715.96,306.48,360.23,70.9769,6.57,1117.4,6.57,171.95
1820,20110308,1130.81,1.01,1595.0,793.0,1065.0,1424.0,709.0,2048.0,1496.0,336.46,170.5,569.32,3644.22,4279.2,3268.38,1457.81,870.04,2998.21,4242.54,713.36,306.67,361.09,71.0407,6.57,1117.9,6.57,173.25
1821,20110307,1133.17,1.02,1507.0,795.0,1055.0,1382.0,705.0,2015.0,1481.0,338.56,169.96,571.94,3647.79,4268.2,3292.72,1476.93,880.91,2994.97,4284.62,719.22,313.12,362.89,70.85,6.56,1116.2,6.57,174.97
1822,20110304,1137.08,1.01,1427.0,799.0,1049.0,1346.0,704.0,1983.0,1467.0,340.21,170.81,572.98,3654.79,4423.0,3320.25,1491.41,877.44,3053.01,4308.77,719.62,310.5,362.88,70.8061,6.57,1122.6,6.57,176.83
1823,20110303,1146.74,1.02,1390.0,781.0,1031.0,1317.0,703.0,1929.0,1454.0,338.15,171.69,568.52,3663.26,4436.4,3301.32,1486.75,863.4,3048.08,4272.18,711.68,306.71,360.56,70.9473,6.57,1128.4,6.57,177.83
1824,20110302,1143.98,1.01,1337.0,760.0,1000.0,1281.0,703.0,1858.0,1435.0,337.39,171.8,567.21,3674.94,4416.1,3281.03,1466.08,869.05,3048.2,4263.41,711.98,309.49,359.12,70.9079,6.57,1128.8,6.57,179.29
1826,20110225,1138.23,1.01,1315.0,709.0,872.0,1245.0,688.0,1812.0,1385.0,332.28,171.4,561.86,3700.41,4370.1,3226.98,1443.28,840.92,2993.65,4163.6,690.56,304.39,351.29,71.4259,6.58,1126.9,6.58,181.86
